district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
11001,Tiergarten Süd,3890,3212,2797,24,263,196,2797,263,1541,110,585.8996031746032,556.0,196.7898523056149,477.25,447.0,123.7768855291825,640.2371134020618,638.5,126.20295958986445,772.936507936508,742.0,167.14141098621855,836.7034482758621,797.0,178.49681463614147,881.3269230769231,813.5,341.36177315818077
11002,Regierungsviertel,4706,4032,3648,29,403,268,3648,403,2007,169,596.3234234234234,567.0,174.93714673788799,501.39130434782606,485.0,109.77735282687358,633.6738461538462,629.0,116.2464313496095,780.4701986754967,758.5,138.94341724352842,826.1441860465117,792.0,163.39920912642992,916.4128440366973,854.0,347.9090990715233
11003,Alexanderplatz,13008,11345,10094,107,763,475,10094,763,6369,283,555.6745349722615,522.0,187.92673001426675,485.84705882352944,460.0,154.550539266853,576.1612903225806,560.0,121.46983666779559,727.258449304175,695.0,159.27590385549516,780.6073446327683,749.5,163.1507620700371,853.6892655367232,715.5,394.0687513505231
11004,Brunnenstraße Süd,2436,2224,2004,30,96,116,2004,96,1198,20,573.2693144722524,540.0,181.6980267895447,474.2307692307692,459.0,75.50804338204384,533.5066666666667,522.0,112.07627389939039,689.6666666666666,646.0,188.6312452025556,794.5185185185185,785.0,154.59235983966906,920.9545454545455,685.0,467.222532057113
12005,Moabit West,5434,4930,4365,54,213,291,4365,213,2529,67,583.71669560903,560.0,173.46044841079703,505.875,508.0,121.95562935721703,587.8050847457627,580.5,142.01692799512404,716.0438596491229,683.0,150.9264246907314,763.375,714.0,180.82044909281302,849.6407766990292,803.5,352.45467736638517
12006,Moabit Ost,6926,6345,5740,72,336,243,5740,336,3380,134,575.1944864048338,542.0,192.0731789637566,505.1746031746032,490.0,126.0376978529913,584.161825726141,547.0,168.86738742768785,727.96,717.0,171.46565473519428,795.2035928143713,784.0,176.9235945267531,873.1153846153846,794.0,389.76254690057874
13007,Osloer Straße,4696,4295,3681,65,132,202,3681,132,1805,34,626.9300087489064,589.0,195.33174903902054,530.0357142857143,513.5,111.83867671959288,595.0185185185185,584.5,129.39340732613445,797.6571428571428,716.5,223.68792220958886,887.0652173913044,795.0,573.3790835302171,982.1677419354838,918.0,425.1742014163875
13008,Brunnenstraße Nord,5789,5282,4734,66,219,287,4734,219,2821,62,575.3595454545455,530.0,201.6444179458552,497.01724137931035,459.5,145.8402744869604,551.5705521472393,532.0,138.16361607341992,715.6636363636363,645.5,223.69574181035884,802.1733333333333,798.0,124.12955016926958,785.0909090909091,598.0,412.88466322019923
14009,Parkviertel,7301,6169,5041,79,244,248,5041,244,2775,55,591.4708882277943,558.0,196.21617722940746,495.72857142857146,462.0,129.60563610805315,591.3727810650887,562.0,169.36761782880856,825.9083333333333,782.5,220.6981282102732,821.6142857142858,778.5,217.0875928775443,898.075,835.0,363.80543059671083
14010,Wedding Zentrum,7491,6860,5954,99,219,306,5954,219,3465,54,575.3417721518987,535.0,192.64014943674263,449.42857142857144,425.5,121.36962222044934,535.8427672955975,511.0,131.9739873962124,799.4269662921348,762.0,186.44813363850798,781.0757575757576,729.0,172.35565292606768,854.2796610169491,727.0,394.4900481034352
21001,Südliche  Friedrichstadt,7175,6588,5858,85,296,289,5858,296,3893,94,544.7870042822566,509.0,171.53775872696005,446.8970588235294,427.0,104.38135301332325,553.256880733945,537.0,155.22336536489053,735.8850574712644,709.0,198.47918458076757,805.8,765.0,220.45889937988323,737.418410041841,626.0,333.58575276765384
