district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
11001,Tiergarten Süd,3285,2474,2184,65,268,148,1917,152,1056,123,602.1304121022431,579.0,195.6209232528241,501.5,492.0,146.9422322133536,633.8136363636364,630.0,114.8586854418057,730.3413461538462,721.5,125.65362951677723,820.2171052631579,792.5,152.38557395364202,936.3666666666667,893.0,327.95077857091013
11002,Regierungsviertel,3700,3230,2944,73,308,156,2632,195,1500,163,604.25,580.0,174.6678332075789,502.86206896551727,491.5,108.29418157992302,609.4189723320158,599.0,111.22573908699212,724.3582677165355,709.5,121.54633459349488,803.8205128205128,774.0,154.8702935506934,902.9098360655738,877.0,356.7761991306154
11003,Alexanderplatz,12522,10400,9339,243,688,405,8363,309,5421,251,575.5226593327753,541.0,190.03570783685953,457.4294117647059,446.5,109.3468952852694,577.3339731285988,563.0,132.47130232529918,692.9463601532567,677.0,137.77100320654552,778.957928802589,728.0,232.76860237205895,917.3986928104575,850.0,405.35697831311364
11004,Brunnenstraße Süd,2325,2120,1831,37,117,88,1648,36,1036,35,585.9733009708738,546.0,198.6642932481953,484.4230769230769,480.5,83.63548198075891,558.4204545454545,537.0,110.55645269261726,642.6923076923077,613.5,143.7675168495961,730.9444444444445,712.0,158.8429492916905,884.060606060606,692.5,450.88319752332507
12005,Moabit West,5352,4834,4081,90,271,246,3619,94,2066,81,602.8916827852998,574.0,183.3030832420743,472.07142857142856,462.0,95.25379089090903,605.8421052631579,570.0,160.59017508666378,700.8909090909091,687.0,152.17989267286464,777.5744680851063,730.5,182.13190832274262,759.2628865979382,695.0,307.7305159208785
12006,Moabit Ost,7382,6774,5955,153,349,258,5319,139,3378,105,579.2389546907314,541.0,192.71766889373106,458.62264150943395,439.0,102.03766371204858,565.3070175438596,529.0,161.2499702390019,689.4780701754386,674.0,172.82706197110258,816.884892086331,795.0,155.25239287925532,787.745,710.5,326.6052432210749
13007,Osloer Straße,5206,4604,3786,95,143,205,3407,53,1621,44,645.7032579982389,610.0,202.41451875488198,505.82608695652175,496.0,154.50918081629243,581.795918367347,570.0,102.98873516456734,727.3333333333334,701.0,125.56014495053759,828.9245283018868,778.0,265.3772241876866,911.3148148148148,755.5,372.6895444593858
13008,Brunnenstraße Nord,5980,5509,4591,98,229,240,4128,63,2680,54,571.2633236434109,530.0,199.93740162061707,458.63513513513516,443.0,100.75680395453288,554.1543624161073,533.0,154.12603323045153,676.8582677165355,667.0,122.79733751892701,774.3968253968254,746.0,171.70995233734945,895.1878172588832,759.0,422.20798416377664
14009,Parkviertel,7993,6020,5037,155,211,240,4566,47,2571,39,601.7925974594831,573.0,189.48506724727116,469.06976744186045,460.0,91.32772255441797,590.09243697479,571.0,161.15194386079403,713.3534482758621,721.0,154.10590679706317,809.8936170212766,797.0,161.124342214403,855.0964467005076,828.0,318.29078900411275
14010,Wedding Zentrum,8138,7340,6116,159,219,258,5479,56,3363,54,585.8371965687169,549.0,193.72686439468416,464.7230769230769,460.0,94.28926426057339,554.8014705882352,531.0,117.50012260689843,720.175572519084,706.0,152.65216775986212,766.5535714285714,778.0,103.28494031611723,907.6824644549763,863.0,375.16450820253493
