district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
011001,Tiergarten Süd,3283,2473,2183,65,268,147,1920,181,1059,151,601.89,578.5,195.57,501.5,492.0,146.94,633.81,630.0,114.86,730.34,721.5,125.65,805.11,776.67,148.26,937.24,899.0,329.2
011002,Regierungsviertel,3701,3231,2946,73,308,156,2634,214,1502,180,604.19,580.0,174.62,502.86,491.5,108.29,609.42,599.0,111.23,724.36,709.5,121.55,798.24,773.17,153.4,902.91,877.0,356.78
011003,Alexanderplatz,12521,10396,9341,243,688,406,8375,418,5427,357,575.52,541.0,190.01,457.43,446.5,109.35,577.33,563.0,132.47,692.95,677.0,137.77,761.34,715.43,207.56,917.0,845.0,404.75
011004,Brunnenstraße Süd,2326,2120,1831,37,117,89,1651,44,1037,43,586.17,546.0,198.69,484.42,480.5,83.64,558.42,537.0,110.56,642.69,613.5,143.77,725.13,710.06,146.44,889.27,706.0,449.48
012005,Moabit West,5348,4829,4081,90,271,246,3622,108,2067,93,603.17,574.0,184.02,472.07,462.0,95.25,605.84,570.0,160.59,700.89,687.0,152.18,773.96,735.33,173.78,759.26,695.0,307.73
012006,Moabit Ost,7381,6773,5955,153,349,258,5321,157,3379,119,579.24,541.0,192.7,458.62,439.0,102.04,565.31,529.0,161.25,689.48,674.0,172.83,815.17,791.41,154.07,787.74,710.5,326.61
013007,Osloer Straße,5203,4601,3785,95,143,205,3408,57,1622,46,645.68,610.0,202.39,505.83,496.0,154.51,581.8,570.0,102.99,727.33,701.0,125.56,824.52,771.61,259.24,911.31,755.5,372.69
013008,Brunnenstraße Nord,5976,5505,4590,98,229,240,4132,73,2682,63,571.24,530.0,199.87,458.64,443.0,100.76,554.15,533.0,154.13,676.86,667.0,122.8,769.32,741.75,163.49,895.19,759.0,422.21
014009,Parkviertel,7990,6017,5037,155,211,240,4568,63,2572,54,601.86,573.0,189.55,469.07,460.0,91.33,590.09,571.0,161.15,713.35,721.0,154.11,789.0,775.56,150.1,855.1,828.0,318.29
014010,Wedding Zentrum,8134,7336,6115,159,219,258,5483,68,3365,66,585.84,549.0,193.68,464.72,460.0,94.29,554.8,531.0,117.5,720.18,706.0,152.65,767.18,773.42,99.37,907.68,863.0,375.16
021001,Südliche  Friedrichstadt,6397,5830,4927,118,302,264,4434,118,3146,106,550.06,512.0,180.61,422.29,416.0,103.26,548.53,520.0,150.77,667.62,655.0,138.02,718.11,704.97,137.98,754.73,651.0,326.99
022002,Tempelhofer Vorstadt,7498,6259,5444,143,347,329,4853,126,3217,102,567.01,533.0,180.93,462.97,446.0,109.71,566.78,545.0,152.63,721.32,691.0,153.71,793.34,751.11,230.07,771.79,658.0,362.42
023003,Nördliche Luisenstadt,3009,2751,2356,86,141,114,2073,34,1612,34,513.16,475.0,171.84,424.34,414.0,91.88,490.88,458.0,141.91,628.46,613.5,189.4,612.66,609.83,79.82,816.69,693.0,362.36
023004,Südliche Luisenstadt,3184,2902,2526,65,150,130,2208,38,1542,34,546.15,499.0,197.53,427.08,424.5,94.84,542.61,493.0,165.1,685.75,656.0,162.01,704.97,638.66,194.7,758.15,641.0,372.36
024005,Karl-Marx-Allee Nord,3813,2920,2520,72,109,122,2279,39,1529,37,565.49,531.0,181.58,457.76,450.5,112.19,558.29,559.0,109.69,683.86,661.0,128.16,703.73,684.05,113.43,1064.16,1149.5,445.01
024006,Karl-Marx-Allee Süd,4669,4310,3741,85,224,134,3336,97,2412,82,535.2,495.5,188.21,408.23,397.0,89.14,531.23,496.0,162.04,652.59,612.5,207.68,755.31,683.09,367.38,852.02,754.0,413.44
025007,Frankfurter Allee Nord,2752,2446,2092,46,168,137,1880,44,1105,37,600.52,570.0,183.57,498.18,489.5,100.89,570.41,538.0,115.86,678.25,629.0,199.94,741.28,701.17,162.04,940.56,807.0,408.58
025008,Frankfurter Allee Süd FK,5768,5249,4605,111,254,264,4124,76,2505,60,593.18,556.0,194.24,488.71,475.5,150.63,577.79,548.5,156.77,688.78,674.0,181.97,759.71,732.88,159.82,956.73,842.5,434.23
031001,Buch,2772,2296,1927,49,110,97,1510,30,762,3,671.22,599.0,243.3,608.37,564.5,191.89,739.89,738.0,174.86,839.14,820.5,188.02,990.12,979.11,108.48,891.22,877.5,210.31
032002,Blankenfelde/Niederschönhausen,3002,2788,2368,56,66,143,2054,23,633,17,727.26,680.0,228.31,543.93,542.0,143.06,554.62,575.5,94.25,739.06,711.0,229.03,824.44,747.99,239.4,890.32,858.5,345.57
032003,Buchholz,1723,1633,1325,33,34,55,1153,2,373,1,731.68,677.0,239.72,609.47,583.0,96.44,699.46,651.5,249.42,723.8,640.5,255.69,1010.79,1010.79,461.63,864.86,789.5,360.38
033004,Karow,1732,1653,1395,43,29,49,1145,6,621,3,636.77,579.0,238.8,523.97,459.0,192.73,690.88,662.0,127.92,833.06,809.0,119.0,906.81,876.13,115.97,808.85,756.5,299.44
033005,Blankenburg/Heinersdorf/Märchenland,2160,2034,1703,43,50,76,1536,19,644,14,674.39,631.5,203.98,579.53,544.0,156.39,676.58,664.0,185.36,763.17,720.5,190.63,792.0,773.93,198.14,826.15,753.0,311.5
034006,Schönholz/Wilhelmsruh/Rosenthal,2066,1944,1662,35,48,74,1491,13,390,7,730.1,702.0,200.65,562.47,579.5,106.1,713.52,660.0,233.56,877.09,836.0,258.87,932.54,888.11,214.8,898.07,875.0,311.11
034007,Pankow Zentrum,4394,3818,3226,75,97,171,2873,21,1450,16,650.22,599.0,228.3,486.27,476.0,129.0,586.94,545.5,184.99,731.63,654.0,215.62,806.38,710.69,253.04,796.31,642.0,417.83
034008,Pankow Süd,3828,3584,3038,75,134,110,2725,47,1267,37,651.12,614.0,202.09,546.35,566.5,108.07,630.32,623.5,141.67,746.69,694.5,180.65,772.8,720.2,138.39,869.19,738.0,349.16
035009,Weißensee,4191,3612,3095,67,119,168,2792,37,1526,27,618.42,579.0,204.0,497.16,476.0,117.12,570.8,531.0,153.57,600.29,584.0,131.54,791.22,734.16,190.23,702.09,648.0,270.43
035010,Weißensee Ost,2330,1962,1650,38,81,48,1515,32,868,26,614.11,572.0,193.13,463.76,462.5,76.34,593.89,540.0,161.96,666.98,619.0,228.14,811.66,804.87,110.71,669.06,662.5,184.59
036011,Prenzlauer Berg Nordwest,2589,2368,2071,48,100,116,1841,20,899,18,630.04,606.0,198.86,504.4,526.5,132.02,597.35,596.0,112.5,706.84,652.5,170.33,815.24,794.7,169.24,968.28,854.0,390.33
036012,Prenzlauer Berg Nord,2620,2427,2094,44,101,92,1890,39,966,26,619.51,597.0,182.22,511.3,507.0,94.02,612.22,597.0,142.21,671.39,640.0,137.84,846.52,775.06,181.16,942.81,890.0,340.89
036013,Helmholtzplatz,1413,1273,1072,16,68,72,953,23,538,23,602.28,575.0,196.18,496.71,470.0,154.12,544.72,531.0,92.12,638.4,580.5,179.21,714.16,715.29,86.15,922.47,871.5,377.17
036014,Prenzlauer Berg Ost,4329,4073,3494,81,136,119,3172,69,1520,59,632.31,606.0,194.47,526.03,528.0,103.65,645.11,612.5,192.19,733.26,687.0,165.23,830.58,727.63,583.23,896.43,883.0,306.75
037015,Prenzlauer Berg Südwest,2114,1931,1690,25,84,98,1499,35,897,28,583.0,558.0,190.94,482.11,461.0,119.72,542.19,504.0,183.53,622.47,583.0,222.44,760.79,739.98,156.26,969.41,906.0,460.57
037016,Prenzlauer Berg Süd,2444,2242,1916,38,80,121,1746,27,998,26,603.58,578.0,186.54,518.44,521.0,117.97,603.61,590.0,106.56,707.8,697.5,165.05,722.1,744.99,107.84,935.01,908.0,336.49
041001,Charlottenburg Nord,2954,2713,2240,62,106,124,2022,24,1077,19,619.88,581.0,210.62,495.96,462.5,133.43,634.31,603.0,200.86,818.68,773.0,227.92,837.24,789.72,183.3,759.88,690.0,293.6
042002,Heerstraße,2015,1661,1461,38,62,110,1275,26,289,18,746.53,702.0,214.82,607.74,599.0,104.17,711.32,687.0,148.17,780.23,764.0,107.56,932.58,838.94,461.13,1042.9,958.5,325.39
042003,Westend,4572,3700,3186,81,158,187,2839,70,1523,58,621.1,585.0,196.2,476.11,466.0,96.98,647.57,590.0,183.75,694.8,685.0,180.26,777.07,789.71,135.67,880.44,839.0,315.89
043004,Schloss Charlottenburg,5253,4591,3888,96,156,255,3475,54,2304,45,558.35,516.0,203.4,410.9,402.0,91.13,529.03,498.5,158.18,662.7,640.0,180.45,715.85,674.35,163.18,802.61,761.0,349.9
043005,Mierendorffplatz,1753,1597,1347,38,82,74,1225,36,797,29,582.11,543.0,175.77,459.42,459.5,81.16,600.39,574.0,137.68,660.25,648.0,141.07,827.98,776.36,346.17,847.83,708.5,327.54
043006,Otto-Suhr-Allee/Kantstraße,6518,5902,5027,160,317,298,4510,168,3020,142,566.11,527.0,190.94,437.09,416.0,106.36,585.0,556.0,150.17,663.93,649.0,153.94,754.54,716.11,181.58,827.15,752.0,331.03
044007,Grunewald,2571,2086,1784,60,58,122,1610,21,609,19,674.46,645.0,196.64,558.44,555.0,110.81,663.46,668.0,134.4,744.32,708.5,114.11,740.74,720.56,101.61,981.26,969.0,320.67
044008,Schmargendorf,3679,3462,2905,65,92,125,2635,34,1102,28,659.55,633.0,183.45,553.81,563.5,105.0,633.64,610.0,118.68,708.64,700.0,157.45,807.51,743.81,177.67,930.66,876.0,342.37
045009,Halensee,3313,3064,2595,80,125,124,2340,58,1499,51,580.39,543.0,180.89,457.72,444.0,93.05,563.75,533.0,125.25,643.18,631.5,134.57,721.82,704.77,150.08,869.2,820.0,329.06
045010,Lietzenburger Straße,6736,6062,5348,140,397,277,4696,256,2859,238,593.49,561.0,183.15,465.69,466.0,103.08,590.9,576.0,113.07,652.31,648.0,112.43,710.14,685.83,119.17,815.11,745.5,284.55
045011,Volkspark Wilmersdorf,5995,5103,4265,125,200,248,3794,80,2481,70,570.07,534.0,179.66,450.69,444.0,86.39,543.6,517.0,139.88,620.5,608.0,162.14,724.52,687.58,163.44,888.26,797.0,386.5
051001,Hakenfelde,3648,3363,2838,58,93,119,2500,36,954,22,691.39,649.0,208.62,586.02,549.0,155.5,700.11,658.0,156.45,819.14,724.0,236.84,899.23,876.76,152.56,1087.05,995.0,381.93
051002,Falkenhagener Feld,5934,5097,4212,99,132,197,3618,53,1692,42,648.99,612.0,189.7,570.55,550.0,115.03,718.08,710.5,125.01,813.86,792.5,142.04,888.39,820.9,258.21,994.23,965.0,344.83
