wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3104,422,84,,,,,,,,,Falkenhagener Feld,2019-10-01,2019-12-31
2600,863,90,831.0,64.0,283.0,104.0,40.0,151.0,210.0,70.0,Pankow,2019-10-01,2019-12-31
3304,696,125,,,,,,,,,Westend,2019-10-01,2019-12-31
3200,1848,74,651.0,87.0,337.0,89.0,64.0,113.0,,,Spandau-Süd,2019-10-01,2019-12-31
2400,1272,73,967.0,76.0,237.0,106.0,68.0,121.0,,,Tegel,2019-10-01,2019-12-31
2720,235,86,,,,,,,,,Karow,2019-10-01,2019-12-31
2200,2231,83,,,342.0,119.0,41.0,161.0,221.0,100.0,Wittenau,2019-10-01,2019-12-31
2704,520,83,,,,,,,,,Buch,2019-10-01,2019-12-31
3500,1552,78,,,416.0,103.0,141.0,129.0,,,Ranke,2019-10-01,2019-12-31
3220,285,84,,,,,,,,,Kladow,2019-10-01,2019-12-31
3490,760,88,,,,,,,,,Friedenau,2019-10-01,2019-12-31
3600,1286,65,925.0,70.0,378.0,62.0,107.0,70.0,55.0,108.0,Charlottenburg-Nord,2019-10-01,2019-12-31
3404,755,117,,,,,,,,,Schmargendorf,2019-10-01,2019-12-31
4100,1077,86,738.0,91.0,261.0,107.0,38.0,150.0,139.0,83.0,Zehlendorf,2019-10-01,2019-12-31
3400,1743,68,,,519.0,88.0,,,,,Wilmersdorf,2019-10-01,2019-12-31
4500,564,64,,,127.0,96.0,,,,,Wannsee,2019-10-01,2019-12-31
4300,1276,62,924.0,81.0,409.0,98.0,94.0,124.0,436.0,94.0,Tempelhof,2019-10-01,2019-12-31
3390,580,105,,,,,,,,,Lietzow,2019-10-01,2019-12-31
4600,1200,69,,,314.0,92.0,33.0,106.0,,,Lichterfelde,2019-10-01,2019-12-31
3690,633,55,,,,,,,,,Siemensstadt/Charlottenburg Nord,2019-10-01,2019-12-31
4400,1702,67,1035.0,68.0,373.0,74.0,106.0,114.0,,,Schöneberg,2019-10-01,2019-12-31
4604,551,93,,,,,,,,,Lankwitz,2019-10-01,2019-12-31
3300,1892,66,1042.0,60.0,505.0,90.0,118.0,117.0,434.0,78.0,Suarez,2019-10-01,2019-12-31
5210,691,94,,,,,,,,,Rudow,2019-10-01,2019-12-31
3504,772,70,,,,,,,,,Tiergarten-Süd,2019-10-01,2019-12-31
4700,883,95,840.0,88.0,358.0,128.0,40.0,167.0,,,Marienfelde,2019-10-01,2019-12-31
4790,635,82,,,,,,,,,Marienfelde-Süd,2019-10-01,2019-12-31
5200,1748,69,901.0,57.0,431.0,94.0,39.0,118.0,,,Buckow,2019-10-01,2019-12-31
4200,1764,79,,,367.0,82.0,85.0,81.0,,,Steglitz,2019-10-01,2019-12-31
5404,720,104,,,,,,,,,Salvador-Allende,2019-10-01,2019-12-31
4710,785,73,,,,,,,,,Lichtenrade,2019-10-01,2019-12-31
5100,2526,73,899.0,68.0,537.0,99.0,162.0,124.0,,,Neukölln,2019-10-01,2019-12-31
6110,262,106,,,,,,,,,Marzahn,2019-10-01,2019-12-31
5304,542,99,,,,,,,,,Bohnsdorf,2019-10-01,2019-12-31
6120,491,125,,,,,,,,,Biesdorf,2019-10-01,2019-12-31
4390,1317,87,,,,,,,,,Mariendorf,2019-10-01,2019-12-31
6204,567,119,,,,,,,,,Kaulsdorf,2019-10-01,2019-12-31
5300,1669,83,867.0,70.0,355.0,74.0,84.0,100.0,227.0,74.0,Treptow,2019-10-01,2019-12-31
6310,961,109,,,,,,,,,Hohenschönhausen,2019-10-01,2019-12-31
5400,1506,108,823.0,92.0,304.0,93.0,53.0,155.0,,,Köpenick,2019-10-01,2019-12-31
6320,696,113,,,,,,,,,Falkenberg,2019-10-01,2019-12-31
5490,196,92,,,,,,,,,Rahnsdorf,2019-10-01,2019-12-31
6400,1810,92,1004.0,99.0,357.0,115.0,69.0,143.0,,,Lichtenberg,2019-10-01,2019-12-31
5330,708,81,,,,,,,,,Altglienicke,2019-10-01,2019-12-31
6330,690,119,,,,,,,,,Wartenberg,2019-10-01,2019-12-31
6490,627,77,,,,,,,,,Rummelsburg,2019-10-01,2019-12-31
6300,1482,76,970.0,77.0,407.0,99.0,113.0,123.0,,,Weißensee,2019-10-01,2019-12-31
5410,588,84,,,,,,,,,Friedrichshagen,2019-10-01,2019-12-31
6200,1683,74,897.0,83.0,297.0,118.0,39.0,154.0,,,Hellersdorf,2019-10-01,2019-12-31
6500,705,81,,,226.0,90.0,,,,,Karlshorst,2019-10-01,2019-12-31
6100,2687,105,521.0,85.0,603.0,91.0,144.0,141.0,307.0,114.0,Marzahn,2019-10-01,2019-12-31
