wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3282,85,273.0,75.0,478.0,109.0,,,57.0,104.0,Feuer- und Lehrrettungswache Mitte,2019-10-01,2019-12-31
1700,1385,69,,,393.0,114.0,101.0,131.0,,,Tiergarten,2019-10-01,2019-12-31
1310,401,97,,,,,,,,,Schieritz/Prenzlauer Berg,2019-10-01,2019-12-31
1200,2076,61,1070.0,73.0,424.0,88.0,109.0,92.0,430.0,59.0,Friedrichshain,2019-10-01,2019-12-31
1300,1818,85,,,536.0,101.0,190.0,142.0,,,Prenzlauer Berg,2019-10-01,2019-12-31
1400,856,71,,,324.0,91.0,100.0,110.0,,,Moabit,2019-10-01,2019-12-31
2100,1489,64,1072.0,68.0,397.0,88.0,40.0,107.0,,,Schillerpark,2019-10-01,2019-12-31
1500,1879,69,1014.0,78.0,477.0,77.0,,,92.0,97.0,Urban,2019-10-01,2019-12-31
2500,1928,64,,,455.0,61.0,,,,,Wedding,2019-10-01,2019-12-31
2300,745,73,,,178.0,95.0,,,,,Hermsdorf,2019-10-01,2019-12-31
1204,299,81,,,,,,,,,Am Friedrichshain,2019-10-01,2019-12-31
1704,165,77,,,,,,,,,Scharnhorststraße,2019-10-01,2019-12-31
2320,328,99,,,,,,,,,Frohnau,2019-10-01,2019-12-31
2420,246,91,,,,,,,,,Tegelort,2019-10-01,2019-12-31
2630,440,84,,,,,,,,,Blankenfelde,2019-10-01,2019-12-31
1600,2590,79,,,404.0,78.0,156.0,92.0,,,Kreuzberg,2019-10-01,2019-12-31
3100,1777,82,791.0,72.0,386.0,75.0,55.0,129.0,135.0,100.0,Spandau-Nord,2019-10-01,2019-12-31
2604,784,94,,,,,,,,,Pankow Mitte,2019-10-01,2019-12-31
3110,705,88,,,,,,,,,Staaken,2019-10-01,2019-12-31
