wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
2600,1634,99,687.0,73.0,269.0,105.0,47.0,137.0,205.0,107.0,Pankow,2024-07-01,2024-09-30
2400,1153,65,725.0,69.0,296.0,91.0,72.0,116.0,,,Tegel,2024-07-01,2024-09-30
3304,723,116,,,,,,,,,Westend,2024-07-01,2024-09-30
3200,1978,68,556.0,86.0,413.0,79.0,53.0,100.0,,,Spandau-Süd,2024-07-01,2024-09-30
2720,506,83,,,,,,,,,Karow,2024-07-01,2024-09-30
3220,377,83,,,,,,,,,Kladow,2024-07-01,2024-09-30
2200,2063,65,,,357.0,106.0,74.0,132.0,260.0,105.0,Wittenau,2024-07-01,2024-09-30
2704,495,80,,,,,,,,,Buch,2024-07-01,2024-09-30
3404,593,99,,,,,,,,,Schmargendorf,2024-07-01,2024-09-30
3503,237,111,,,,,,,,,Budapester,2024-07-01,2024-09-30
3490,688,88,,,,,,,,,Friedenau,2024-07-01,2024-09-30
3500,1420,79,,,456.0,105.0,218.0,125.0,211.0,128.0,Ranke,2024-07-01,2024-09-30
3608,468,79,,,189.0,88.0,42.0,79.0,56.0,102.0,TXL,2024-07-01,2024-09-30
4100,1511,80,606.0,90.0,268.0,86.0,57.0,100.0,128.0,73.0,Zehlendorf,2024-07-01,2024-09-30
3390,142,63,,,,,,,,,Lietzow,2024-07-01,2024-09-30
3400,1831,80,743.0,78.0,515.0,103.0,,,,,Wilmersdorf,2024-07-01,2024-09-30
4500,749,71,,,99.0,110.0,,,,,Wannsee,2024-07-01,2024-09-30
4300,1529,62,697.0,75.0,433.0,88.0,121.0,123.0,475.0,91.0,Tempelhof,2024-07-01,2024-09-30
4400,1939,78,813.0,86.0,495.0,98.0,83.0,112.0,,,Schöneberg,2024-07-01,2024-09-30
4700,1359,87,707.0,81.0,342.0,113.0,36.0,126.0,,,Marienfelde,2024-07-01,2024-09-30
4600,1693,68,,,335.0,89.0,45.0,176.0,,,Lichterfelde,2024-07-01,2024-09-30
3690,1059,63,,,,,,,,,Siemensstadt/Charlottenburg Nord,2024-07-01,2024-09-30
4604,714,107,,,,,,,,,Lankwitz,2024-07-01,2024-09-30
3300,2083,74,959.0,58.0,912.0,91.0,123.0,99.0,453.0,86.0,Suarez,2024-07-01,2024-09-30
5210,719,95,,,,,,,,,Rudow,2024-07-01,2024-09-30
4710,760,70,,,,,,,,,Lichtenrade,2024-07-01,2024-09-30
3504,704,76,,,,,,,,,Tiergarten-Süd,2024-07-01,2024-09-30
5100,2490,73,857.0,69.0,577.0,89.0,143.0,96.0,,,Neukölln,2024-07-01,2024-09-30
4790,434,87,,,,,,,,,Marienfelde-Süd,2024-07-01,2024-09-30
5200,2088,70,716.0,63.0,574.0,84.0,31.0,146.0,,,Buckow,2024-07-01,2024-09-30
5404,536,113,,,,,,,,,Salvador-Allende,2024-07-01,2024-09-30
4200,1873,91,,,404.0,92.0,97.0,125.0,,,Steglitz,2024-07-01,2024-09-30
5304,711,94,,,,,,,,,Bohnsdorf,2024-07-01,2024-09-30
5390,300,73,,,,,,,,,Adlershof,2024-07-01,2024-09-30
6110,352,90,,,,,,,,,Marzahn,2024-07-01,2024-09-30
4390,870,73,20.0,97.0,,,,,,,Mariendorf,2024-07-01,2024-09-30
6204,657,80,,,,,,,,,Kaulsdorf,2024-07-01,2024-09-30
5300,2152,82,720.0,84.0,423.0,76.0,94.0,89.0,231.0,82.0,Treptow,2024-07-01,2024-09-30
6310,1082,99,,,,,,,,,Hohenschönhausen,2024-07-01,2024-09-30
5400,1678,75,629.0,85.0,389.0,82.0,64.0,103.0,,,Köpenick,2024-07-01,2024-09-30
6320,675,124,518.0,120.0,,,,,,,Falkenberg,2024-07-01,2024-09-30
5490,288,72,,,,,,,,,Rahnsdorf,2024-07-01,2024-09-30
6400,2601,79,787.0,99.0,510.0,103.0,93.0,126.0,,,Lichtenberg,2024-07-01,2024-09-30
6200,2216,85,653.0,97.0,347.0,105.0,42.0,102.0,,,Hellersdorf,2024-07-01,2024-09-30
6300,2148,79,683.0,74.0,494.0,96.0,110.0,107.0,,,Weißensee,2024-07-01,2024-09-30
6500,1020,97,,,65.0,88.0,,,,,Karlshorst,2024-07-01,2024-09-30
6490,670,79,,,,,,,,,Rummelsburg,2024-07-01,2024-09-30
6100,3296,110,653.0,102.0,665.0,101.0,141.0,125.0,274.0,128.0,Marzahn,2024-07-01,2024-09-30
6330,674,124,,,,,,,,,Wartenberg,2024-07-01,2024-09-30
5330,336,104,,,,,,,,,Altglienicke,2024-07-01,2024-09-30
5410,623,75,,,,,,,,,Friedrichshagen,2024-07-01,2024-09-30
