wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,1841,95,502.0,84.0,405.0,101.0,,,56.0,188.0,Feuer- und Lehrrettungswache Mitte,2020-10-01,2020-12-31
1700,1072,59,,,370.0,91.0,98.0,123.0,,,Tiergarten,2020-10-01,2020-12-31
1310,371,114,,,,,,,,,Schieritz/Prenzlauer Berg,2020-10-01,2020-12-31
1400,675,80,,,339.0,100.0,97.0,125.0,5.0,91.0,Moabit,2020-10-01,2020-12-31
1200,1774,63,909.0,71.0,411.0,81.0,94.0,87.0,448.0,53.0,Friedrichshain,2020-10-01,2020-12-31
2320,331,105,,,,,,,,,Frohnau,2020-10-01,2020-12-31
2100,1244,76,904.0,73.0,406.0,94.0,78.0,90.0,,,Schillerpark,2020-10-01,2020-12-31
1500,1676,75,824.0,82.0,484.0,90.0,,,91.0,79.0,Urban,2020-10-01,2020-12-31
1204,387,98,,,,,,,,,Am Friedrichshain,2020-10-01,2020-12-31
2500,1692,66,,,419.0,56.0,,,,,Wedding,2020-10-01,2020-12-31
1704,716,95,,,,,,,,,Scharnhorststraße,2020-10-01,2020-12-31
2420,238,89,,,,,,,,,Tegelort,2020-10-01,2020-12-31
1600,1840,80,,,378.0,100.0,140.0,134.0,8.0,64.0,Kreuzberg,2020-10-01,2020-12-31
1300,1582,95,,,502.0,107.0,202.0,129.0,,,Prenzlauer Berg,2020-10-01,2020-12-31
2630,403,97,,,,,,,,,Blankenfelde,2020-10-01,2020-12-31
3100,1270,73,638.0,79.0,384.0,71.0,73.0,119.0,156.0,95.0,Spandau-Nord,2020-10-01,2020-12-31
3110,599,92,,,,,,,,,Staaken,2020-10-01,2020-12-31
3104,413,72,,,,,,,,,Falkenhagener Feld,2020-10-01,2020-12-31
2300,596,68,,,193.0,94.0,,,,,Hermsdorf,2020-10-01,2020-12-31
2400,870,66,716.0,88.0,225.0,102.0,58.0,113.0,,,Tegel,2020-10-01,2020-12-31
2600,1026,96,726.0,67.0,276.0,101.0,33.0,123.0,202.0,77.0,Pankow,2020-10-01,2020-12-31
2720,636,97,,,,,,,,,Karow,2020-10-01,2020-12-31
3304,621,128,,,,,,,,,Westend,2020-10-01,2020-12-31
2704,378,89,,,,,,,,,Buch,2020-10-01,2020-12-31
2604,374,92,,,,,,,,,Pankow Mitte,2020-10-01,2020-12-31
3220,269,92,,,,,,,,,Kladow,2020-10-01,2020-12-31
3490,652,88,,,,,,,,,Friedenau,2020-10-01,2020-12-31
2200,1773,82,,,355.0,115.0,42.0,144.0,216.0,99.0,Wittenau,2020-10-01,2020-12-31
4100,984,84,665.0,99.0,205.0,92.0,41.0,126.0,124.0,69.0,Zehlendorf,2020-10-01,2020-12-31
3200,1596,82,543.0,86.0,369.0,92.0,43.0,123.0,5.0,122.0,Spandau-Süd,2020-10-01,2020-12-31
3390,497,101,,,,,,,,,Lietzow,2020-10-01,2020-12-31
3600,938,64,768.0,76.0,330.0,65.0,72.0,66.0,61.0,88.0,Charlottenburg-Nord,2020-10-01,2020-12-31
3400,1401,71,,,823.0,98.0,149.0,106.0,,,Wilmersdorf,2020-10-01,2020-12-31
4400,1532,74,880.0,77.0,348.0,85.0,84.0,122.0,,,Schöneberg,2020-10-01,2020-12-31
4700,958,90,681.0,92.0,317.0,119.0,37.0,148.0,,,Marienfelde,2020-10-01,2020-12-31
3404,533,104,,,,,,,,,Schmargendorf,2020-10-01,2020-12-31
4500,645,72,,,128.0,112.0,,,,,Wannsee,2020-10-01,2020-12-31
3690,511,53,,,,,,,,,Siemensstadt/Charlottenburg Nord,2020-10-01,2020-12-31
4600,1083,65,,,341.0,85.0,55.0,110.0,,,Lichterfelde,2020-10-01,2020-12-31
3300,1502,72,832.0,52.0,423.0,80.0,90.0,105.0,395.0,77.0,Suarez,2020-10-01,2020-12-31
4300,1120,66,789.0,87.0,366.0,97.0,76.0,121.0,465.0,88.0,Tempelhof,2020-10-01,2020-12-31
5210,579,92,,,,,,,,,Rudow,2020-10-01,2020-12-31
4710,681,76,,,,,,,,,Lichtenrade,2020-10-01,2020-12-31
3504,492,53,,,,,,,,,Tiergarten-Süd,2020-10-01,2020-12-31
5100,1794,86,752.0,68.0,487.0,105.0,149.0,115.0,,,Neukölln,2020-10-01,2020-12-31
4790,439,79,,,,,,,,,Marienfelde-Süd,2020-10-01,2020-12-31
4604,535,97,,,,,,,,,Lankwitz,2020-10-01,2020-12-31
5304,514,105,,,,,,,,,Bohnsdorf,2020-10-01,2020-12-31
5390,85,76,,,,,,,,,Adlershof,2020-10-01,2020-12-31
6110,183,106,,,,,,,,,Marzahn,2020-10-01,2020-12-31
4200,1365,82,,,301.0,83.0,67.0,107.0,,,Steglitz,2020-10-01,2020-12-31
4390,675,87,22.0,58.0,,,,,,,Mariendorf,2020-10-01,2020-12-31
6120,244,120,,,,,,,,,Biesdorf,2020-10-01,2020-12-31
5200,1407,66,715.0,51.0,468.0,91.0,40.0,135.0,,,Buckow,2020-10-01,2020-12-31
6204,417,104,,,,,,,,,Kaulsdorf,2020-10-01,2020-12-31
5300,1495,88,685.0,72.0,367.0,83.0,90.0,105.0,240.0,90.0,Treptow,2020-10-01,2020-12-31
6310,859,103,,,,,,,,,Hohenschönhausen,2020-10-01,2020-12-31
6320,427,124,,,,,,,,,Falkenberg,2020-10-01,2020-12-31
5400,983,107,701.0,97.0,352.0,86.0,53.0,113.0,,,Köpenick,2020-10-01,2020-12-31
5404,719,105,,,,,,,,,Salvador-Allende,2020-10-01,2020-12-31
6400,1594,83,892.0,89.0,339.0,108.0,96.0,120.0,,,Lichtenberg,2020-10-01,2020-12-31
6200,1670,79,721.0,85.0,276.0,111.0,55.0,153.0,,,Hellersdorf,2020-10-01,2020-12-31
6500,820,89,,,240.0,99.0,,,,,Karlshorst,2020-10-01,2020-12-31
6300,1641,78,869.0,73.0,365.0,101.0,111.0,109.0,,,Weißensee,2020-10-01,2020-12-31
5330,632,80,,,,,,,,,Altglienicke,2020-10-01,2020-12-31
5410,529,76,,,,,,,,,Friedrichshagen,2020-10-01,2020-12-31
6100,2841,118,456.0,90.0,538.0,93.0,124.0,139.0,285.0,116.0,Marzahn,2020-10-01,2020-12-31
6330,526,122,,,,,,,,,Wartenberg,2020-10-01,2020-12-31
5490,149,70,,,,,,,,,Rahnsdorf,2020-10-01,2020-12-31
6490,633,76,,,,,,,,,Rummelsburg,2020-10-01,2020-12-31
