wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3404,618,104,,,,,,,,,Schmargendorf,2023-01-01,2023-03-31
3503,167,115,,,,,,,,,Budapester,2023-01-01,2023-03-31
3490,715,83,,,,,,,,,Friedenau,2023-01-01,2023-03-31
3600,825,69,679.0,70.0,207.0,69.0,53.0,69.0,65.0,112.0,Charlottenburg-Nord,2023-01-01,2023-03-31
3608,129,90,67.0,74.0,21.0,80.0,,,12.0,123.0,TXL,2023-01-01,2023-03-31
4100,1109,84,704.0,87.0,270.0,99.0,47.0,94.0,124.0,80.0,Zehlendorf,2023-01-01,2023-03-31
3390,186,71,,,,,,,,,Lietzow,2023-01-01,2023-03-31
3400,1646,72,,,427.0,73.0,,,,,Wilmersdorf,2023-01-01,2023-03-31
4300,1369,64,884.0,73.0,319.0,80.0,60.0,112.0,430.0,83.0,Tempelhof,2023-01-01,2023-03-31
4500,737,67,,,106.0,97.0,,,,,Wannsee,2023-01-01,2023-03-31
4400,2001,71,1037.0,70.0,397.0,93.0,124.0,111.0,,,Schöneberg,2023-01-01,2023-03-31
4700,1176,90,734.0,79.0,310.0,106.0,40.0,135.0,,,Marienfelde,2023-01-01,2023-03-31
4600,1600,74,,,251.0,84.0,32.0,111.0,,,Lichterfelde,2023-01-01,2023-03-31
3690,675,56,76.0,88.0,,,,,,,Siemensstadt/Charlottenburg Nord,2023-01-01,2023-03-31
4604,715,90,,,,,,,,,Lankwitz,2023-01-01,2023-03-31
3300,2060,70,1013.0,56.0,767.0,84.0,110.0,86.0,442.0,85.0,Suarez,2023-01-01,2023-03-31
5210,669,63,,,,,,,,,Rudow,2023-01-01,2023-03-31
4710,814,78,,,,,,,,,Lichtenrade,2023-01-01,2023-03-31
3504,799,76,,,,,,,,,Tiergarten-Süd,2023-01-01,2023-03-31
5100,2554,75,880.0,69.0,574.0,90.0,144.0,111.0,,,Neukölln,2023-01-01,2023-03-31
5200,1917,70,813.0,52.0,451.0,106.0,24.0,127.0,,,Buckow,2023-01-01,2023-03-31
4790,553,92,,,,,,,,,Marienfelde-Süd,2023-01-01,2023-03-31
4200,1721,87,,,377.0,79.0,50.0,101.0,,,Steglitz,2023-01-01,2023-03-31
5404,653,121,,,,,,,,,Salvador-Allende,2023-01-01,2023-03-31
5304,574,120,,,,,,,,,Bohnsdorf,2023-01-01,2023-03-31
5390,313,64,,,,,,,,,Adlershof,2023-01-01,2023-03-31
6110,318,107,,,,,,,,,Marzahn,2023-01-01,2023-03-31
4390,997,78,229.0,86.0,,,,,,,Mariendorf,2023-01-01,2023-03-31
6120,443,136,,,,,,,,,Biesdorf,2023-01-01,2023-03-31
6204,590,73,,,,,,,,,Kaulsdorf,2023-01-01,2023-03-31
5300,1769,85,839.0,86.0,389.0,75.0,108.0,88.0,222.0,87.0,Treptow,2023-01-01,2023-03-31
6310,1071,98,,,,,,,,,Hohenschönhausen,2023-01-01,2023-03-31
5400,1433,72,705.0,78.0,351.0,90.0,48.0,111.0,,,Köpenick,2023-01-01,2023-03-31
6320,668,117,625.0,121.0,,,,,,,Falkenberg,2023-01-01,2023-03-31
5490,180,91,,,,,,,,,Rahnsdorf,2023-01-01,2023-03-31
6400,2251,85,946.0,102.0,462.0,107.0,117.0,126.0,,,Lichtenberg,2023-01-01,2023-03-31
6100,2788,107,774.0,99.0,461.0,92.0,106.0,134.0,272.0,125.0,Marzahn,2023-01-01,2023-03-31
6490,812,75,,,,,,,,,Rummelsburg,2023-01-01,2023-03-31
5410,574,82,,,,,,,,,Friedrichshagen,2023-01-01,2023-03-31
6300,1924,84,750.0,76.0,467.0,92.0,106.0,114.0,,,Weißensee,2023-01-01,2023-03-31
5330,707,113,,,,,,,,,Altglienicke,2023-01-01,2023-03-31
6200,1959,85,744.0,95.0,330.0,119.0,42.0,101.0,,,Hellersdorf,2023-01-01,2023-03-31
6330,679,106,,,,,,,,,Wartenberg,2023-01-01,2023-03-31
6500,1196,90,,,233.0,101.0,,,,,Karlshorst,2023-01-01,2023-03-31
