wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3160,81,293.0,72.0,457.0,98.0,,,47.0,105.0,Feuer- und Lehrrettungswache Mitte,2020-01-01,2020-03-31
1310,540,103,,,,,,,,,Schieritz/Prenzlauer Berg,2020-01-01,2020-03-31
1700,1405,65,,,340.0,101.0,111.0,119.0,,,Tiergarten,2020-01-01,2020-03-31
1200,1936,58,1044.0,67.0,396.0,75.0,122.0,96.0,419.0,54.0,Friedrichshain,2020-01-01,2020-03-31
1300,1773,90,,,460.0,110.0,178.0,143.0,,,Prenzlauer Berg,2020-01-01,2020-03-31
1400,893,69,,,312.0,90.0,116.0,124.0,,,Moabit,2020-01-01,2020-03-31
2100,1524,63,1029.0,65.0,404.0,87.0,67.0,97.0,,,Schillerpark,2020-01-01,2020-03-31
1500,1900,66,943.0,77.0,418.0,84.0,,,96.0,91.0,Urban,2020-01-01,2020-03-31
2320,346,93,,,,,,,,,Frohnau,2020-01-01,2020-03-31
2500,1953,60,,,425.0,64.0,,,,,Wedding,2020-01-01,2020-03-31
2300,656,75,,,135.0,100.0,,,,,Hermsdorf,2020-01-01,2020-03-31
1204,682,82,,,,,,,,,Am Friedrichshain,2020-01-01,2020-03-31
1704,141,76,,,,,,,,,Scharnhorststraße,2020-01-01,2020-03-31
2420,232,91,,,,,,,,,Tegelort,2020-01-01,2020-03-31
2630,473,79,,,,,,,,,Blankenfelde,2020-01-01,2020-03-31
1600,2425,78,,,365.0,81.0,149.0,105.0,6.0,42.0,Kreuzberg,2020-01-01,2020-03-31
3100,1808,85,773.0,73.0,384.0,82.0,66.0,121.0,150.0,97.0,Spandau-Nord,2020-01-01,2020-03-31
