wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3200,1675,91,678.0,103.0,310.0,108.0,49.0,151.0,5.0,91.0,Spandau-Süd,2019-01-01,2019-03-31
2720,473,83,,,,,,,,,Karow,2019-01-01,2019-03-31
2200,2278,101,,,347.0,138.0,45.0,161.0,181.0,102.0,Wittenau,2019-01-01,2019-03-31
2704,305,71,,,,,,,,,Buch,2019-01-01,2019-03-31
3500,1715,82,,,385.0,110.0,134.0,145.0,,,Ranke,2019-01-01,2019-03-31
3490,816,87,,,,,,,,,Friedenau,2019-01-01,2019-03-31
3600,1209,85,960.0,89.0,355.0,77.0,98.0,93.0,65.0,111.0,Charlottenburg-Nord,2019-01-01,2019-03-31
3100,1856,85,837.0,77.0,403.0,97.0,42.0,139.0,107.0,104.0,Spandau-Nord,2019-01-01,2019-03-31
3404,572,118,,,,,,,,,Schmargendorf,2019-01-01,2019-03-31
4100,1029,97,714.0,103.0,279.0,108.0,29.0,162.0,82.0,95.0,Zehlendorf,2019-01-01,2019-03-31
3390,499,99,,,,,,,,,Lietzow,2019-01-01,2019-03-31
3400,1707,75,,,420.0,85.0,,,,,Wilmersdorf,2019-01-01,2019-03-31
4500,541,72,,,108.0,122.0,,,,,Wannsee,2019-01-01,2019-03-31
4300,1229,65,983.0,96.0,383.0,126.0,96.0,149.0,406.0,99.0,Tempelhof,2019-01-01,2019-03-31
4400,1653,79,1038.0,88.0,277.0,90.0,125.0,131.0,,,Schöneberg,2019-01-01,2019-03-31
4700,911,108,933.0,93.0,341.0,117.0,32.0,159.0,,,Marienfelde,2019-01-01,2019-03-31
3110,655,85,,,,,,,,,Staaken,2019-01-01,2019-03-31
4600,1189,85,,,299.0,98.0,29.0,142.0,,,Lichterfelde,2019-01-01,2019-03-31
4604,538,84,,,,,,,,,Lankwitz,2019-01-01,2019-03-31
3300,1925,75,1117.0,72.0,436.0,110.0,35.0,128.0,356.0,85.0,Suarez,2019-01-01,2019-03-31
5210,708,95,,,,,,,,,Rudow,2019-01-01,2019-03-31
4710,839,91,,,,,,,,,Lichtenrade,2019-01-01,2019-03-31
3504,623,75,,,,,,,,,Tiergarten-Süd,2019-01-01,2019-03-31
4790,706,91,,,,,,,,,Marienfelde-Süd,2019-01-01,2019-03-31
3220,305,80,,,,,,,,,Kladow,2019-01-01,2019-03-31
5200,1932,84,930.0,69.0,457.0,109.0,41.0,156.0,,,Buckow,2019-01-01,2019-03-31
4200,1636,93,,,288.0,88.0,53.0,107.0,,,Steglitz,2019-01-01,2019-03-31
5304,500,104,,,,,,,,,Bohnsdorf,2019-01-01,2019-03-31
4390,1363,82,,,,,,,,,Mariendorf,2019-01-01,2019-03-31
3690,569,76,,,,,,,,,Siemensstadt/Charlottenburg Nord,2019-01-01,2019-03-31
5300,1642,100,874.0,84.0,327.0,92.0,74.0,132.0,172.0,93.0,Treptow,2019-01-01,2019-03-31
6310,1101,106,,,,,,,,,Hohenschönhausen,2019-01-01,2019-03-31
5400,1185,116,801.0,107.0,382.0,103.0,53.0,165.0,,,Köpenick,2019-01-01,2019-03-31
6320,712,110,,,,,,,,,Falkenberg,2019-01-01,2019-03-31
5404,816,109,,,,,,,,,Salvador-Allende,2019-01-01,2019-03-31
6200,1739,89,942.0,99.0,267.0,132.0,34.0,159.0,,,Hellersdorf,2019-01-01,2019-03-31
6500,731,89,,,203.0,87.0,,,,,Karlshorst,2019-01-01,2019-03-31
5330,753,67,,,,,,,,,Altglienicke,2019-01-01,2019-03-31
6330,707,116,,,,,,,,,Wartenberg,2019-01-01,2019-03-31
6100,2629,110,555.0,101.0,566.0,106.0,134.0,153.0,261.0,120.0,Marzahn,2019-01-01,2019-03-31
6490,759,73,,,,,,,,,Rummelsburg,2019-01-01,2019-03-31
5410,569,80,,,,,,,,,Friedrichshagen,2019-01-01,2019-03-31
5100,2393,92,961.0,88.0,461.0,108.0,147.0,128.0,5.0,137.0,Neukölln,2019-01-01,2019-03-31
6400,1828,96,1076.0,108.0,370.0,122.0,75.0,157.0,,,Lichtenberg,2019-01-01,2019-03-31
6110,291,103,,,,,,,,,Marzahn,2019-01-01,2019-03-31
6120,359,131,,,,,,,,,Biesdorf,2019-01-01,2019-03-31
6204,403,107,,,,,,,,,Kaulsdorf,2019-01-01,2019-03-31
6300,1519,89,1028.0,85.0,407.0,114.0,96.0,129.0,,,Weißensee,2019-01-01,2019-03-31
