wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2653,84,294.0,88.0,460.0,113.0,,,39.0,112.0,Feuer- und Lehrrettungswache Mitte,2019-01-01,2019-03-31
1310,373,98,,,,,,,,,Schieritz/Prenzlauer Berg,2019-01-01,2019-03-31
1200,2169,72,1110.0,70.0,442.0,85.0,111.0,99.0,399.0,56.0,Friedrichshain,2019-01-01,2019-03-31
1300,1744,113,,,539.0,129.0,228.0,158.0,,,Prenzlauer Berg,2019-01-01,2019-03-31
2100,1463,83,1094.0,92.0,360.0,113.0,79.0,137.0,5.0,105.0,Schillerpark,2019-01-01,2019-03-31
1400,829,83,,,350.0,114.0,82.0,130.0,,,Moabit,2019-01-01,2019-03-31
1500,1930,88,1052.0,97.0,467.0,95.0,,,92.0,98.0,Urban,2019-01-01,2019-03-31
2500,2100,82,,,507.0,76.0,,,,,Wedding,2019-01-01,2019-03-31
2300,667,75,,,141.0,94.0,,,,,Hermsdorf,2019-01-01,2019-03-31
2320,309,96,,,,,,,,,Frohnau,2019-01-01,2019-03-31
1700,1504,88,,,315.0,129.0,85.0,153.0,,,Tiergarten,2019-01-01,2019-03-31
2420,189,80,,,,,,,,,Tegelort,2019-01-01,2019-03-31
1204,569,86,,,,,,,,,Am Friedrichshain,2019-01-01,2019-03-31
1600,2568,90,,,409.0,99.0,158.0,114.0,,,Kreuzberg,2019-01-01,2019-03-31
2604,713,98,,,,,,,,,Pankow Mitte,2019-01-01,2019-03-31
3104,362,67,,,,,,,,,Falkenhagener Feld,2019-01-01,2019-03-31
2600,907,107,848.0,84.0,284.0,121.0,44.0,156.0,228.0,85.0,Pankow,2019-01-01,2019-03-31
3304,663,122,,,,,,,,,Westend,2019-01-01,2019-03-31
2400,1239,80,915.0,86.0,226.0,122.0,59.0,155.0,,,Tegel,2019-01-01,2019-03-31
2630,451,83,,,,,,,,,Blankenfelde,2019-01-01,2019-03-31
