wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
5400,1157,123,740.0,101.0,350.0,108.0,49.0,172.0,,,Köpenick,2018-10-01,2018-12-31
5404,705,102,,,,,,,,,Salvador-Allende,2018-10-01,2018-12-31
6200,1610,88,890.0,101.0,286.0,131.0,52.0,145.0,,,Hellersdorf,2018-10-01,2018-12-31
6500,756,87,,,273.0,81.0,,,,,Karlshorst,2018-10-01,2018-12-31
6300,1382,88,1017.0,89.0,484.0,107.0,111.0,125.0,6.0,163.0,Weißensee,2018-10-01,2018-12-31
5330,811,70,,,,,,,,,Altglienicke,2018-10-01,2018-12-31
6330,647,114,,,,,,,,,Wartenberg,2018-10-01,2018-12-31
6490,732,78,,,,,,,,,Rummelsburg,2018-10-01,2018-12-31
5410,624,83,,,,,,,,,Friedrichshagen,2018-10-01,2018-12-31
6100,2275,110,517.0,104.0,628.0,112.0,121.0,146.0,253.0,114.0,Marzahn,2018-10-01,2018-12-31
5300,1656,93,861.0,82.0,418.0,91.0,87.0,130.0,188.0,91.0,Treptow,2018-10-01,2018-12-31
6310,1074,108,,,,,,,,,Hohenschönhausen,2018-10-01,2018-12-31
6320,722,114,,,,,,,,,Falkenberg,2018-10-01,2018-12-31
6400,1857,104,1046.0,111.0,434.0,112.0,87.0,151.0,,,Lichtenberg,2018-10-01,2018-12-31
