wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2477,92,918.0,86.0,448.0,99.0,,,108.0,192.0,Feuer- und Lehrrettungswache Mitte,2021-04-01,2021-06-30
1700,1398,74,,,415.0,117.0,111.0,139.0,,,Tiergarten,2021-04-01,2021-06-30
1310,501,110,,,,,,,,,Schieritz/Prenzlauer Berg,2021-04-01,2021-06-30
1300,1752,93,,,548.0,109.0,189.0,133.0,9.0,77.0,Prenzlauer Berg,2021-04-01,2021-06-30
1400,726,69,,,410.0,80.0,110.0,124.0,,,Moabit,2021-04-01,2021-06-30
2320,395,103,,,,,,,,,Frohnau,2021-04-01,2021-06-30
2100,1371,72,940.0,72.0,510.0,101.0,92.0,100.0,,,Schillerpark,2021-04-01,2021-06-30
1200,1752,60,790.0,57.0,446.0,82.0,175.0,93.0,442.0,63.0,Friedrichshain,2021-04-01,2021-06-30
1500,2103,68,842.0,79.0,472.0,91.0,,,137.0,82.0,Urban,2021-04-01,2021-06-30
2500,1781,76,,,476.0,75.0,,,,,Wedding,2021-04-01,2021-06-30
2300,628,72,306.0,65.0,172.0,98.0,,,,,Hermsdorf,2021-04-01,2021-06-30
1704,743,95,,,,,,,,,Scharnhorststraße,2021-04-01,2021-06-30
1204,588,92,,,,,,,,,Am Friedrichshain,2021-04-01,2021-06-30
2420,203,89,,,,,,,,,Tegelort,2021-04-01,2021-06-30
1600,2289,80,420.0,52.0,428.0,101.0,142.0,132.0,,,Kreuzberg,2021-04-01,2021-06-30
2630,481,72,,,,,,,,,Blankenfelde,2021-04-01,2021-06-30
2604,611,97,,,,,,,,,Pankow Mitte,2021-04-01,2021-06-30
3103,22,71,,,,,,,,,Lynar,2021-04-01,2021-06-30
3100,1128,69,672.0,70.0,531.0,80.0,73.0,109.0,182.0,95.0,Spandau-Nord,2021-04-01,2021-06-30
3110,557,84,,,,,,,,,Staaken,2021-04-01,2021-06-30
3104,473,75,,,,,,,,,Falkenhagener Feld,2021-04-01,2021-06-30
2600,1115,94,695.0,67.0,303.0,107.0,57.0,149.0,273.0,74.0,Pankow,2021-04-01,2021-06-30
2400,1012,67,731.0,73.0,265.0,91.0,58.0,118.0,,,Tegel,2021-04-01,2021-06-30
3304,672,119,,,,,,,,,Westend,2021-04-01,2021-06-30
3200,1554,81,587.0,86.0,405.0,96.0,74.0,114.0,,,Spandau-Süd,2021-04-01,2021-06-30
