wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,1841,90,1047.0,96.0,526.0,96.0,,,49.0,131.0,Feuer- und Lehrrettungswache Mitte,2022-07-01,2022-09-30
1310,587,107,,,,,,,,,Schieritz/Prenzlauer Berg,2022-07-01,2022-09-30
1700,1275,76,,,491.0,108.0,119.0,127.0,,,Tiergarten,2022-07-01,2022-09-30
1200,2155,64,1002.0,57.0,569.0,85.0,129.0,84.0,506.0,59.0,Friedrichshain,2022-07-01,2022-09-30
1300,1974,97,,,674.0,109.0,214.0,141.0,6.0,135.0,Prenzlauer Berg,2022-07-01,2022-09-30
1400,794,62,,,479.0,90.0,134.0,114.0,,,Moabit,2022-07-01,2022-09-30
2320,540,111,,,,,,,,,Frohnau,2022-07-01,2022-09-30
2100,1425,69,1109.0,76.0,498.0,93.0,102.0,74.0,,,Schillerpark,2022-07-01,2022-09-30
1500,2578,65,1007.0,70.0,635.0,89.0,,,105.0,96.0,Urban,2022-07-01,2022-09-30
2500,2011,71,,,641.0,75.0,,,,,Wedding,2022-07-01,2022-09-30
2300,927,69,381.0,69.0,199.0,97.0,,,,,Hermsdorf,2022-07-01,2022-09-30
1204,667,94,,,,,,,,,Am Friedrichshain,2022-07-01,2022-09-30
1600,2577,84,460.0,73.0,396.0,105.0,190.0,126.0,,,Kreuzberg,2022-07-01,2022-09-30
1704,747,98,,,,,,,,,Scharnhorststraße,2022-07-01,2022-09-30
2420,364,96,,,,,,,,,Tegelort,2022-07-01,2022-09-30
2630,666,80,,,,,,,,,Blankenfelde,2022-07-01,2022-09-30
2604,486,77,,,,,,,,,Pankow Mitte,2022-07-01,2022-09-30
2640,750,120,,,,,,,,,Wilhelmsruh,2022-07-01,2022-09-30
3100,1101,71,760.0,74.0,590.0,89.0,68.0,99.0,157.0,98.0,Spandau-Nord,2022-07-01,2022-09-30
3103,348,85,,,,,,,,,Lynar,2022-07-01,2022-09-30
3110,731,95,,,,,,,,,Staaken,2022-07-01,2022-09-30
3104,659,83,,,,,,,,,Falkenhagener Feld,2022-07-01,2022-09-30
2600,1183,104,805.0,78.0,309.0,108.0,41.0,137.0,192.0,83.0,Pankow,2022-07-01,2022-09-30
2400,1041,65,802.0,66.0,340.0,100.0,54.0,109.0,,,Tegel,2022-07-01,2022-09-30
3304,825,120,,,,,,,,,Westend,2022-07-01,2022-09-30
3200,1586,76,703.0,89.0,466.0,90.0,82.0,108.0,,,Spandau-Süd,2022-07-01,2022-09-30
2720,555,84,,,,,,,,,Karow,2022-07-01,2022-09-30
3220,409,95,,,,,,,,,Kladow,2022-07-01,2022-09-30
2704,534,88,,,,,,,,,Buch,2022-07-01,2022-09-30
2200,1382,75,,,518.0,109.0,67.0,129.0,274.0,107.0,Wittenau,2022-07-01,2022-09-30
3500,587,81,,,262.0,97.0,64.0,129.0,15.0,75.0,Ranke,2022-07-01,2022-09-30
3503,392,108,,,,,,,,,Budapester,2022-07-01,2022-09-30
3490,722,84,,,,,,,,,Friedenau,2022-07-01,2022-09-30
3600,1176,66,944.0,68.0,397.0,65.0,84.0,71.0,84.0,99.0,Charlottenburg-Nord,2022-07-01,2022-09-30
3404,588,101,,,,,,,,,Schmargendorf,2022-07-01,2022-09-30
4100,1167,81,776.0,93.0,282.0,94.0,39.0,131.0,102.0,84.0,Zehlendorf,2022-07-01,2022-09-30
3390,322,92,,,,,,,,,Lietzow,2022-07-01,2022-09-30
3400,1706,78,,,720.0,97.0,82.0,115.0,,,Wilmersdorf,2022-07-01,2022-09-30
4500,783,70,,,159.0,106.0,,,,,Wannsee,2022-07-01,2022-09-30
4300,1116,58,875.0,81.0,414.0,86.0,85.0,125.0,407.0,92.0,Tempelhof,2022-07-01,2022-09-30
4400,1890,81,1115.0,79.0,559.0,75.0,150.0,112.0,7.0,80.0,Schöneberg,2022-07-01,2022-09-30
4700,1088,81,803.0,79.0,390.0,101.0,29.0,136.0,,,Marienfelde,2022-07-01,2022-09-30
