wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
4600,1567,67,,,316.0,84.0,53.0,108.0,,,Lichterfelde,2022-07-01,2022-09-30
3690,677,54,,,,,,,,,Siemensstadt/Charlottenburg Nord,2022-07-01,2022-09-30
4604,810,98,,,,,,,,,Lankwitz,2022-07-01,2022-09-30
3300,1906,68,1090.0,56.0,725.0,98.0,134.0,105.0,441.0,85.0,Suarez,2022-07-01,2022-09-30
5210,692,96,,,,,,,,,Rudow,2022-07-01,2022-09-30
4710,930,73,,,,,,,,,Lichtenrade,2022-07-01,2022-09-30
3504,747,76,,,,,,,,,Tiergarten-Süd,2022-07-01,2022-09-30
5100,2257,81,969.0,69.0,609.0,87.0,118.0,103.0,,,Neukölln,2022-07-01,2022-09-30
4790,513,92,,,,,,,,,Marienfelde-Süd,2022-07-01,2022-09-30
5200,1818,65,873.0,63.0,406.0,111.0,35.0,128.0,,,Buckow,2022-07-01,2022-09-30
4200,1717,82,,,438.0,73.0,55.0,120.0,,,Steglitz,2022-07-01,2022-09-30
5404,620,103,,,,,,,,,Salvador-Allende,2022-07-01,2022-09-30
5304,654,103,,,,,,,,,Bohnsdorf,2022-07-01,2022-09-30
5390,320,69,,,,,,,,,Adlershof,2022-07-01,2022-09-30
4390,1323,88,225.0,75.0,,,,,,,Mariendorf,2022-07-01,2022-09-30
6110,289,104,,,,,,,,,Marzahn,2022-07-01,2022-09-30
5300,1871,86,831.0,80.0,442.0,72.0,95.0,100.0,240.0,85.0,Treptow,2022-07-01,2022-09-30
6120,59,119,,,,,,,,,Biesdorf,2022-07-01,2022-09-30
6310,1038,104,,,,,,,,,Hohenschönhausen,2022-07-01,2022-09-30
5400,1546,73,770.0,80.0,395.0,81.0,63.0,129.0,,,Köpenick,2022-07-01,2022-09-30
6320,621,111,694.0,118.0,,,,,,,Falkenberg,2022-07-01,2022-09-30
6204,623,91,,,,,,,,,Kaulsdorf,2022-07-01,2022-09-30
5490,158,70,,,,,,,,,Rahnsdorf,2022-07-01,2022-09-30
6200,1954,84,780.0,87.0,350.0,113.0,59.0,131.0,,,Hellersdorf,2022-07-01,2022-09-30
6500,1064,87,,,290.0,90.0,,,,,Karlshorst,2022-07-01,2022-09-30
6400,2210,80,959.0,100.0,501.0,104.0,125.0,121.0,,,Lichtenberg,2022-07-01,2022-09-30
5330,775,84,,,,,,,,,Altglienicke,2022-07-01,2022-09-30
6330,659,111,,,,,,,,,Wartenberg,2022-07-01,2022-09-30
6100,3264,113,823.0,97.0,553.0,96.0,134.0,133.0,321.0,126.0,Marzahn,2022-07-01,2022-09-30
6490,731,66,,,,,,,,,Rummelsburg,2022-07-01,2022-09-30
5410,682,81,,,,,,,,,Friedrichshagen,2022-07-01,2022-09-30
6300,2000,81,826.0,70.0,484.0,89.0,105.0,124.0,7.0,142.0,Weißensee,2022-07-01,2022-09-30
