wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3110,564,91,,,,,,,,,Staaken,2021-01-01,2021-03-31
3104,391,69,,,,,,,,,Falkenhagener Feld,2021-01-01,2021-03-31
2600,1019,94,708.0,67.0,250.0,100.0,49.0,149.0,221.0,71.0,Pankow,2021-01-01,2021-03-31
2400,962,75,681.0,70.0,207.0,103.0,51.0,127.0,,,Tegel,2021-01-01,2021-03-31
3304,615,127,,,,,,,,,Westend,2021-01-01,2021-03-31
3200,1551,80,521.0,91.0,373.0,96.0,55.0,126.0,,,Spandau-Süd,2021-01-01,2021-03-31
2720,532,91,,,,,,,,,Karow,2021-01-01,2021-03-31
3220,295,96,,,,,,,,,Kladow,2021-01-01,2021-03-31
3503,56,102,,,,,,,,,Budapester,2021-01-01,2021-03-31
2704,370,89,,,,,,,,,Buch,2021-01-01,2021-03-31
2200,1996,86,,,297.0,123.0,40.0,156.0,239.0,102.0,Wittenau,2021-01-01,2021-03-31
3490,651,90,,,,,,,,,Friedenau,2021-01-01,2021-03-31
3600,1050,65,722.0,64.0,314.0,61.0,58.0,79.0,59.0,90.0,Charlottenburg-Nord,2021-01-01,2021-03-31
3404,585,110,,,,,,,,,Schmargendorf,2021-01-01,2021-03-31
4100,952,82,598.0,91.0,233.0,107.0,41.0,146.0,117.0,73.0,Zehlendorf,2021-01-01,2021-03-31
3390,525,99,,,,,,,,,Lietzow,2021-01-01,2021-03-31
3400,1315,72,,,652.0,102.0,136.0,102.0,6.0,96.0,Wilmersdorf,2021-01-01,2021-03-31
4500,587,67,,,103.0,103.0,,,,,Wannsee,2021-01-01,2021-03-31
4300,1117,66,825.0,79.0,359.0,98.0,79.0,140.0,456.0,87.0,Tempelhof,2021-01-01,2021-03-31
4400,1487,72,894.0,82.0,271.0,78.0,91.0,116.0,,,Schöneberg,2021-01-01,2021-03-31
4700,894,84,737.0,86.0,319.0,123.0,50.0,159.0,,,Marienfelde,2021-01-01,2021-03-31
4600,1162,67,,,281.0,89.0,36.0,93.0,,,Lichterfelde,2021-01-01,2021-03-31
3690,533,54,,,,,,,,,Siemensstadt/Charlottenburg Nord,2021-01-01,2021-03-31
4604,491,96,,,,,,,,,Lankwitz,2021-01-01,2021-03-31
3300,1581,71,828.0,52.0,574.0,78.0,107.0,112.0,370.0,88.0,Suarez,2021-01-01,2021-03-31
5210,586,90,,,,,,,,,Rudow,2021-01-01,2021-03-31
4710,670,75,,,,,,,,,Lichtenrade,2021-01-01,2021-03-31
3504,571,69,,,,,,,,,Tiergarten-Süd,2021-01-01,2021-03-31
5100,2022,82,734.0,61.0,444.0,105.0,126.0,116.0,,,Neukölln,2021-01-01,2021-03-31
4790,542,81,,,,,,,,,Marienfelde-Süd,2021-01-01,2021-03-31
5200,1506,67,722.0,55.0,359.0,94.0,33.0,107.0,,,Buckow,2021-01-01,2021-03-31
5404,643,117,,,,,,,,,Salvador-Allende,2021-01-01,2021-03-31
4200,1505,84,,,302.0,81.0,57.0,95.0,,,Steglitz,2021-01-01,2021-03-31
5304,445,105,,,,,,,,,Bohnsdorf,2021-01-01,2021-03-31
5390,144,82,,,,,,,,,Adlershof,2021-01-01,2021-03-31
6110,292,102,,,,,,,,,Marzahn,2021-01-01,2021-03-31
4390,1176,84,69.0,92.0,,,,,,,Mariendorf,2021-01-01,2021-03-31
6120,292,123,,,,,,,,,Biesdorf,2021-01-01,2021-03-31
6204,513,95,,,,,,,,,Kaulsdorf,2021-01-01,2021-03-31
5300,1769,86,691.0,79.0,318.0,79.0,93.0,97.0,215.0,87.0,Treptow,2021-01-01,2021-03-31
6310,982,102,,,,,,,,,Hohenschönhausen,2021-01-01,2021-03-31
5400,1006,105,617.0,92.0,357.0,88.0,76.0,143.0,,,Köpenick,2021-01-01,2021-03-31
6320,541,114,556.0,110.0,,,,,,,Falkenberg,2021-01-01,2021-03-31
6200,1680,74,590.0,90.0,265.0,118.0,43.0,141.0,,,Hellersdorf,2021-01-01,2021-03-31
5490,147,82,,,,,,,,,Rahnsdorf,2021-01-01,2021-03-31
6407,11,64,,,,,,,,,Sana Klinikum Lichtenberg,2021-01-01,2021-03-31
6400,1710,87,721.0,95.0,328.0,112.0,99.0,119.0,,,Lichtenberg,2021-01-01,2021-03-31
6490,627,72,,,,,,,,,Rummelsburg,2021-01-01,2021-03-31
6330,630,115,,,,,,,,,Wartenberg,2021-01-01,2021-03-31
6300,1605,84,648.0,74.0,382.0,98.0,90.0,114.0,,,Weißensee,2021-01-01,2021-03-31
5330,633,84,,,,,,,,,Altglienicke,2021-01-01,2021-03-31
6100,2791,112,805.0,108.0,523.0,92.0,141.0,125.0,290.0,114.0,Marzahn,2021-01-01,2021-03-31
6500,867,87,,,199.0,93.0,,,,,Karlshorst,2021-01-01,2021-03-31
5410,491,78,,,,,,,,,Friedrichshagen,2021-01-01,2021-03-31
