wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3200,1891,79,686.0,96.0,429.0,88.0,96.0,119.0,6.0,53.0,Spandau-Süd,2018-04-01,2018-06-30
2720,404,75,,,,,,,,,Karow,2018-04-01,2018-06-30
2200,1225,82,,,365.0,119.0,85.0,135.0,202.0,106.0,Wittenau,2018-04-01,2018-06-30
3500,1841,81,17.0,59.0,534.0,127.0,159.0,144.0,,,Ranke,2018-04-01,2018-06-30
3490,163,70,,,,,,,,,Friedenau,2018-04-01,2018-06-30
3600,1200,79,919.0,87.0,337.0,91.0,89.0,95.0,96.0,114.0,Charlottenburg-Nord,2018-04-01,2018-06-30
3100,1985,81,766.0,68.0,433.0,91.0,76.0,117.0,159.0,104.0,Spandau-Nord,2018-04-01,2018-06-30
3404,701,113,,,,,,,,,Schmargendorf,2018-04-01,2018-06-30
4100,1405,89,687.0,99.0,356.0,113.0,65.0,115.0,101.0,77.0,Zehlendorf,2018-04-01,2018-06-30
2704,387,66,,,,,,,,,Buch,2018-04-01,2018-06-30
2400,1325,85,853.0,87.0,286.0,108.0,74.0,123.0,,,Tegel,2018-04-01,2018-06-30
3390,15,83,,,,,,,,,Lietzow,2018-04-01,2018-06-30
3400,1783,80,,,478.0,87.0,,,,,Wilmersdorf,2018-04-01,2018-06-30
4500,540,70,,,168.0,105.0,,,,,Wannsee,2018-04-01,2018-06-30
4300,1408,62,908.0,95.0,421.0,107.0,107.0,120.0,448.0,93.0,Tempelhof,2018-04-01,2018-06-30
4400,2099,85,1096.0,88.0,387.0,97.0,137.0,113.0,,,Schöneberg,2018-04-01,2018-06-30
4700,1145,99,894.0,92.0,418.0,122.0,86.0,136.0,,,Marienfelde,2018-04-01,2018-06-30
3110,687,82,,,,,,,,,Staaken,2018-04-01,2018-06-30
4600,1091,90,,,369.0,101.0,27.0,131.0,,,Lichterfelde,2018-04-01,2018-06-30
4604,782,88,,,,,,,,,Lankwitz,2018-04-01,2018-06-30
3300,1858,71,1004.0,67.0,523.0,100.0,169.0,116.0,421.0,92.0,Suarez,2018-04-01,2018-06-30
5210,715,94,,,,,,,,,Rudow,2018-04-01,2018-06-30
4710,834,93,,,,,,,,,Lichtenrade,2018-04-01,2018-06-30
4790,535,83,,,,,,,,,Marienfelde-Süd,2018-04-01,2018-06-30
3220,312,81,,,,,,,,,Kladow,2018-04-01,2018-06-30
5200,1670,75,844.0,61.0,491.0,91.0,64.0,122.0,,,Buckow,2018-04-01,2018-06-30
4200,1699,81,,,296.0,83.0,61.0,100.0,,,Steglitz,2018-04-01,2018-06-30
5304,573,97,,,,,,,,,Bohnsdorf,2018-04-01,2018-06-30
3504,777,75,,,,,,,,,Tiergarten-Süd,2018-04-01,2018-06-30
4390,1178,79,,,,,,,,,Mariendorf,2018-04-01,2018-06-30
3690,613,64,,,,,,,,,Siemensstadt/Charlottenburg Nord,2018-04-01,2018-06-30
5300,1496,89,859.0,81.0,451.0,87.0,89.0,93.0,197.0,88.0,Treptow,2018-04-01,2018-06-30
6310,1188,102,,,,,,,,,Hohenschönhausen,2018-04-01,2018-06-30
5400,1637,109,759.0,100.0,455.0,97.0,79.0,129.0,,,Köpenick,2018-04-01,2018-06-30
6320,808,106,,,,,,,,,Falkenberg,2018-04-01,2018-06-30
5404,655,113,,,,,,,,,Salvador-Allende,2018-04-01,2018-06-30
6200,1820,86,854.0,94.0,284.0,121.0,92.0,114.0,,,Hellersdorf,2018-04-01,2018-06-30
6407,5,75,,,,,,,,,Sana Klinikum Lichtenberg,2018-04-01,2018-06-30
6500,838,93,,,263.0,85.0,,,,,Karlshorst,2018-04-01,2018-06-30
6400,1938,97,970.0,106.0,454.0,119.0,126.0,143.0,,,Lichtenberg,2018-04-01,2018-06-30
5330,861,60,,,,,,,,,Altglienicke,2018-04-01,2018-06-30
6490,790,71,,,,,,,,,Rummelsburg,2018-04-01,2018-06-30
6100,2060,104,451.0,96.0,678.0,117.0,132.0,127.0,253.0,115.0,Marzahn,2018-04-01,2018-06-30
5410,441,79,,,,,,,,,Friedrichshagen,2018-04-01,2018-06-30
6330,701,115,,,,,,,,,Wartenberg,2018-04-01,2018-06-30
5100,2864,91,946.0,86.0,686.0,108.0,179.0,124.0,,,Neukölln,2018-04-01,2018-06-30
6110,336,118,,,,,,,,,Marzahn,2018-04-01,2018-06-30
6120,320,121,,,,,,,,,Biesdorf,2018-04-01,2018-06-30
6204,574,100,,,,,,,,,Kaulsdorf,2018-04-01,2018-06-30
6300,1397,86,1034.0,93.0,553.0,102.0,95.0,131.0,,,Weißensee,2018-04-01,2018-06-30
