wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3541,79,359.0,79.0,276.0,119.0,,,36.0,113.0,Feuer- und Lehrrettungswache Mitte,2018-04-01,2018-06-30
1110,250,97,,,,,,,,,Mitte,2018-04-01,2018-06-30
1310,321,97,,,,,,,,,Schieritz/Prenzlauer Berg,2018-04-01,2018-06-30
1200,2533,74,1149.0,68.0,515.0,85.0,151.0,99.0,454.0,60.0,Friedrichshain,2018-04-01,2018-06-30
1300,2363,104,,,747.0,112.0,267.0,150.0,,,Prenzlauer Berg,2018-04-01,2018-06-30
1400,752,82,,,363.0,122.0,103.0,145.0,5.0,80.0,Moabit,2018-04-01,2018-06-30
2320,407,101,,,,,,,,,Frohnau,2018-04-01,2018-06-30
2100,1696,80,1098.0,83.0,507.0,116.0,129.0,117.0,,,Schillerpark,2018-04-01,2018-06-30
1500,2235,83,1082.0,93.0,630.0,95.0,,,94.0,100.0,Urban,2018-04-01,2018-06-30
2500,1839,79,,,609.0,66.0,,,,,Wedding,2018-04-01,2018-06-30
2300,783,73,,,201.0,83.0,,,,,Hermsdorf,2018-04-01,2018-06-30
1600,2598,85,,,486.0,90.0,177.0,99.0,,,Kreuzberg,2018-04-01,2018-06-30
2420,272,77,,,,,,,,,Tegelort,2018-04-01,2018-06-30
2640,790,112,,,,,,,,,Wilhelmsruh,2018-04-01,2018-06-30
2604,824,92,,,,,,,,,Pankow Mitte,2018-04-01,2018-06-30
1700,1118,74,,,418.0,116.0,137.0,139.0,,,Tiergarten,2018-04-01,2018-06-30
3104,523,77,,,,,,,,,Falkenhagener Feld,2018-04-01,2018-06-30
2600,826,95,784.0,81.0,266.0,110.0,42.0,143.0,230.0,88.0,Pankow,2018-04-01,2018-06-30
3304,494,113,,,,,,,,,Westend,2018-04-01,2018-06-30
2630,523,91,,,,,,,,,Blankenfelde,2018-04-01,2018-06-30
