wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,1336,85,816.0,96.0,560.0,87.0,,,14.0,134.0,Mitte,2025-10-01,2025-12-31
1110,405,79,,,,,,,,,Mitte,2025-10-01,2025-12-31
1200,1013,67,800.0,71.0,469.0,72.0,115.0,97.0,468.0,51.0,Friedrichshain,2025-10-01,2025-12-31
1204,520,80,,,,,,,,,Am Friedrichshain,2025-10-01,2025-12-31
1300,1023,100,,,548.0,99.0,189.0,123.0,,,Prenzlauer Berg,2025-10-01,2025-12-31
1310,541,114,,,,,,,,,Schieritz/Prenzlauer Berg,2025-10-01,2025-12-31
1400,603,76,,,422.0,67.0,190.0,96.0,,,Moabit,2025-10-01,2025-12-31
1500,1691,71,706.0,73.0,467.0,87.0,,,85.0,92.0,Urban,2025-10-01,2025-12-31
1600,1464,74,406.0,75.0,429.0,101.0,156.0,117.0,,,Kreuzberg,2025-10-01,2025-12-31
1700,841,63,,,402.0,69.0,125.0,101.0,,,Tiergarten,2025-10-01,2025-12-31
2100,1083,72,847.0,69.0,329.0,80.0,80.0,85.0,,,Schillerpark,2025-10-01,2025-12-31
2200,1208,76,,,450.0,111.0,63.0,130.0,253.0,106.0,Wittenau,2025-10-01,2025-12-31
2300,770,88,312.0,94.0,186.0,92.0,,,,,Hermsdorf,2025-10-01,2025-12-31
2320,213,84,,,,,,,,,Frohnau,2025-10-01,2025-12-31
2400,934,70,729.0,61.0,292.0,93.0,60.0,115.0,,,Tegel,2025-10-01,2025-12-31
2420,210,126,,,,,,,,,Tegelort,2025-10-01,2025-12-31
2500,1228,66,,,697.0,77.0,,,,,Wedding,2025-10-01,2025-12-31
2600,893,99,647.0,74.0,283.0,103.0,33.0,153.0,218.0,99.0,Pankow,2025-10-01,2025-12-31
2604,397,75,,,,,,,,,Pankow Mitte,2025-10-01,2025-12-31
2630,362,92,,,,,,,,,Blankenfelde,2025-10-01,2025-12-31
2640,367,108,,,,,,,,,Wilhelmsruh,2025-10-01,2025-12-31
2704,278,74,,,,,,,,,Buch,2025-10-01,2025-12-31
2720,348,86,,,,,,,,,Karow,2025-10-01,2025-12-31
3100,1051,75,651.0,72.0,493.0,79.0,54.0,107.0,153.0,92.0,Spandau-Nord,2025-10-01,2025-12-31
3103,237,86,,,,,,,,,Lynar,2025-10-01,2025-12-31
3104,313,72,,,,,,,,,Falkenhagener Feld,2025-10-01,2025-12-31
3110,424,87,,,,,,,,,Staaken,2025-10-01,2025-12-31
3200,1171,68,568.0,79.0,442.0,74.0,68.0,97.0,,,Spandau-Süd,2025-10-01,2025-12-31
3220,232,82,,,,,,,,,Kladow,2025-10-01,2025-12-31
3300,1178,74,901.0,59.0,874.0,88.0,104.0,130.0,431.0,86.0,Suarez,2025-10-01,2025-12-31
3304,451,115,,,,,,,,,Westend,2025-10-01,2025-12-31
3400,1040,72,764.0,89.0,522.0,93.0,,,,,Wilmersdorf,2025-10-01,2025-12-31
3404,409,115,,,,,,,,,Schmargendorf,2025-10-01,2025-12-31
3490,477,99,,,,,,,,,Friedenau,2025-10-01,2025-12-31
3500,988,76,,,508.0,107.0,147.0,128.0,156.0,103.0,Ranke,2025-10-01,2025-12-31
3503,154,105,,,,,,,,,Budapester,2025-10-01,2025-12-31
3504,358,69,,,,,,,,,Tiergarten-Süd,2025-10-01,2025-12-31
3608,245,82,,,173.0,82.0,35.0,104.0,43.0,117.0,TXL/Charlottenburg Nord,2025-10-01,2025-12-31
3690,498,62,57.0,71.0,,,,,,,Siemensstadt,2025-10-01,2025-12-31
4100,918,102,598.0,110.0,328.0,115.0,38.0,143.0,119.0,118.0,Zehlendorf,2025-10-01,2025-12-31
4200,992,91,,,416.0,78.0,52.0,105.0,,,Steglitz,2025-10-01,2025-12-31
4300,1017,64,665.0,77.0,409.0,80.0,99.0,95.0,434.0,97.0,Tempelhof,2025-10-01,2025-12-31
4390,633,72,93.0,114.0,,,,,,,Mariendorf,2025-10-01,2025-12-31
4400,1213,70,758.0,73.0,417.0,94.0,93.0,116.0,,,Schöneberg,2025-10-01,2025-12-31
4500,524,88,,,104.0,88.0,,,,,Wannsee,2025-10-01,2025-12-31
4600,882,71,,,288.0,84.0,43.0,108.0,,,Lichterfelde,2025-10-01,2025-12-31
4604,460,99,,,,,,,,,Lankwitz,2025-10-01,2025-12-31
4700,912,90,681.0,81.0,336.0,103.0,33.0,137.0,,,Marienfelde,2025-10-01,2025-12-31
4710,549,77,,,,,,,,,Lichtenrade,2025-10-01,2025-12-31
4790,298,76,,,,,,,,,Marienfelde-Süd,2025-10-01,2025-12-31
5100,1727,75,775.0,72.0,527.0,97.0,116.0,96.0,,,Neukölln,2025-10-01,2025-12-31
5200,1258,78,692.0,70.0,540.0,80.0,31.0,140.0,,,Buckow,2025-10-01,2025-12-31
5210,412,98,,,,,,,,,Rudow,2025-10-01,2025-12-31
5300,1172,76,697.0,81.0,451.0,74.0,68.0,82.0,195.0,81.0,Treptow,2025-10-01,2025-12-31
5304,360,96,,,,,,,,,Bohnsdorf,2025-10-01,2025-12-31
5330,282,98,,,,,,,,,Altglienicke,2025-10-01,2025-12-31
5390,235,76,,,,,,,,,Adlershof,2025-10-01,2025-12-31
5400,1107,92,603.0,102.0,378.0,102.0,48.0,120.0,,,Köpenick,2025-10-01,2025-12-31
5404,356,104,,,,,,,,,Salvador-Allende,2025-10-01,2025-12-31
5410,330,73,,,,,,,,,Friedrichshagen,2025-10-01,2025-12-31
5490,152,75,,,,,,,,,Rahnsdorf,2025-10-01,2025-12-31
6100,1791,99,644.0,90.0,717.0,94.0,171.0,98.0,264.0,126.0,Marzahn,2025-10-01,2025-12-31
6110,236,121,,,,,,,,,Marzahn,2025-10-01,2025-12-31
6120,117,115,,,,,,,,,Biesdorf,2025-10-01,2025-12-31
6200,1236,89,626.0,88.0,348.0,107.0,15.0,121.0,,,Hellersdorf,2025-10-01,2025-12-31
6204,437,104,,,,,,,,,Kaulsdorf,2025-10-01,2025-12-31
