wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2584.0,78.0,442.0,75.0,463.0,95.0,,,51.0,123.0,Feuer- und Lehrrettungswache Mitte,2020-07-01,2020-09-30
1310,603.0,95.0,,,,,,,,,Schieritz/Prenzlauer Berg,2020-07-01,2020-09-30
1200,1927.0,61.0,1021.0,71.0,453.0,82.0,112.0,85.0,454.0,53.0,Friedrichshain,2020-07-01,2020-09-30
1300,1814.0,89.0,,,538.0,96.0,208.0,130.0,,,Prenzlauer Berg,2020-07-01,2020-09-30
1400,607.0,68.0,,,414.0,90.0,151.0,119.0,,,Moabit,2020-07-01,2020-09-30
1700,1291.0,59.0,,,371.0,92.0,110.0,113.0,,,Tiergarten,2020-07-01,2020-09-30
2320,383.0,103.0,,,,,,,,,Frohnau,2020-07-01,2020-09-30
2100,1442.0,79.0,1014.0,74.0,424.0,77.0,93.0,84.0,,,Schillerpark,2020-07-01,2020-09-30
2300,669.0,70.0,,,212.0,100.0,,,,,Hermsdorf,2020-07-01,2020-09-30
1204,539.0,90.0,,,,,,,,,Am Friedrichshain,2020-07-01,2020-09-30
2420,302.0,82.0,,,,,,,,,Tegelort,2020-07-01,2020-09-30
1500,2211.0,63.0,984.0,75.0,499.0,85.0,,,121.0,85.0,Urban,2020-07-01,2020-09-30
2630,463.0,88.0,,,,,,,,,Blankenfelde,2020-07-01,2020-09-30
1600,2283.0,77.0,,,472.0,93.0,152.0,121.0,,,Kreuzberg,2020-07-01,2020-09-30
3100,1478.0,71.0,783.0,76.0,515.0,83.0,86.0,104.0,191.0,101.0,Spandau-Nord,2020-07-01,2020-09-30
2500,1919.0,62.0,,,510.0,54.0,,,,,Wedding,2020-07-01,2020-09-30
1704,636.0,86.0,,,,,,,,,Scharnhorststraße,2020-07-01,2020-09-30
2604,331.0,86.0,,,,,,,,,Pankow Mitte,2020-07-01,2020-09-30
3110,665.0,87.0,,,,,,,,,Staaken,2020-07-01,2020-09-30
3104,452.0,70.0,,,,,,,,,Falkenhagener Feld,2020-07-01,2020-09-30
2400,1058.0,66.0,853.0,83.0,255.0,93.0,71.0,113.0,,,Tegel,2020-07-01,2020-09-30
