wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1110,607,68,,,,,,,,,Mitte,2025-01-01,2025-03-31
1100,2469,93,921.0,94.0,518.0,93.0,,,22.0,114.0,Feuer- und Lehrrettungswache Mitte,2025-01-01,2025-03-31
1310,573,117,,,,,,,,,Schieritz/Prenzlauer Berg,2025-01-01,2025-03-31
1200,2347,75,821.0,69.0,418.0,102.0,132.0,94.0,452.0,56.0,Friedrichshain,2025-01-01,2025-03-31
1300,1895,102,,,474.0,115.0,181.0,132.0,,,Prenzlauer Berg,2025-01-01,2025-03-31
1400,893,68,,,381.0,90.0,123.0,110.0,,,Moabit,2025-01-01,2025-03-31
2100,1690,60,943.0,67.0,318.0,85.0,88.0,73.0,,,Schillerpark,2025-01-01,2025-03-31
1500,2620,73,804.0,82.0,470.0,92.0,,,91.0,87.0,Urban,2025-01-01,2025-03-31
2500,2457,70,,,787.0,79.0,,,,,Wedding,2025-01-01,2025-03-31
1204,743,94,,,,,,,,,Am Friedrichshain,2025-01-01,2025-03-31
1600,2681,78,451.0,68.0,445.0,104.0,155.0,124.0,,,Kreuzberg,2025-01-01,2025-03-31
2300,1002,91,341.0,94.0,155.0,84.0,,,,,Hermsdorf,2025-01-01,2025-03-31
1700,1368,88,,,398.0,117.0,131.0,150.0,,,Tiergarten,2025-01-01,2025-03-31
2420,406,126,,,,,,,,,Tegelort,2025-01-01,2025-03-31
2320,398,88,,,,,,,,,Frohnau,2025-01-01,2025-03-31
2630,591,93,,,,,,,,,Blankenfelde,2025-01-01,2025-03-31
2640,608,105,,,,,,,,,Wilhelmsruh,2025-01-01,2025-03-31
3100,1541,77,700.0,77.0,452.0,86.0,46.0,93.0,169.0,99.0,Spandau-Nord,2025-01-01,2025-03-31
2604,540,74,,,,,,,,,Pankow Mitte,2025-01-01,2025-03-31
3110,638,84,,,,,,,,,Staaken,2025-01-01,2025-03-31
3104,519,69,,,,,,,,,Falkenhagener Feld,2025-01-01,2025-03-31
2600,1508,98,703.0,74.0,286.0,113.0,39.0,134.0,188.0,98.0,Pankow,2025-01-01,2025-03-31
3304,688,117,,,,,,,,,Westend,2025-01-01,2025-03-31
3103,302,94,,,,,,,,,Lynar,2025-01-01,2025-03-31
2400,1255,64,760.0,63.0,260.0,93.0,55.0,108.0,,,Tegel,2025-01-01,2025-03-31
3220,393,83,,,,,,,,,Kladow,2025-01-01,2025-03-31
2704,517,82,,,,,,,,,Buch,2025-01-01,2025-03-31
