wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3200,1759,74,732.0,101.0,407.0,100.0,80.0,122.0,6.0,91.0,Spandau-Süd,2018-01-01,2018-03-31
2200,1546,96,,,355.0,126.0,127.0,151.0,227.0,103.0,Wittenau,2018-01-01,2018-03-31
2704,420,74,,,,,,,,,Buch,2018-01-01,2018-03-31
3220,308,86,,,,,,,,,Kladow,2018-01-01,2018-03-31
2720,448,87,,,,,,,,,Karow,2018-01-01,2018-03-31
3404,716,115,,,,,,,,,Schmargendorf,2018-01-01,2018-03-31
4100,1356,95,751.0,100.0,411.0,109.0,82.0,119.0,123.0,91.0,Zehlendorf,2018-01-01,2018-03-31
3500,1897,87,,,527.0,136.0,153.0,157.0,,,Ranke,2018-01-01,2018-03-31
2400,1352,79,921.0,86.0,291.0,109.0,88.0,119.0,,,Tegel,2018-01-01,2018-03-31
3400,1868,75,,,448.0,91.0,,,,,Wilmersdorf,2018-01-01,2018-03-31
4500,561,68,,,138.0,103.0,,,,,Wannsee,2018-01-01,2018-03-31
4300,1413,59,948.0,95.0,389.0,104.0,118.0,113.0,453.0,86.0,Tempelhof,2018-01-01,2018-03-31
4400,2127,81,1061.0,78.0,480.0,71.0,178.0,112.0,,,Schöneberg,2018-01-01,2018-03-31
4700,1069,100,891.0,95.0,459.0,119.0,93.0,135.0,,,Marienfelde,2018-01-01,2018-03-31
4600,1331,92,,,380.0,107.0,50.0,119.0,,,Lichterfelde,2018-01-01,2018-03-31
3690,593,60,,,,,,,,,Siemensstadt/Charlottenburg Nord,2018-01-01,2018-03-31
3600,1158,70,927.0,90.0,333.0,88.0,83.0,100.0,74.0,104.0,Charlottenburg-Nord,2018-01-01,2018-03-31
4604,774,90,,,,,,,,,Lankwitz,2018-01-01,2018-03-31
3300,2084,70,1068.0,64.0,528.0,100.0,154.0,122.0,395.0,85.0,Suarez,2018-01-01,2018-03-31
5210,811,92,,,,,,,,,Rudow,2018-01-01,2018-03-31
4710,975,91,,,,,,,,,Lichtenrade,2018-01-01,2018-03-31
3504,770,78,,,,,,,,,Tiergarten-Süd,2018-01-01,2018-03-31
4790,538,77,,,,,,,,,Marienfelde-Süd,2018-01-01,2018-03-31
5200,1781,78,911.0,65.0,521.0,91.0,94.0,146.0,,,Buckow,2018-01-01,2018-03-31
4200,1724,90,,,230.0,93.0,125.0,101.0,,,Steglitz,2018-01-01,2018-03-31
5304,535,100,,,,,,,,,Bohnsdorf,2018-01-01,2018-03-31
5100,2703,89,901.0,92.0,680.0,103.0,150.0,119.0,,,Neukölln,2018-01-01,2018-03-31
6110,319,123,,,,,,,,,Marzahn,2018-01-01,2018-03-31
4390,1290,79,,,,,,,,,Mariendorf,2018-01-01,2018-03-31
6120,700,123,,,,,,,,,Biesdorf,2018-01-01,2018-03-31
6204,597,105,,,,,,,,,Kaulsdorf,2018-01-01,2018-03-31
5300,1696,88,889.0,75.0,512.0,82.0,86.0,92.0,192.0,82.0,Treptow,2018-01-01,2018-03-31
6310,1543,107,,,,,,,,,Hohenschönhausen,2018-01-01,2018-03-31
5400,1740,126,868.0,105.0,456.0,111.0,62.0,149.0,,,Köpenick,2018-01-01,2018-03-31
6320,866,111,,,,,,,,,Falkenberg,2018-01-01,2018-03-31
6200,2023,87,940.0,93.0,313.0,126.0,119.0,128.0,,,Hellersdorf,2018-01-01,2018-03-31
5404,744,124,,,,,,,,,Salvador-Allende,2018-01-01,2018-03-31
6500,694,94,,,303.0,98.0,,,,,Karlshorst,2018-01-01,2018-03-31
5330,912,61,,,,,,,,,Altglienicke,2018-01-01,2018-03-31
6300,1642,85,1081.0,95.0,561.0,110.0,106.0,129.0,6.0,72.0,Weißensee,2018-01-01,2018-03-31
6100,1974,98,483.0,102.0,690.0,107.0,120.0,125.0,261.0,113.0,Marzahn,2018-01-01,2018-03-31
6330,245,127,,,,,,,,,Wartenberg,2018-01-01,2018-03-31
6400,2134,98,1001.0,102.0,445.0,119.0,124.0,136.0,,,Lichtenberg,2018-01-01,2018-03-31
6490,954,78,,,,,,,,,Rummelsburg,2018-01-01,2018-03-31
5410,563,76,,,,,,,,,Friedrichshagen,2018-01-01,2018-03-31
