wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2743,81,978.0,84.0,489.0,87.0,,,57.0,115.0,Feuer- und Lehrrettungswache Mitte,2024-04-01,2024-06-30
1110,677,66,,,,,,,,,Mitte,2024-04-01,2024-06-30
1310,633,117,,,,,,,,,Schieritz/Prenzlauer Berg,2024-04-01,2024-06-30
1400,777,61,,,392.0,88.0,154.0,126.0,,,Moabit,2024-04-01,2024-06-30
1200,2173,67,915.0,73.0,420.0,86.0,143.0,86.0,445.0,58.0,Friedrichshain,2024-04-01,2024-06-30
1300,1985,94,,,509.0,109.0,147.0,137.0,,,Prenzlauer Berg,2024-04-01,2024-06-30
2320,381,94,,,,,,,,,Frohnau,2024-04-01,2024-06-30
2100,1640,62,945.0,66.0,303.0,80.0,83.0,77.0,,,Schillerpark,2024-04-01,2024-06-30
1500,2616,69,867.0,76.0,516.0,101.0,,,106.0,79.0,Urban,2024-04-01,2024-06-30
2500,2328,76,,,771.0,78.0,,,,,Wedding,2024-04-01,2024-06-30
2300,950,67,296.0,69.0,193.0,73.0,,,,,Hermsdorf,2024-04-01,2024-06-30
1204,657,85,,,,,,,,,Am Friedrichshain,2024-04-01,2024-06-30
1600,2917,87,491.0,72.0,388.0,99.0,187.0,125.0,,,Kreuzberg,2024-04-01,2024-06-30
1700,1425,77,,,343.0,104.0,145.0,124.0,,,Tiergarten,2024-04-01,2024-06-30
2420,401,118,,,,,,,,,Tegelort,2024-04-01,2024-06-30
2630,595,77,,,,,,,,,Blankenfelde,2024-04-01,2024-06-30
2604,522,69,,,,,,,,,Pankow Mitte,2024-04-01,2024-06-30
2640,668,103,,,,,,,,,Wilhelmsruh,2024-04-01,2024-06-30
3100,1337,69,691.0,75.0,432.0,75.0,75.0,98.0,163.0,104.0,Spandau-Nord,2024-04-01,2024-06-30
3103,314,84,,,,,,,,,Lynar,2024-04-01,2024-06-30
3110,720,88,,,,,,,,,Staaken,2024-04-01,2024-06-30
3104,475,101,,,,,,,,,Falkenhagener Feld,2024-04-01,2024-06-30
2600,1392,87,653.0,67.0,260.0,108.0,40.0,140.0,214.0,103.0,Pankow,2024-04-01,2024-06-30
2400,1124,63,724.0,70.0,293.0,87.0,54.0,109.0,,,Tegel,2024-04-01,2024-06-30
3304,681,115,,,,,,,,,Westend,2024-04-01,2024-06-30
3200,1925,74,579.0,89.0,481.0,79.0,64.0,110.0,,,Spandau-Süd,2024-04-01,2024-06-30
2720,496,87,,,,,,,,,Karow,2024-04-01,2024-06-30
2200,1937,64,,,387.0,104.0,65.0,150.0,222.0,103.0,Wittenau,2024-04-01,2024-06-30
3220,367,88,,,,,,,,,Kladow,2024-04-01,2024-06-30
2704,483,82,,,,,,,,,Buch,2024-04-01,2024-06-30
3404,529,85,,,,,,,,,Schmargendorf,2024-04-01,2024-06-30
3500,1468,80,,,457.0,100.0,159.0,120.0,101.0,104.0,Ranke,2024-04-01,2024-06-30
3503,220,105,,,,,,,,,Budapester,2024-04-01,2024-06-30
3490,659,90,,,,,,,,,Friedenau,2024-04-01,2024-06-30
3608,364,86,,,196.0,79.0,49.0,81.0,58.0,113.0,TXL,2024-04-01,2024-06-30
4100,1475,78,570.0,86.0,284.0,88.0,44.0,104.0,134.0,81.0,Zehlendorf,2024-04-01,2024-06-30
3390,231,69,,,,,,,,,Lietzow,2024-04-01,2024-06-30
3400,1823,79,788.0,81.0,516.0,99.0,,,,,Wilmersdorf,2024-04-01,2024-06-30
4500,747,69,,,102.0,97.0,,,,,Wannsee,2024-04-01,2024-06-30
4300,1484,59,791.0,79.0,414.0,77.0,89.0,112.0,438.0,83.0,Tempelhof,2024-04-01,2024-06-30
4400,1950,75,814.0,76.0,448.0,102.0,107.0,112.0,,,Schöneberg,2024-04-01,2024-06-30
4700,1275,84,730.0,78.0,324.0,107.0,37.0,134.0,,,Marienfelde,2024-04-01,2024-06-30
4600,1735,65,,,316.0,84.0,54.0,170.0,,,Lichterfelde,2024-04-01,2024-06-30
3690,1087,59,13.0,120.0,,,,,,,Siemensstadt/Charlottenburg Nord,2024-04-01,2024-06-30
4604,574,92,,,,,,,,,Lankwitz,2024-04-01,2024-06-30
3300,2288,77,1022.0,58.0,870.0,89.0,133.0,104.0,414.0,85.0,Suarez,2024-04-01,2024-06-30
5210,675,92,,,,,,,,,Rudow,2024-04-01,2024-06-30
4710,780,73,,,,,,,,,Lichtenrade,2024-04-01,2024-06-30
3504,688,78,,,,,,,,,Tiergarten-Süd,2024-04-01,2024-06-30
5100,2513,75,876.0,68.0,522.0,92.0,131.0,88.0,6.0,97.0,Neukölln,2024-04-01,2024-06-30
4790,555,84,,,,,,,,,Marienfelde-Süd,2024-04-01,2024-06-30
5200,2055,73,724.0,64.0,555.0,86.0,32.0,134.0,,,Buckow,2024-04-01,2024-06-30
4200,1719,81,,,404.0,74.0,75.0,84.0,,,Steglitz,2024-04-01,2024-06-30
5404,533,112,,,,,,,,,Salvador-Allende,2024-04-01,2024-06-30
5304,636,95,,,,,,,,,Bohnsdorf,2024-04-01,2024-06-30
5390,321,68,,,,,,,,,Adlershof,2024-04-01,2024-06-30
4390,856,77,107.0,77.0,,,,,,,Mariendorf,2024-04-01,2024-06-30
6110,334,88,,,,,,,,,Marzahn,2024-04-01,2024-06-30
6204,634,89,,,,,,,,,Kaulsdorf,2024-04-01,2024-06-30
5300,2153,80,728.0,80.0,457.0,68.0,96.0,75.0,235.0,85.0,Treptow,2024-04-01,2024-06-30
6310,1081,94,,,,,,,,,Hohenschönhausen,2024-04-01,2024-06-30
5400,1667,70,607.0,81.0,409.0,76.0,74.0,106.0,5.0,58.0,Köpenick,2024-04-01,2024-06-30
6320,630,117,546.0,119.0,,,,,,,Falkenberg,2024-04-01,2024-06-30
6200,2193,83,639.0,97.0,387.0,113.0,47.0,107.0,,,Hellersdorf,2024-04-01,2024-06-30
5490,307,70,,,,,,,,,Rahnsdorf,2024-04-01,2024-06-30
6400,2560,78,840.0,103.0,463.0,96.0,100.0,119.0,,,Lichtenberg,2024-04-01,2024-06-30
5330,470,101,,,,,,,,,Altglienicke,2024-04-01,2024-06-30
6300,2028,81,665.0,73.0,447.0,83.0,101.0,101.0,7.0,86.0,Weißensee,2024-04-01,2024-06-30
6500,1126,93,,,239.0,90.0,,,,,Karlshorst,2024-04-01,2024-06-30
6100,3142,112,707.0,92.0,472.0,94.0,121.0,124.0,273.0,121.0,Marzahn,2024-04-01,2024-06-30
6490,769,73,,,,,,,,,Rummelsburg,2024-04-01,2024-06-30
6330,623,117,,,,,,,,,Wartenberg,2024-04-01,2024-06-30
5410,635,71,,,,,,,,,Friedrichshagen,2024-04-01,2024-06-30
