wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3026,77,308.0,68.0,572.0,99.0,,,53.0,108.0,Feuer- und Lehrrettungswache Mitte,2019-07-01,2019-09-30
1310,509,99,,,,,,,,,Schieritz/Prenzlauer Berg,2019-07-01,2019-09-30
1300,1693,91,,,586.0,111.0,253.0,151.0,5.0,57.0,Prenzlauer Berg,2019-07-01,2019-09-30
1200,2270,69,1159.0,73.0,457.0,89.0,151.0,93.0,442.0,53.0,Friedrichshain,2019-07-01,2019-09-30
1400,708,77,,,367.0,101.0,94.0,118.0,,,Moabit,2019-07-01,2019-09-30
2100,1573,79,1102.0,82.0,390.0,104.0,78.0,107.0,,,Schillerpark,2019-07-01,2019-09-30
2320,289,91,,,,,,,,,Frohnau,2019-07-01,2019-09-30
1500,1947,72,1020.0,82.0,542.0,88.0,,,85.0,98.0,Urban,2019-07-01,2019-09-30
2500,2009,71,,,535.0,63.0,,,,,Wedding,2019-07-01,2019-09-30
2300,683,67,,,181.0,88.0,,,,,Hermsdorf,2019-07-01,2019-09-30
1700,1349,75,,,358.0,105.0,104.0,123.0,,,Tiergarten,2019-07-01,2019-09-30
2420,259,80,,,,,,,,,Tegelort,2019-07-01,2019-09-30
1204,436,76,,,,,,,,,Am Friedrichshain,2019-07-01,2019-09-30
1600,2523,80,,,459.0,85.0,162.0,104.0,6.0,105.0,Kreuzberg,2019-07-01,2019-09-30
2604,794,94,,,,,,,,,Pankow Mitte,2019-07-01,2019-09-30
2630,478,82,,,,,,,,,Blankenfelde,2019-07-01,2019-09-30
3104,386,60,,,,,,,,,Falkenhagener Feld,2019-07-01,2019-09-30
2600,771,95,817.0,71.0,300.0,107.0,41.0,144.0,243.0,73.0,Pankow,2019-07-01,2019-09-30
3100,1922,84,788.0,78.0,433.0,88.0,73.0,122.0,168.0,110.0,Spandau-Nord,2019-07-01,2019-09-30
2400,1327,84,887.0,89.0,251.0,114.0,58.0,135.0,,,Tegel,2019-07-01,2019-09-30
3304,769,117,,,,,,,,,Westend,2019-07-01,2019-09-30
3200,1822,88,644.0,97.0,390.0,96.0,63.0,143.0,,,Spandau-Süd,2019-07-01,2019-09-30
2720,481,92,,,,,,,,,Karow,2019-07-01,2019-09-30
3110,646,80,,,,,,,,,Staaken,2019-07-01,2019-09-30
2200,2042,90,,,302.0,125.0,56.0,156.0,205.0,99.0,Wittenau,2019-07-01,2019-09-30
2704,442,77,,,,,,,,,Buch,2019-07-01,2019-09-30
3500,1976,79,,,503.0,106.0,163.0,142.0,,,Ranke,2019-07-01,2019-09-30
3490,759,82,,,,,,,,,Friedenau,2019-07-01,2019-09-30
3220,289,87,,,,,,,,,Kladow,2019-07-01,2019-09-30
3600,1265,70,887.0,78.0,420.0,76.0,151.0,77.0,71.0,135.0,Charlottenburg-Nord,2019-07-01,2019-09-30
3404,406,117,,,,,,,,,Schmargendorf,2019-07-01,2019-09-30
