wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2521,78,995.0,87.0,412.0,96.0,,,58.0,115.0,Feuer- und Lehrrettungswache Mitte,2023-04-01,2023-06-30
1110,531,65,,,,,,,,,Mitte,2023-04-01,2023-06-30
1310,612,111,,,,,,,,,Schieritz/Prenzlauer Berg,2023-04-01,2023-06-30
1200,2173,65,993.0,71.0,459.0,89.0,120.0,92.0,497.0,58.0,Friedrichshain,2023-04-01,2023-06-30
1400,822,63,,,393.0,93.0,146.0,118.0,,,Moabit,2023-04-01,2023-06-30
1300,1875,98,,,654.0,112.0,203.0,139.0,,,Prenzlauer Berg,2023-04-01,2023-06-30
2202,102,55,,,,,,,,,Schönholz,2023-04-01,2023-06-30
2100,1407,63,1000.0,71.0,335.0,87.0,103.0,82.0,,,Schillerpark,2023-04-01,2023-06-30
2320,418,110,,,,,,,,,Frohnau,2023-04-01,2023-06-30
1500,2641,71,936.0,74.0,541.0,92.0,,,128.0,80.0,Urban,2023-04-01,2023-06-30
2500,2339,73,,,832.0,74.0,,,,,Wedding,2023-04-01,2023-06-30
2300,966,71,340.0,65.0,191.0,81.0,,,,,Hermsdorf,2023-04-01,2023-06-30
1204,354,88,,,,,,,,,Am Friedrichshain,2023-04-01,2023-06-30
1600,2803,89,448.0,67.0,406.0,105.0,159.0,128.0,,,Kreuzberg,2023-04-01,2023-06-30
1700,1275,76,,,357.0,95.0,144.0,125.0,,,Tiergarten,2023-04-01,2023-06-30
2420,330,84,,,,,,,,,Tegelort,2023-04-01,2023-06-30
2630,596,74,,,,,,,,,Blankenfelde,2023-04-01,2023-06-30
2604,374,63,,,,,,,,,Pankow Mitte,2023-04-01,2023-06-30
2640,725,101,,,,,,,,,Wilhelmsruh,2023-04-01,2023-06-30
3100,1182,69,712.0,74.0,421.0,96.0,73.0,109.0,150.0,88.0,Spandau-Nord,2023-04-01,2023-06-30
3103,338,91,,,,,,,,,Lynar,2023-04-01,2023-06-30
3110,783,92,,,,,,,,,Staaken,2023-04-01,2023-06-30
3104,531,75,,,,,,,,,Falkenhagener Feld,2023-04-01,2023-06-30
2600,1401,90,760.0,70.0,280.0,102.0,54.0,130.0,213.0,92.0,Pankow,2023-04-01,2023-06-30
2400,1005,67,794.0,66.0,247.0,99.0,65.0,109.0,,,Tegel,2023-04-01,2023-06-30
3304,774,120,,,,,,,,,Westend,2023-04-01,2023-06-30
3200,1697,73,670.0,92.0,446.0,95.0,70.0,129.0,,,Spandau-Süd,2023-04-01,2023-06-30
2720,474,82,,,,,,,,,Karow,2023-04-01,2023-06-30
2200,1864,63,,,400.0,108.0,81.0,141.0,271.0,105.0,Wittenau,2023-04-01,2023-06-30
3220,361,88,,,,,,,,,Kladow,2023-04-01,2023-06-30
2704,463,85,,,,,,,,,Buch,2023-04-01,2023-06-30
3404,622,101,,,,,,,,,Schmargendorf,2023-04-01,2023-06-30
3503,134,100,,,,,,,,,Budapester,2023-04-01,2023-06-30
3490,682,81,,,,,,,,,Friedenau,2023-04-01,2023-06-30
3500,1374,78,,,489.0,103.0,151.0,126.0,8.0,64.0,Ranke,2023-04-01,2023-06-30
3608,448,94,170.0,83.0,102.0,103.0,16.0,122.0,56.0,126.0,TXL,2023-04-01,2023-06-30
4100,1266,83,666.0,87.0,271.0,97.0,45.0,109.0,125.0,79.0,Zehlendorf,2023-04-01,2023-06-30
3390,206,70,,,,,,,,,Lietzow,2023-04-01,2023-06-30
3400,1653,76,210.0,63.0,476.0,79.0,,,,,Wilmersdorf,2023-04-01,2023-06-30
4500,721,72,,,98.0,106.0,,,,,Wannsee,2023-04-01,2023-06-30
4300,1372,63,886.0,74.0,455.0,84.0,121.0,122.0,448.0,84.0,Tempelhof,2023-04-01,2023-06-30
4400,1971,75,973.0,74.0,444.0,99.0,120.0,122.0,,,Schöneberg,2023-04-01,2023-06-30
