wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3437,79,477.0,85.0,528.0,100.0,,,45.0,129.0,Feuer- und Lehrrettungswache Mitte,2019-04-01,2019-06-30
1310,531,95,,,,,,,,,Schieritz/Prenzlauer Berg,2019-04-01,2019-06-30
1200,2353,71,1163.0,74.0,487.0,85.0,159.0,89.0,446.0,57.0,Friedrichshain,2019-04-01,2019-06-30
1300,1678,106,,,576.0,119.0,83.0,167.0,,,Prenzlauer Berg,2019-04-01,2019-06-30
1400,774,85,,,358.0,107.0,87.0,116.0,,,Moabit,2019-04-01,2019-06-30
1700,1388,81,,,318.0,108.0,92.0,149.0,,,Tiergarten,2019-04-01,2019-06-30
2320,306,95,,,,,,,,,Frohnau,2019-04-01,2019-06-30
2100,1636,76,1068.0,81.0,461.0,105.0,79.0,120.0,,,Schillerpark,2019-04-01,2019-06-30
1500,1856,81,1096.0,89.0,518.0,100.0,,,87.0,96.0,Urban,2019-04-01,2019-06-30
1204,29,79,,,,,,,,,Am Friedrichshain,2019-04-01,2019-06-30
1704,35,81,,,,,,,,,Scharnhorststraße,2019-04-01,2019-06-30
2420,252,84,,,,,,,,,Tegelort,2019-04-01,2019-06-30
2300,655,74,,,179.0,90.0,,,,,Hermsdorf,2019-04-01,2019-06-30
2630,441,81,,,,,,,,,Blankenfelde,2019-04-01,2019-06-30
1600,2753,85,,,500.0,93.0,168.0,116.0,,,Kreuzberg,2019-04-01,2019-06-30
2500,2103,78,,,554.0,72.0,,,,,Wedding,2019-04-01,2019-06-30
3100,1876,81,803.0,78.0,432.0,94.0,57.0,137.0,177.0,107.0,Spandau-Nord,2019-04-01,2019-06-30
3110,632,86,,,,,,,,,Staaken,2019-04-01,2019-06-30
2604,756,97,,,,,,,,,Pankow Mitte,2019-04-01,2019-06-30
3104,392,84,,,,,,,,,Falkenhagener Feld,2019-04-01,2019-06-30
2400,1216,93,916.0,94.0,267.0,127.0,79.0,153.0,,,Tegel,2019-04-01,2019-06-30
2600,877,97,817.0,78.0,335.0,109.0,7.0,174.0,255.0,84.0,Pankow,2019-04-01,2019-06-30
2720,543,90,,,,,,,,,Karow,2019-04-01,2019-06-30
3200,1951,93,636.0,101.0,431.0,108.0,89.0,138.0,,,Spandau-Süd,2019-04-01,2019-06-30
2200,2162,96,,,421.0,127.0,73.0,160.0,245.0,106.0,Wittenau,2019-04-01,2019-06-30
3304,727,122,,,,,,,,,Westend,2019-04-01,2019-06-30
2704,320,75,,,,,,,,,Buch,2019-04-01,2019-06-30
3500,1764,80,,,441.0,109.0,134.0,143.0,,,Ranke,2019-04-01,2019-06-30
3220,279,81,,,,,,,,,Kladow,2019-04-01,2019-06-30
3490,760,82,,,,,,,,,Friedenau,2019-04-01,2019-06-30
3600,1319,84,926.0,89.0,406.0,76.0,115.0,94.0,79.0,128.0,Charlottenburg-Nord,2019-04-01,2019-06-30
3404,700,121,,,,,,,,,Schmargendorf,2019-04-01,2019-06-30
4100,1072,94,727.0,99.0,281.0,112.0,53.0,115.0,151.0,78.0,Zehlendorf,2019-04-01,2019-06-30
