wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2838,102,1007.0,90.0,553.0,107.0,,,138.0,174.0,Feuer- und Lehrrettungswache Mitte,2021-10-01,2021-12-31
1700,1535,70,,,406.0,95.0,125.0,124.0,,,Tiergarten,2021-10-01,2021-12-31
1310,545,116,,,,,,,,,Schieritz/Prenzlauer Berg,2021-10-01,2021-12-31
1300,1892,90,,,633.0,109.0,201.0,131.0,5.0,149.0,Prenzlauer Berg,2021-10-01,2021-12-31
1200,2038,59,937.0,62.0,540.0,80.0,133.0,98.0,522.0,58.0,Friedrichshain,2021-10-01,2021-12-31
1400,712,66,,,425.0,93.0,155.0,128.0,8.0,109.0,Moabit,2021-10-01,2021-12-31
2320,502,111,,,,,,,,,Frohnau,2021-10-01,2021-12-31
2100,1418,69,1077.0,70.0,405.0,97.0,77.0,72.0,,,Schillerpark,2021-10-01,2021-12-31
1500,2593,69,981.0,78.0,540.0,99.0,,,137.0,91.0,Urban,2021-10-01,2021-12-31
2500,1724,64,,,600.0,73.0,,,,,Wedding,2021-10-01,2021-12-31
2300,664,70,369.0,66.0,220.0,88.0,,,,,Hermsdorf,2021-10-01,2021-12-31
1204,679,97,,,,,,,,,Am Friedrichshain,2021-10-01,2021-12-31
1600,2162,80,436.0,68.0,397.0,104.0,178.0,133.0,,,Kreuzberg,2021-10-01,2021-12-31
1704,782,95,,,,,,,,,Scharnhorststraße,2021-10-01,2021-12-31
2420,337,87,,,,,,,,,Tegelort,2021-10-01,2021-12-31
2630,546,79,,,,,,,,,Blankenfelde,2021-10-01,2021-12-31
2604,557,93,,,,,,,,,Pankow Mitte,2021-10-01,2021-12-31
2640,641,119,,,,,,,,,Wilhelmsruh,2021-10-01,2021-12-31
3100,1207,77,758.0,76.0,538.0,89.0,74.0,105.0,171.0,107.0,Spandau-Nord,2021-10-01,2021-12-31
3103,301,100,,,,,,,,,Lynar,2021-10-01,2021-12-31
3110,658,93,,,,,,,,,Staaken,2021-10-01,2021-12-31
3104,570,74,,,,,,,,,Falkenhagener Feld,2021-10-01,2021-12-31
2600,1039,96,763.0,65.0,320.0,107.0,51.0,142.0,206.0,77.0,Pankow,2021-10-01,2021-12-31
2400,1006,69,900.0,77.0,311.0,105.0,52.0,121.0,,,Tegel,2021-10-01,2021-12-31
3304,718,117,,,,,,,,,Westend,2021-10-01,2021-12-31
3200,1646,77,695.0,92.0,478.0,92.0,80.0,113.0,,,Spandau-Süd,2021-10-01,2021-12-31
2720,490,89,,,,,,,,,Karow,2021-10-01,2021-12-31
3220,367,89,,,,,,,,,Kladow,2021-10-01,2021-12-31
2704,467,89,,,,,,,,,Buch,2021-10-01,2021-12-31
3503,702,112,,,,,,,,,Budapester,2021-10-01,2021-12-31
2200,2148,83,,,428.0,117.0,46.0,143.0,271.0,100.0,Wittenau,2021-10-01,2021-12-31
3490,737,82,,,,,,,,,Friedenau,2021-10-01,2021-12-31
3600,942,67,776.0,68.0,328.0,62.0,58.0,66.0,91.0,90.0,Charlottenburg-Nord,2021-10-01,2021-12-31
3404,586,111,,,,,,,,,Schmargendorf,2021-10-01,2021-12-31
4100,1190,86,793.0,94.0,295.0,100.0,36.0,121.0,158.0,67.0,Zehlendorf,2021-10-01,2021-12-31
3390,501,101,,,,,,,,,Lietzow,2021-10-01,2021-12-31
3400,1643,72,,,966.0,99.0,165.0,110.0,,,Wilmersdorf,2021-10-01,2021-12-31
4500,738,74,,,169.0,99.0,,,,,Wannsee,2021-10-01,2021-12-31
4300,1378,63,928.0,84.0,391.0,92.0,72.0,128.0,514.0,85.0,Tempelhof,2021-10-01,2021-12-31
4400,1795,84,1099.0,97.0,415.0,90.0,92.0,104.0,,,Schöneberg,2021-10-01,2021-12-31
4700,877,85,855.0,83.0,353.0,113.0,58.0,131.0,,,Marienfelde,2021-10-01,2021-12-31
4600,1318,68,,,356.0,92.0,48.0,108.0,5.0,100.0,Lichterfelde,2021-10-01,2021-12-31
3690,580,52,,,,,,,,,Siemensstadt/Charlottenburg Nord,2021-10-01,2021-12-31
4604,850,105,,,,,,,,,Lankwitz,2021-10-01,2021-12-31
3300,1778,74,977.0,52.0,786.0,89.0,130.0,103.0,477.0,93.0,Suarez,2021-10-01,2021-12-31
5210,683,93,,,,,,,,,Rudow,2021-10-01,2021-12-31
4710,889,82,,,,,,,,,Lichtenrade,2021-10-01,2021-12-31
3504,788,76,,,,,,,,,Tiergarten-Süd,2021-10-01,2021-12-31
5100,2066,79,951.0,69.0,560.0,99.0,134.0,107.0,,,Neukölln,2021-10-01,2021-12-31
4790,560,89,,,,,,,,,Marienfelde-Süd,2021-10-01,2021-12-31
5200,1733,71,837.0,65.0,449.0,90.0,32.0,132.0,,,Buckow,2021-10-01,2021-12-31
5404,627,111,,,,,,,,,Salvador-Allende,2021-10-01,2021-12-31
4200,1809,83,,,472.0,72.0,74.0,91.0,,,Steglitz,2021-10-01,2021-12-31
5304,542,104,,,,,,,,,Bohnsdorf,2021-10-01,2021-12-31
5390,382,73,,,,,,,,,Adlershof,2021-10-01,2021-12-31
6110,288,104,,,,,,,,,Marzahn,2021-10-01,2021-12-31
4390,1394,89,163.0,75.0,,,,,,,Mariendorf,2021-10-01,2021-12-31
6120,206,126,,,,,,,,,Biesdorf,2021-10-01,2021-12-31
6204,537,113,,,,,,,,,Kaulsdorf,2021-10-01,2021-12-31
5300,1593,81,842.0,78.0,432.0,82.0,92.0,91.0,215.0,88.0,Treptow,2021-10-01,2021-12-31
5400,1432,76,764.0,77.0,372.0,77.0,67.0,97.0,,,Köpenick,2021-10-01,2021-12-31
6310,1010,106,,,,,,,,,Hohenschönhausen,2021-10-01,2021-12-31
6320,613,124,732.0,118.0,,,,,,,Falkenberg,2021-10-01,2021-12-31
5490,155,84,,,,,,,,,Rahnsdorf,2021-10-01,2021-12-31
6200,2072,84,785.0,90.0,484.0,120.0,45.0,133.0,,,Hellersdorf,2021-10-01,2021-12-31
6500,1069,87,,,288.0,90.0,,,,,Karlshorst,2021-10-01,2021-12-31
6300,1910,87,790.0,75.0,510.0,97.0,113.0,123.0,9.0,126.0,Weißensee,2021-10-01,2021-12-31
5330,706,85,,,,,,,,,Altglienicke,2021-10-01,2021-12-31
6330,660,109,,,,,,,,,Wartenberg,2021-10-01,2021-12-31
6490,704,70,,,,,,,,,Rummelsburg,2021-10-01,2021-12-31
6100,3092,107,805.0,104.0,546.0,96.0,136.0,126.0,326.0,128.0,Marzahn,2021-10-01,2021-12-31
6400,2017,83,984.0,102.0,482.0,103.0,138.0,131.0,,,Lichtenberg,2021-10-01,2021-12-31
5410,622,83,,,,,,,,,Friedrichshagen,2021-10-01,2021-12-31
