wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2698,90,948.0,91.0,528.0,95.0,,,36.0,151.0,Feuer- und Lehrrettungswache Mitte,2024-10-01,2024-12-31
1110,648,70,,,,,,,,,Mitte,2024-10-01,2024-12-31
1310,693,117,,,,,,,,,Schieritz/Prenzlauer Berg,2024-10-01,2024-12-31
1200,2109,68,881.0,76.0,478.0,92.0,142.0,83.0,472.0,60.0,Friedrichshain,2024-10-01,2024-12-31
1400,833,68,,,407.0,86.0,156.0,118.0,,,Moabit,2024-10-01,2024-12-31
1300,1931,103,,,528.0,111.0,200.0,133.0,,,Prenzlauer Berg,2024-10-01,2024-12-31
2320,385,100,,,,,,,,,Frohnau,2024-10-01,2024-12-31
2100,1756,60,946.0,74.0,359.0,85.0,50.0,87.0,,,Schillerpark,2024-10-01,2024-12-31
1500,2712,76,820.0,79.0,527.0,94.0,,,84.0,83.0,Urban,2024-10-01,2024-12-31
2500,2410,71,,,770.0,79.0,,,,,Wedding,2024-10-01,2024-12-31
1204,711,90,,,,,,,,,Am Friedrichshain,2024-10-01,2024-12-31
1600,2733,87,404.0,70.0,408.0,108.0,170.0,136.0,,,Kreuzberg,2024-10-01,2024-12-31
2300,1019,87,302.0,85.0,182.0,82.0,,,,,Hermsdorf,2024-10-01,2024-12-31
1700,1276,93,,,421.0,133.0,107.0,150.0,,,Tiergarten,2024-10-01,2024-12-31
2420,387,134,,,,,,,,,Tegelort,2024-10-01,2024-12-31
2630,580,86,,,,,,,,,Blankenfelde,2024-10-01,2024-12-31
2640,695,111,,,,,,,,,Wilhelmsruh,2024-10-01,2024-12-31
2604,484,72,,,,,,,,,Pankow Mitte,2024-10-01,2024-12-31
3100,1429,73,661.0,79.0,477.0,80.0,62.0,92.0,163.0,100.0,Spandau-Nord,2024-10-01,2024-12-31
3110,720,89,,,,,,,,,Staaken,2024-10-01,2024-12-31
3103,295,90,,,,,,,,,Lynar,2024-10-01,2024-12-31
3104,499,77,,,,,,,,,Falkenhagener Feld,2024-10-01,2024-12-31
2600,1580,95,680.0,76.0,271.0,107.0,12.0,157.0,193.0,100.0,Pankow,2024-10-01,2024-12-31
2400,1100,65,752.0,68.0,287.0,104.0,55.0,117.0,,,Tegel,2024-10-01,2024-12-31
3304,725,119,,,,,,,,,Westend,2024-10-01,2024-12-31
2720,544,84,,,,,,,,,Karow,2024-10-01,2024-12-31
3200,2000,68,593.0,87.0,445.0,72.0,70.0,113.0,,,Spandau-Süd,2024-10-01,2024-12-31
2200,2137,72,,,411.0,121.0,64.0,136.0,260.0,109.0,Wittenau,2024-10-01,2024-12-31
3220,368,83,,,,,,,,,Kladow,2024-10-01,2024-12-31
2704,518,87,,,,,,,,,Buch,2024-10-01,2024-12-31
3503,213,101,,,,,,,,,Budapester,2024-10-01,2024-12-31
3404,584,104,,,,,,,,,Schmargendorf,2024-10-01,2024-12-31
3490,680,89,,,,,,,,,Friedenau,2024-10-01,2024-12-31
3500,1421,85,,,439.0,108.0,187.0,128.0,144.0,103.0,Ranke,2024-10-01,2024-12-31
4100,1475,81,601.0,90.0,243.0,91.0,44.0,119.0,109.0,89.0,Zehlendorf,2024-10-01,2024-12-31
3608,449,84,,,186.0,99.0,62.0,104.0,50.0,99.0,TXL,2024-10-01,2024-12-31
3390,214,61,,,,,,,,,Lietzow,2024-10-01,2024-12-31
3400,1901,80,819.0,83.0,507.0,101.0,,,,,Wilmersdorf,2024-10-01,2024-12-31
4500,752,72,,,111.0,102.0,,,,,Wannsee,2024-10-01,2024-12-31
4300,1468,63,724.0,79.0,465.0,87.0,81.0,110.0,438.0,82.0,Tempelhof,2024-10-01,2024-12-31
4400,1913,76,800.0,85.0,427.0,104.0,99.0,130.0,,,Schöneberg,2024-10-01,2024-12-31
4700,1285,80,713.0,78.0,359.0,113.0,24.0,130.0,,,Marienfelde,2024-10-01,2024-12-31
4600,1664,70,,,341.0,82.0,37.0,184.0,,,Lichterfelde,2024-10-01,2024-12-31
3690,861,66,13.0,118.0,,,,,,,Siemensstadt/Charlottenburg Nord,2024-10-01,2024-12-31
3300,2148,71,977.0,62.0,927.0,86.0,82.0,107.0,394.0,87.0,Suarez,2024-10-01,2024-12-31
4604,774,110,,,,,,,,,Lankwitz,2024-10-01,2024-12-31
5210,663,99,,,,,,,,,Rudow,2024-10-01,2024-12-31
4710,791,72,,,,,,,,,Lichtenrade,2024-10-01,2024-12-31
3504,720,79,,,,,,,,,Tiergarten-Süd,2024-10-01,2024-12-31
5100,2726,79,832.0,76.0,570.0,100.0,107.0,100.0,,,Neukölln,2024-10-01,2024-12-31
4790,533,86,,,,,,,,,Marienfelde-Süd,2024-10-01,2024-12-31
4200,1865,94,,,413.0,76.0,54.0,124.0,,,Steglitz,2024-10-01,2024-12-31
5200,2045,76,753.0,67.0,543.0,84.0,40.0,107.0,,,Buckow,2024-10-01,2024-12-31
5404,498,113,,,,,,,,,Salvador-Allende,2024-10-01,2024-12-31
5304,691,98,,,,,,,,,Bohnsdorf,2024-10-01,2024-12-31
5390,315,69,,,,,,,,,Adlershof,2024-10-01,2024-12-31
4390,854,70,7.0,129.0,,,,,,,Mariendorf,2024-10-01,2024-12-31
6110,362,90,,,,,,,,,Marzahn,2024-10-01,2024-12-31
6204,692,99,,,,,,,,,Kaulsdorf,2024-10-01,2024-12-31
5300,1991,79,737.0,86.0,481.0,70.0,126.0,85.0,261.0,81.0,Treptow,2024-10-01,2024-12-31
6310,1003,103,,,,,,,,,Hohenschönhausen,2024-10-01,2024-12-31
5400,1793,82,657.0,93.0,411.0,86.0,60.0,107.0,,,Köpenick,2024-10-01,2024-12-31
6320,677,135,540.0,128.0,,,,,,,Falkenberg,2024-10-01,2024-12-31
6200,2050,87,630.0,86.0,337.0,113.0,26.0,125.0,,,Hellersdorf,2024-10-01,2024-12-31
6500,953,115,,,,,,,,,Karlshorst,2024-10-01,2024-12-31
6400,2666,86,812.0,108.0,476.0,103.0,89.0,124.0,,,Lichtenberg,2024-10-01,2024-12-31
5330,460,100,,,,,,,,,Altglienicke,2024-10-01,2024-12-31
6100,3275,111,643.0,96.0,676.0,98.0,113.0,115.0,241.0,126.0,Marzahn,2024-10-01,2024-12-31
6300,2094,88,687.0,78.0,463.0,93.0,110.0,119.0,7.0,50.0,Weißensee,2024-10-01,2024-12-31
5410,642,80,,,,,,,,,Friedrichshagen,2024-10-01,2024-12-31
6330,736,124,,,,,,,,,Wartenberg,2024-10-01,2024-12-31
5490,309,77,,,,,,,,,Rahnsdorf,2024-10-01,2024-12-31
6490,594,87,,,,,,,,,Rummelsburg,2024-10-01,2024-12-31
