wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2556,86,1065.0,97.0,478.0,86.0,,,63.0,136.0,Feuer- und Lehrrettungswache Mitte,2023-07-01,2023-09-30
1110,378,64,,,,,,,,,Mitte,2023-07-01,2023-09-30
1310,629,114,,,,,,,,,Schieritz/Prenzlauer Berg,2023-07-01,2023-09-30
1400,829,65,,,436.0,95.0,168.0,122.0,14.0,80.0,Moabit,2023-07-01,2023-09-30
1300,1965,97,,,621.0,108.0,246.0,142.0,6.0,91.0,Prenzlauer Berg,2023-07-01,2023-09-30
2202,6,70,,,,,,,,,Schönholz,2023-07-01,2023-09-30
2320,472,103,,,,,,,,,Frohnau,2023-07-01,2023-09-30
2100,1626,63,1021.0,66.0,376.0,85.0,84.0,80.0,,,Schillerpark,2023-07-01,2023-09-30
1500,2621,68,925.0,75.0,636.0,85.0,,,129.0,89.0,Urban,2023-07-01,2023-09-30
1200,2180,67,959.0,70.0,463.0,87.0,130.0,88.0,499.0,58.0,Friedrichshain,2023-07-01,2023-09-30
2500,2352,72,,,894.0,79.0,,,,,Wedding,2023-07-01,2023-09-30
2300,952,65,344.0,69.0,198.0,67.0,,,,,Hermsdorf,2023-07-01,2023-09-30
1204,493,81,,,,,,,,,Am Friedrichshain,2023-07-01,2023-09-30
1600,2927,84,509.0,75.0,452.0,108.0,204.0,131.0,,,Kreuzberg,2023-07-01,2023-09-30
1700,1342,74,,,489.0,101.0,159.0,121.0,,,Tiergarten,2023-07-01,2023-09-30
2420,301,87,,,,,,,,,Tegelort,2023-07-01,2023-09-30
2630,598,90,,,,,,,,,Blankenfelde,2023-07-01,2023-09-30
2604,318,62,,,,,,,,,Pankow Mitte,2023-07-01,2023-09-30
