wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,1734,92,1049.0,101.0,550.0,99.0,,,68.0,126.0,Feuer- und Lehrrettungswache Mitte,2022-10-01,2022-12-31
1110,71,79,,,,,,,,,Mitte,2022-10-01,2022-12-31
1700,1142,85,,,540.0,111.0,132.0,130.0,,,Tiergarten,2022-10-01,2022-12-31
1310,603,117,,,,,,,,,Schieritz/Prenzlauer Berg,2022-10-01,2022-12-31
1400,688,65,,,427.0,85.0,141.0,118.0,,,Moabit,2022-10-01,2022-12-31
1300,1757,101,,,732.0,110.0,264.0,138.0,,,Prenzlauer Berg,2022-10-01,2022-12-31
1200,2106,71,1060.0,70.0,567.0,90.0,153.0,79.0,519.0,62.0,Friedrichshain,2022-10-01,2022-12-31
2202,27,92,,,,,,,,,Schönholz,2022-10-01,2022-12-31
2320,556,116,,,,,,,,,Frohnau,2022-10-01,2022-12-31
2100,1316,70,1127.0,75.0,494.0,98.0,87.0,69.0,,,Schillerpark,2022-10-01,2022-12-31
1500,2539,72,974.0,70.0,654.0,92.0,,,134.0,101.0,Urban,2022-10-01,2022-12-31
2500,2091,78,,,767.0,83.0,,,,,Wedding,2022-10-01,2022-12-31
2300,1062,71,428.0,76.0,189.0,82.0,,,,,Hermsdorf,2022-10-01,2022-12-31
1204,560,97,,,,,,,,,Am Friedrichshain,2022-10-01,2022-12-31
1600,2656,93,505.0,76.0,454.0,112.0,159.0,142.0,,,Kreuzberg,2022-10-01,2022-12-31
1704,567,92,,,,,,,,,Scharnhorststraße,2022-10-01,2022-12-31
2420,392,87,,,,,,,,,Tegelort,2022-10-01,2022-12-31
2630,695,80,,,,,,,,,Blankenfelde,2022-10-01,2022-12-31
2604,487,75,,,,,,,,,Pankow Mitte,2022-10-01,2022-12-31
2640,751,112,,,,,,,,,Wilhelmsruh,2022-10-01,2022-12-31
3100,1171,73,827.0,76.0,561.0,80.0,57.0,99.0,181.0,95.0,Spandau-Nord,2022-10-01,2022-12-31
3103,396,76,,,,,,,,,Lynar,2022-10-01,2022-12-31
3110,730,92,,,,,,,,,Staaken,2022-10-01,2022-12-31
3104,709,78,,,,,,,,,Falkenhagener Feld,2022-10-01,2022-12-31
2600,1170,103,871.0,83.0,259.0,113.0,59.0,144.0,220.0,82.0,Pankow,2022-10-01,2022-12-31
2400,860,71,867.0,66.0,339.0,99.0,69.0,120.0,,,Tegel,2022-10-01,2022-12-31
3304,709,120,,,,,,,,,Westend,2022-10-01,2022-12-31
3200,1626,78,765.0,91.0,561.0,97.0,90.0,116.0,,,Spandau-Süd,2022-10-01,2022-12-31
2720,581,86,,,,,,,,,Karow,2022-10-01,2022-12-31
3220,476,95,,,,,,,,,Kladow,2022-10-01,2022-12-31
2200,1555,78,,,521.0,109.0,72.0,141.0,340.0,110.0,Wittenau,2022-10-01,2022-12-31
2704,614,89,,,,,,,,,Buch,2022-10-01,2022-12-31
3503,101,122,,,,,,,,,Budapester,2022-10-01,2022-12-31
3500,1364,74,,,568.0,95.0,164.0,133.0,7.0,74.0,Ranke,2022-10-01,2022-12-31
3490,630,83,,,,,,,,,Friedenau,2022-10-01,2022-12-31
3600,1035,71,990.0,67.0,414.0,67.0,88.0,88.0,95.0,81.0,Charlottenburg-Nord,2022-10-01,2022-12-31
3404,572,94,,,,,,,,,Schmargendorf,2022-10-01,2022-12-31
4100,1121,86,834.0,97.0,335.0,99.0,45.0,128.0,148.0,90.0,Zehlendorf,2022-10-01,2022-12-31
3390,110,66,,,,,,,,,Lietzow,2022-10-01,2022-12-31
3400,1543,76,,,596.0,80.0,,,,,Wilmersdorf,2022-10-01,2022-12-31
4500,791,71,,,159.0,108.0,,,,,Wannsee,2022-10-01,2022-12-31
4300,1307,64,936.0,81.0,451.0,80.0,81.0,128.0,449.0,87.0,Tempelhof,2022-10-01,2022-12-31
4400,1899,77,1091.0,71.0,531.0,82.0,126.0,114.0,,,Schöneberg,2022-10-01,2022-12-31
4700,1089,90,875.0,77.0,363.0,114.0,25.0,148.0,,,Marienfelde,2022-10-01,2022-12-31
4600,1561,69,,,402.0,83.0,47.0,135.0,,,Lichterfelde,2022-10-01,2022-12-31
3690,650,54,,,,,,,,,Siemensstadt/Charlottenburg Nord,2022-10-01,2022-12-31
4604,782,96,,,,,,,,,Lankwitz,2022-10-01,2022-12-31
3300,1840,66,1046.0,58.0,880.0,84.0,139.0,87.0,506.0,79.0,Suarez,2022-10-01,2022-12-31
5210,732,67,,,,,,,,,Rudow,2022-10-01,2022-12-31
4710,967,77,,,,,,,,,Lichtenrade,2022-10-01,2022-12-31
3504,747,77,,,,,,,,,Tiergarten-Süd,2022-10-01,2022-12-31
5100,2336,81,966.0,83.0,671.0,95.0,165.0,111.0,,,Neukölln,2022-10-01,2022-12-31
4790,579,98,,,,,,,,,Marienfelde-Süd,2022-10-01,2022-12-31
5200,1801,71,900.0,61.0,483.0,110.0,43.0,119.0,,,Buckow,2022-10-01,2022-12-31
5404,692,113,,,,,,,,,Salvador-Allende,2022-10-01,2022-12-31
4200,1681,85,,,498.0,72.0,81.0,117.0,,,Steglitz,2022-10-01,2022-12-31
5304,666,109,,,,,,,,,Bohnsdorf,2022-10-01,2022-12-31
5390,329,63,,,,,,,,,Adlershof,2022-10-01,2022-12-31
6110,264,113,,,,,,,,,Marzahn,2022-10-01,2022-12-31
4390,886,76,210.0,73.0,,,,,,,Mariendorf,2022-10-01,2022-12-31
6120,239,126,,,,,,,,,Biesdorf,2022-10-01,2022-12-31
6204,499,88,,,,,,,,,Kaulsdorf,2022-10-01,2022-12-31
5300,2029,90,911.0,86.0,476.0,71.0,88.0,87.0,253.0,87.0,Treptow,2022-10-01,2022-12-31
6310,1018,103,,,,,,,,,Hohenschönhausen,2022-10-01,2022-12-31
5400,1556,77,867.0,79.0,433.0,85.0,47.0,79.0,,,Köpenick,2022-10-01,2022-12-31
6320,612,123,786.0,121.0,,,,,,,Falkenberg,2022-10-01,2022-12-31
5490,212,84,,,,,,,,,Rahnsdorf,2022-10-01,2022-12-31
6400,2202,85,1038.0,104.0,536.0,104.0,103.0,125.0,,,Lichtenberg,2022-10-01,2022-12-31
6200,2057,85,915.0,91.0,399.0,120.0,40.0,114.0,,,Hellersdorf,2022-10-01,2022-12-31
6330,642,117,,,,,,,,,Wartenberg,2022-10-01,2022-12-31
6100,3290,113,873.0,101.0,579.0,89.0,151.0,130.0,337.0,123.0,Marzahn,2022-10-01,2022-12-31
6500,1298,95,,,305.0,105.0,,,,,Karlshorst,2022-10-01,2022-12-31
6300,2113,89,874.0,76.0,580.0,95.0,111.0,119.0,7.0,116.0,Weißensee,2022-10-01,2022-12-31
6490,748,76,,,,,,,,,Rummelsburg,2022-10-01,2022-12-31
5330,474,96,,,,,,,,,Altglienicke,2022-10-01,2022-12-31
5410,727,76,,,,,,,,,Friedrichshagen,2022-10-01,2022-12-31
