wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2695,89,964.0,91.0,458.0,90.0,,,53.0,157.0,Feuer- und Lehrrettungswache Mitte,2024-01-01,2024-03-31
1110,662,65,,,,,,,,,Mitte,2024-01-01,2024-03-31
1310,638,118,,,,,,,,,Schieritz/Prenzlauer Berg,2024-01-01,2024-03-31
1400,799,69,,,400.0,95.0,142.0,137.0,,,Moabit,2024-01-01,2024-03-31
1200,2237,72,860.0,74.0,416.0,88.0,125.0,101.0,472.0,59.0,Friedrichshain,2024-01-01,2024-03-31
1300,1965,99,,,523.0,112.0,198.0,137.0,,,Prenzlauer Berg,2024-01-01,2024-03-31
2320,400,97,,,,,,,,,Frohnau,2024-01-01,2024-03-31
2100,1663,64,973.0,68.0,306.0,81.0,71.0,91.0,,,Schillerpark,2024-01-01,2024-03-31
1500,2632,72,829.0,84.0,518.0,96.0,,,107.0,84.0,Urban,2024-01-01,2024-03-31
2500,2400,79,,,779.0,79.0,,,,,Wedding,2024-01-01,2024-03-31
2300,911,68,329.0,64.0,160.0,76.0,,,,,Hermsdorf,2024-01-01,2024-03-31
1204,698,85,,,,,,,,,Am Friedrichshain,2024-01-01,2024-03-31
1600,2640,88,404.0,81.0,396.0,105.0,169.0,143.0,,,Kreuzberg,2024-01-01,2024-03-31
1700,1399,82,,,404.0,106.0,113.0,132.0,,,Tiergarten,2024-01-01,2024-03-31
2420,405,123,,,,,,,,,Tegelort,2024-01-01,2024-03-31
2630,627,88,,,,,,,,,Blankenfelde,2024-01-01,2024-03-31
2604,424,65,,,,,,,,,Pankow Mitte,2024-01-01,2024-03-31
2640,738,113,,,,,,,,,Wilhelmsruh,2024-01-01,2024-03-31
3100,1336,73,644.0,77.0,468.0,83.0,72.0,92.0,151.0,112.0,Spandau-Nord,2024-01-01,2024-03-31
3103,322,90,,,,,,,,,Lynar,2024-01-01,2024-03-31
3110,741,92,,,,,,,,,Staaken,2024-01-01,2024-03-31
3104,536,86,,,,,,,,,Falkenhagener Feld,2024-01-01,2024-03-31
2600,1427,91,713.0,69.0,297.0,113.0,39.0,138.0,186.0,101.0,Pankow,2024-01-01,2024-03-31
2400,1166,64,762.0,68.0,330.0,101.0,68.0,125.0,,,Tegel,2024-01-01,2024-03-31
3304,757,116,,,,,,,,,Westend,2024-01-01,2024-03-31
3200,1789,74,619.0,86.0,445.0,86.0,60.0,109.0,,,Spandau-Süd,2024-01-01,2024-03-31
2720,539,86,,,,,,,,,Karow,2024-01-01,2024-03-31
