wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,3026,87,415.0,88.0,333.0,118.0,,,38.0,96.0,Feuer- und Lehrrettungswache Mitte,2018-07-01,2018-09-30
1110,252,95,,,,,,,,,Mitte,2018-07-01,2018-09-30
1310,239,97,,,,,,,,,Schieritz/Prenzlauer Berg,2018-07-01,2018-09-30
1200,2239,71,1147.0,71.0,562.0,84.0,141.0,102.0,510.0,62.0,Friedrichshain,2018-07-01,2018-09-30
1300,2205,110,,,762.0,127.0,308.0,155.0,5.0,71.0,Prenzlauer Berg,2018-07-01,2018-09-30
1400,630,79,,,404.0,127.0,123.0,149.0,,,Moabit,2018-07-01,2018-09-30
2320,400,99,,,,,,,,,Frohnau,2018-07-01,2018-09-30
2100,1393,88,1099.0,89.0,483.0,112.0,126.0,113.0,,,Schillerpark,2018-07-01,2018-09-30
1500,1827,84,1075.0,95.0,600.0,102.0,,,106.0,108.0,Urban,2018-07-01,2018-09-30
2500,1849,76,,,585.0,74.0,,,,,Wedding,2018-07-01,2018-09-30
2300,725,79,,,193.0,84.0,,,,,Hermsdorf,2018-07-01,2018-09-30
1600,2253,91,,,575.0,99.0,183.0,104.0,,,Kreuzberg,2018-07-01,2018-09-30
1204,58,82,,,,,,,,,Am Friedrichshain,2018-07-01,2018-09-30
1700,1131,89,,,461.0,123.0,124.0,141.0,,,Tiergarten,2018-07-01,2018-09-30
2420,287,80,,,,,,,,,Tegelort,2018-07-01,2018-09-30
2640,726,114,,,,,,,,,Wilhelmsruh,2018-07-01,2018-09-30
2604,779,97,,,,,,,,,Pankow Mitte,2018-07-01,2018-09-30
2630,478,89,,,,,,,,,Blankenfelde,2018-07-01,2018-09-30
2600,676,96,775.0,79.0,285.0,113.0,48.0,132.0,231.0,99.0,Pankow,2018-07-01,2018-09-30
3104,516,70,,,,,,,,,Falkenhagener Feld,2018-07-01,2018-09-30
3304,535,117,,,,,,,,,Westend,2018-07-01,2018-09-30
3200,1768,85,664.0,101.0,445.0,99.0,102.0,138.0,,,Spandau-Süd,2018-07-01,2018-09-30
2200,1228,86,,,366.0,128.0,119.0,156.0,231.0,111.0,Wittenau,2018-07-01,2018-09-30
2704,350,72,,,,,,,,,Buch,2018-07-01,2018-09-30
3500,1769,83,78.0,52.0,545.0,128.0,193.0,155.0,,,Ranke,2018-07-01,2018-09-30
2720,410,83,,,,,,,,,Karow,2018-07-01,2018-09-30
3490,19,87,,,,,,,,,Friedenau,2018-07-01,2018-09-30
3100,1801,78,735.0,73.0,451.0,92.0,67.0,112.0,157.0,115.0,Spandau-Nord,2018-07-01,2018-09-30
3600,1180,86,973.0,98.0,382.0,98.0,98.0,96.0,100.0,140.0,Charlottenburg-Nord,2018-07-01,2018-09-30
3404,588,118,,,,,,,,,Schmargendorf,2018-07-01,2018-09-30
4100,1255,97,688.0,99.0,373.0,116.0,76.0,148.0,122.0,89.0,Zehlendorf,2018-07-01,2018-09-30
2400,1303,76,897.0,87.0,334.0,105.0,69.0,144.0,,,Tegel,2018-07-01,2018-09-30
3400,1682,79,,,585.0,93.0,,,,,Wilmersdorf,2018-07-01,2018-09-30
4500,598,81,,,173.0,120.0,,,,,Wannsee,2018-07-01,2018-09-30
4300,1322,63,916.0,89.0,408.0,113.0,112.0,132.0,516.0,94.0,Tempelhof,2018-07-01,2018-09-30
4400,1982,87,1141.0,89.0,419.0,91.0,140.0,121.0,,,Schöneberg,2018-07-01,2018-09-30
3110,698,86,,,,,,,,,Staaken,2018-07-01,2018-09-30
4700,1088,101,908.0,97.0,413.0,118.0,85.0,150.0,,,Marienfelde,2018-07-01,2018-09-30
4600,1165,96,,,370.0,108.0,46.0,116.0,,,Lichterfelde,2018-07-01,2018-09-30
4604,751,91,,,,,,,,,Lankwitz,2018-07-01,2018-09-30
3300,1791,75,1000.0,65.0,509.0,109.0,150.0,128.0,429.0,98.0,Suarez,2018-07-01,2018-09-30
5210,714,102,,,,,,,,,Rudow,2018-07-01,2018-09-30
4710,838,96,,,,,,,,,Lichtenrade,2018-07-01,2018-09-30
3504,667,79,,,,,,,,,Tiergarten-Süd,2018-07-01,2018-09-30
3220,262,79,,,,,,,,,Kladow,2018-07-01,2018-09-30
4790,541,85,,,,,,,,,Marienfelde-Süd,2018-07-01,2018-09-30
5200,1580,77,820.0,63.0,499.0,100.0,19.0,118.0,,,Buckow,2018-07-01,2018-09-30
4200,1608,87,,,381.0,95.0,72.0,114.0,,,Steglitz,2018-07-01,2018-09-30
5304,503,101,,,,,,,,,Bohnsdorf,2018-07-01,2018-09-30
4390,973,80,,,,,,,,,Mariendorf,2018-07-01,2018-09-30
3690,640,81,,,,,,,,,Siemensstadt/Charlottenburg Nord,2018-07-01,2018-09-30
5300,1555,85,848.0,87.0,460.0,90.0,113.0,110.0,213.0,91.0,Treptow,2018-07-01,2018-09-30
6310,1118,99,,,,,,,,,Hohenschönhausen,2018-07-01,2018-09-30
5400,1381,109,764.0,96.0,428.0,96.0,96.0,139.0,,,Köpenick,2018-07-01,2018-09-30
6320,773,119,,,,,,,,,Falkenberg,2018-07-01,2018-09-30
5404,671,107,,,,,,,,,Salvador-Allende,2018-07-01,2018-09-30
6200,1751,93,895.0,102.0,361.0,131.0,66.0,131.0,,,Hellersdorf,2018-07-01,2018-09-30
6100,1733,103,481.0,92.0,587.0,113.0,128.0,144.0,242.0,116.0,Marzahn,2018-07-01,2018-09-30
6400,1817,99,1057.0,106.0,578.0,115.0,107.0,143.0,,,Lichtenberg,2018-07-01,2018-09-30
5330,823,66,,,,,,,,,Altglienicke,2018-07-01,2018-09-30
6500,662,87,,,254.0,83.0,,,,,Karlshorst,2018-07-01,2018-09-30
6330,695,113,,,,,,,,,Wartenberg,2018-07-01,2018-09-30
6490,719,78,,,,,,,,,Rummelsburg,2018-07-01,2018-09-30
5410,490,80,,,,,,,,,Friedrichshagen,2018-07-01,2018-09-30
5100,2617,94,930.0,85.0,717.0,116.0,173.0,129.0,5.0,75.0,Neukölln,2018-07-01,2018-09-30
6110,284,112,,,,,,,,,Marzahn,2018-07-01,2018-09-30
