wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,1752,84,862.0,86.0,549.0,82.0,,,27.0,162.0,Feuer- und Lehrrettungswache Mitte,2025-04-01,2025-06-30
1310,513,121,,,,,,,,,Schieritz/Prenzlauer Berg,2025-04-01,2025-06-30
1200,1687,77,843.0,71.0,438.0,89.0,157.0,92.0,474.0,50.0,Friedrichshain,2025-04-01,2025-06-30
1300,1181,94,,,489.0,108.0,171.0,133.0,,,Prenzlauer Berg,2025-04-01,2025-06-30
1110,446,66,,,,,,,,,Mitte,2025-04-01,2025-06-30
2100,1163,66,918.0,71.0,287.0,90.0,101.0,73.0,,,Schillerpark,2025-04-01,2025-06-30
1400,632,64,,,401.0,85.0,217.0,119.0,,,Moabit,2025-04-01,2025-06-30
1500,1629,70,704.0,69.0,487.0,86.0,,,83.0,89.0,Urban,2025-04-01,2025-06-30
2500,1363,65,,,708.0,68.0,,,,,Wedding,2025-04-01,2025-06-30
1700,948,86,,,401.0,110.0,159.0,127.0,,,Tiergarten,2025-04-01,2025-06-30
1204,255,88,,,,,,,,,Am Friedrichshain,2025-04-01,2025-06-30
1600,1589,67,402.0,71.0,450.0,84.0,179.0,117.0,,,Kreuzberg,2025-04-01,2025-06-30
2320,222,86,,,,,,,,,Frohnau,2025-04-01,2025-06-30
2300,647,88,319.0,98.0,201.0,94.0,,,,,Hermsdorf,2025-04-01,2025-06-30
1704,31,84,,,,,,,,,Scharnhorststraße,2025-04-01,2025-06-30
2420,229,127,,,,,,,,,Tegelort,2025-04-01,2025-06-30
2630,378,90,,,,,,,,,Blankenfelde,2025-04-01,2025-06-30
2640,401,103,,,,,,,,,Wilhelmsruh,2025-04-01,2025-06-30
3100,1232,74,627.0,75.0,575.0,81.0,36.0,96.0,167.0,105.0,Spandau-Nord,2025-04-01,2025-06-30
3110,401,85,,,,,,,,,Staaken,2025-04-01,2025-06-30
3104,294,64,,,,,,,,,Falkenhagener Feld,2025-04-01,2025-06-30
2600,876,93,639.0,73.0,282.0,103.0,56.0,143.0,211.0,90.0,Pankow,2025-04-01,2025-06-30
3304,484,117,,,,,,,,,Westend,2025-04-01,2025-06-30
2200,1458,77,,,390.0,111.0,73.0,131.0,221.0,118.0,Wittenau,2025-04-01,2025-06-30
3220,212,82,,,,,,,,,Kladow,2025-04-01,2025-06-30
2704,268,78,,,,,,,,,Buch,2025-04-01,2025-06-30
3503,155,109,,,,,,,,,Budapester,2025-04-01,2025-06-30
3500,960,80,,,429.0,104.0,167.0,125.0,191.0,107.0,Ranke,2025-04-01,2025-06-30
2400,897,72,710.0,73.0,283.0,93.0,62.0,102.0,,,Tegel,2025-04-01,2025-06-30
3400,1013,67,734.0,81.0,457.0,100.0,,,,,Wilmersdorf,2025-04-01,2025-06-30
4500,492,73,,,115.0,79.0,,,,,Wannsee,2025-04-01,2025-06-30
4400,1132,75,743.0,88.0,369.0,89.0,118.0,104.0,,,Schöneberg,2025-04-01,2025-06-30
4700,910,84,642.0,75.0,311.0,95.0,43.0,116.0,,,Marienfelde,2025-04-01,2025-06-30
4600,871,74,,,331.0,90.0,,,,,Lichterfelde,2025-04-01,2025-06-30
3690,424,61,245.0,79.0,,,,,,,Siemensstadt/Charlottenburg Nord,2025-04-01,2025-06-30
3300,1295,73,896.0,54.0,818.0,81.0,70.0,98.0,424.0,77.0,Suarez,2025-04-01,2025-06-30
5210,439,92,,,,,,,,,Rudow,2025-04-01,2025-06-30
