wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
4100,1380,88,687.0,95.0,322.0,95.0,31.0,132.0,123.0,83.0,Zehlendorf,2023-10-01,2023-12-31
3390,176,73,,,,,,,,,Lietzow,2023-10-01,2023-12-31
3608,270,82,,,257.0,85.0,48.0,91.0,54.0,105.0,TXL,2023-10-01,2023-12-31
3400,1731,76,811.0,74.0,522.0,101.0,,,,,Wilmersdorf,2023-10-01,2023-12-31
4500,783,70,,,128.0,111.0,,,,,Wannsee,2023-10-01,2023-12-31
4400,1780,80,869.0,81.0,434.0,95.0,78.0,125.0,,,Schöneberg,2023-10-01,2023-12-31
4700,1278,90,814.0,76.0,346.0,114.0,32.0,118.0,,,Marienfelde,2023-10-01,2023-12-31
4300,1428,64,816.0,76.0,483.0,80.0,134.0,122.0,459.0,91.0,Tempelhof,2023-10-01,2023-12-31
4600,1785,73,,,347.0,93.0,28.0,159.0,,,Lichterfelde,2023-10-01,2023-12-31
3690,1105,58,102.0,88.0,,,,,,,Siemensstadt/Charlottenburg Nord,2023-10-01,2023-12-31
3300,1962,73,1005.0,60.0,954.0,89.0,129.0,101.0,434.0,95.0,Suarez,2023-10-01,2023-12-31
4604,735,103,,,,,,,,,Lankwitz,2023-10-01,2023-12-31
5210,694,95,,,,,,,,,Rudow,2023-10-01,2023-12-31
4710,737,78,,,,,,,,,Lichtenrade,2023-10-01,2023-12-31
3504,683,83,,,,,,,,,Tiergarten-Süd,2023-10-01,2023-12-31
5100,2533,81,888.0,74.0,586.0,97.0,118.0,110.0,,,Neukölln,2023-10-01,2023-12-31
4790,496,86,,,,,,,,,Marienfelde-Süd,2023-10-01,2023-12-31
4200,1703,88,,,466.0,81.0,78.0,93.0,,,Steglitz,2023-10-01,2023-12-31
5200,1859,68,743.0,56.0,662.0,85.0,46.0,118.0,,,Buckow,2023-10-01,2023-12-31
5304,721,108,,,,,,,,,Bohnsdorf,2023-10-01,2023-12-31
5390,306,83,,,,,,,,,Adlershof,2023-10-01,2023-12-31
5404,567,114,,,,,,,,,Salvador-Allende,2023-10-01,2023-12-31
4390,884,80,91.0,74.0,,,,,,,Mariendorf,2023-10-01,2023-12-31
6110,335,95,,,,,,,,,Marzahn,2023-10-01,2023-12-31
6204,597,100,,,,,,,,,Kaulsdorf,2023-10-01,2023-12-31
5300,1939,88,793.0,83.0,499.0,69.0,109.0,88.0,235.0,82.0,Treptow,2023-10-01,2023-12-31
6310,1005,104,,,,,,,,,Hohenschönhausen,2023-10-01,2023-12-31
5400,1939,81,674.0,80.0,400.0,79.0,54.0,103.0,,,Köpenick,2023-10-01,2023-12-31
6320,643,121,561.0,116.0,,,,,,,Falkenberg,2023-10-01,2023-12-31
6200,2099,91,666.0,97.0,366.0,122.0,40.0,143.0,,,Hellersdorf,2023-10-01,2023-12-31
6400,2540,87,894.0,114.0,536.0,103.0,101.0,124.0,,,Lichtenberg,2023-10-01,2023-12-31
5330,633,109,,,,,,,,,Altglienicke,2023-10-01,2023-12-31
6300,2004,85,714.0,85.0,486.0,89.0,95.0,112.0,,,Weißensee,2023-10-01,2023-12-31
6500,1092,92,,,280.0,94.0,,,,,Karlshorst,2023-10-01,2023-12-31
6330,647,115,,,,,,,,,Wartenberg,2023-10-01,2023-12-31
6100,3263,106,726.0,102.0,530.0,98.0,110.0,125.0,253.0,122.0,Marzahn,2023-10-01,2023-12-31
5410,426,77,,,,,,,,,Friedrichshagen,2023-10-01,2023-12-31
5490,155,90,,,,,,,,,Rahnsdorf,2023-10-01,2023-12-31
6490,689,67,,,,,,,,,Rummelsburg,2023-10-01,2023-12-31
