wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
1100,2893,90,1020.0,89.0,532.0,104.0,,,134.0,185.0,Feuer- und Lehrrettungswache Mitte,2021-07-01,2021-09-30
1700,1502,69,,,474.0,108.0,95.0,132.0,,,Tiergarten,2021-07-01,2021-09-30
1310,499,114,,,,,,,,,Schieritz/Prenzlauer Berg,2021-07-01,2021-09-30
1200,2005,58,880.0,54.0,503.0,82.0,153.0,85.0,478.0,62.0,Friedrichshain,2021-07-01,2021-09-30
1300,1899,88,,,620.0,100.0,183.0,130.0,5.0,52.0,Prenzlauer Berg,2021-07-01,2021-09-30
1400,540,65,,,501.0,84.0,113.0,120.0,9.0,54.0,Moabit,2021-07-01,2021-09-30
2320,457,100,,,,,,,,,Frohnau,2021-07-01,2021-09-30
2100,1371,74,1088.0,76.0,493.0,99.0,87.0,92.0,,,Schillerpark,2021-07-01,2021-09-30
1500,2311,64,945.0,72.0,545.0,93.0,,,101.0,89.0,Urban,2021-07-01,2021-09-30
2500,1932,67,,,536.0,64.0,,,,,Wedding,2021-07-01,2021-09-30
2300,710,69,316.0,63.0,224.0,96.0,,,,,Hermsdorf,2021-07-01,2021-09-30
1600,2518,81,481.0,66.0,475.0,106.0,164.0,133.0,,,Kreuzberg,2021-07-01,2021-09-30
1704,810,81,,,,,,,,,Scharnhorststraße,2021-07-01,2021-09-30
2420,286,83,,,,,,,,,Tegelort,2021-07-01,2021-09-30
1204,616,86,,,,,,,,,Am Friedrichshain,2021-07-01,2021-09-30
2640,229,111,,,,,,,,,Wilhelmsruh,2021-07-01,2021-09-30
2630,561,70,,,,,,,,,Blankenfelde,2021-07-01,2021-09-30
2604,540,104,,,,,,,,,Pankow Mitte,2021-07-01,2021-09-30
3103,5,63,,,,,,,,,Lynar,2021-07-01,2021-09-30
3100,1278,71,734.0,73.0,574.0,78.0,81.0,100.0,192.0,97.0,Spandau-Nord,2021-07-01,2021-09-30
3110,667,89,,,,,,,,,Staaken,2021-07-01,2021-09-30
