wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3104,509,73,,,,,,,,,Falkenhagener Feld,2021-07-01,2021-09-30
2600,1174,93,747.0,69.0,320.0,100.0,40.0,145.0,206.0,80.0,Pankow,2021-07-01,2021-09-30
2400,1003,69,806.0,72.0,333.0,95.0,53.0,130.0,,,Tegel,2021-07-01,2021-09-30
3304,568,124,,,,,,,,,Westend,2021-07-01,2021-09-30
3200,1791,81,686.0,87.0,507.0,95.0,65.0,110.0,,,Spandau-Süd,2021-07-01,2021-09-30
2720,782,90,,,,,,,,,Karow,2021-07-01,2021-09-30
2704,464,74,,,,,,,,,Buch,2021-07-01,2021-09-30
2200,2006,79,,,507.0,117.0,51.0,146.0,240.0,102.0,Wittenau,2021-07-01,2021-09-30
3490,796,82,,,,,,,,,Friedenau,2021-07-01,2021-09-30
3220,391,88,,,,,,,,,Kladow,2021-07-01,2021-09-30
3503,17,101,,,,,,,,,Budapester,2021-07-01,2021-09-30
3600,1141,67,883.0,62.0,437.0,62.0,87.0,70.0,77.0,90.0,Charlottenburg-Nord,2021-07-01,2021-09-30
3404,640,105,,,,,,,,,Schmargendorf,2021-07-01,2021-09-30
4100,1165,81,694.0,86.0,277.0,95.0,31.0,125.0,123.0,73.0,Zehlendorf,2021-07-01,2021-09-30
3390,620,89,,,,,,,,,Lietzow,2021-07-01,2021-09-30
3400,1406,80,,,998.0,107.0,165.0,109.0,,,Wilmersdorf,2021-07-01,2021-09-30
4500,827,72,,,168.0,102.0,,,,,Wannsee,2021-07-01,2021-09-30
4300,1470,67,911.0,79.0,451.0,89.0,76.0,136.0,438.0,84.0,Tempelhof,2021-07-01,2021-09-30
4400,1770,74,1067.0,82.0,413.0,69.0,121.0,110.0,,,Schöneberg,2021-07-01,2021-09-30
4700,1017,78,790.0,79.0,386.0,101.0,33.0,128.0,,,Marienfelde,2021-07-01,2021-09-30
4600,1338,69,,,390.0,84.0,40.0,97.0,,,Lichterfelde,2021-07-01,2021-09-30
3690,631,55,,,,,,,,,Siemensstadt/Charlottenburg Nord,2021-07-01,2021-09-30
4604,562,90,,,,,,,,,Lankwitz,2021-07-01,2021-09-30
3300,1872,71,1024.0,50.0,692.0,88.0,136.0,105.0,463.0,88.0,Suarez,2021-07-01,2021-09-30
5210,419,88,,,,,,,,,Rudow,2021-07-01,2021-09-30
4710,805,73,,,,,,,,,Lichtenrade,2021-07-01,2021-09-30
3504,738,74,,,,,,,,,Tiergarten-Süd,2021-07-01,2021-09-30
4790,595,90,,,,,,,,,Marienfelde-Süd,2021-07-01,2021-09-30
5100,2027,79,881.0,66.0,524.0,92.0,145.0,105.0,,,Neukölln,2021-07-01,2021-09-30
5200,2106,69,880.0,58.0,578.0,82.0,46.0,107.0,,,Buckow,2021-07-01,2021-09-30
5404,778,104,,,,,,,,,Salvador-Allende,2021-07-01,2021-09-30
4200,1699,81,,,443.0,68.0,52.0,103.0,,,Steglitz,2021-07-01,2021-09-30
5304,641,103,,,,,,,,,Bohnsdorf,2021-07-01,2021-09-30
5390,380,71,,,,,,,,,Adlershof,2021-07-01,2021-09-30
4390,1261,77,220.0,77.0,,,,,,,Mariendorf,2021-07-01,2021-09-30
6110,241,93,,,,,,,,,Marzahn,2021-07-01,2021-09-30
5300,1675,83,778.0,79.0,458.0,82.0,108.0,98.0,228.0,88.0,Treptow,2021-07-01,2021-09-30
6120,340,123,,,,,,,,,Biesdorf,2021-07-01,2021-09-30
6310,978,100,,,,,,,,,Hohenschönhausen,2021-07-01,2021-09-30
5400,1197,69,634.0,76.0,298.0,87.0,34.0,109.0,,,Köpenick,2021-07-01,2021-09-30
6204,568,103,,,,,,,,,Kaulsdorf,2021-07-01,2021-09-30
6320,564,107,632.0,111.0,,,,,,,Falkenberg,2021-07-01,2021-09-30
5490,183,86,,,,,,,,,Rahnsdorf,2021-07-01,2021-09-30
6400,1785,80,803.0,93.0,480.0,102.0,109.0,123.0,,,Lichtenberg,2021-07-01,2021-09-30
5330,824,82,,,,,,,,,Altglienicke,2021-07-01,2021-09-30
6200,1883,81,691.0,88.0,331.0,116.0,32.0,121.0,,,Hellersdorf,2021-07-01,2021-09-30
6490,691,66,,,,,,,,,Rummelsburg,2021-07-01,2021-09-30
6100,3378,103,905.0,108.0,665.0,89.0,140.0,148.0,346.0,119.0,Marzahn,2021-07-01,2021-09-30
6330,575,107,,,,,,,,,Wartenberg,2021-07-01,2021-09-30
6500,1097,85,,,281.0,86.0,,,,,Karlshorst,2021-07-01,2021-09-30
5410,638,76,,,,,,,,,Friedrichshagen,2021-07-01,2021-09-30
6300,1801,84,749.0,76.0,484.0,95.0,99.0,118.0,,,Weißensee,2021-07-01,2021-09-30
