planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
1100101,Stülerstraße,668,414,325,10,43,39,325,43,171,15,590.2826086956521,564.0,189.10843408451467,524.1111111111111,531.0,111.1051803972754,531.3611111111111,505.5,103.50214705234109,643.9444444444445,657.0,144.59894179506978,762.1111111111111,742.0,148.5288202926164,811.3333333333334,717.0,411.7973736233354
1100102,Großer Tiergarten,1830,1544,1136,7,192,92,1136,192,480,87,649.4764344262295,604.0,246.88024182398337,624.5714285714286,661.0,101.7166933904446,619.6118421052631,608.0,122.06186952232942,751.5405405405405,752.0,164.5316741988357,833.5945945945946,814.0,175.88996448598093,911.2575757575758,833.0,347.47331101079095
1100103,Lützowstraße,1104,844,677,11,47,40,677,47,365,28,578.4066666666666,556.0,208.74553676847034,510.3333333333333,528.0,144.02256767604166,581.8648648648649,574.0,114.5738874075401,674.2285714285714,666.0,131.83860135302817,752.0645161290323,743.0,118.21785975727778,778.2727272727273,691.0,278.9217265568506
1100104,Körnerstraße,493,415,344,8,46,32,344,46,170,17,598.25,572.0,199.336658419445,584.4285714285714,567.0,220.18163497656292,605.2647058823529,604.5,100.60282206522155,734.4324324324324,710.0,115.25636654879432,817.3,767.5,181.44655585482727,876.2413793103449,869.0,283.3283878637263
1100205,Wilhelmstraße,990,860,654,1,88,42,654,88,308,46,619.053448275862,591.0,191.02760628020727,641.0,641.0,,601.3235294117648,602.0,94.86352194765149,742.2142857142857,736.5,138.1840709854796,778.2830188679245,764.0,96.58045218654406,993.2727272727273,998.0,377.1121577799562
1100206,Unter den Linden,2484,2176,1644,9,227,80,1644,227,717,119,618.9510985116939,598.0,198.20891554794682,489.0,459.5,111.13183933637433,600.3076923076923,601.0,115.00590613389399,754.2894736842105,745.5,180.12416468487848,811.875,778.0,172.32372669837656,974.8545454545455,901.0,406.9001796865618
1100207,Leipziger Straße,1452,1257,1004,11,125,70,1004,125,422,60,631.0247469066367,611.0,181.57218632367798,535.625,496.5,169.6121099955509,615.5454545454545,619.0,119.91232109143822,740.7623762376238,729.0,125.9919162894867,808.6315789473684,772.5,152.42238174277534,882.0555555555555,808.0,338.80524915553764
1100308,Charitéviertel,2069,1199,901,11,140,75,901,140,470,47,575.6873315363881,537.0,217.45753137096625,423.14285714285717,366.0,127.04386194201928,557.0347826086957,550.0,116.1463029624202,738.2368421052631,713.0,179.38529762031456,818.671875,773.5,178.18084755249035,1041.388888888889,1061.0,450.913095282068
1100309,Oranienburger Straße,2176,1741,1258,14,212,93,1258,212,644,65,589.5869365225391,568.0,210.27735243932872,443.22222222222223,432.0,107.21214690716926,594.0122699386503,595.0,116.04820133765308,711.0509554140127,685.0,138.51843329052213,777.1688311688312,732.0,199.19399447968746,1068.955223880597,1116.0,451.7064088353227
1100310,Alexanderplatzviertel,5207,4776,3474,31,281,148,3474,281,1868,122,588.1472995090016,554.0,203.09283262213438,469.27272727272725,466.5,109.22636251564118,563.6807511737089,549.0,138.99406616694742,710.8625592417062,694.0,152.5899736801367,760.5704225352113,721.5,171.61111397027307,886.7333333333333,750.0,408.6240106152378
1100311,Karl-Marx-Allee,1694,1525,1194,27,108,61,1194,108,685,26,570.7381404174573,535.0,198.1006097728125,403.6666666666667,406.5,77.23294333528851,541.125,520.5,183.99943926760656,681.2394366197183,685.0,132.34678093000682,761.1666666666666,728.5,111.68585355835123,957.28,905.0,408.39606826147167
1100312,Heine-Viertel West,1354,1249,1026,4,55,49,1026,55,574,19,591.975321888412,557.0,196.46887196264007,455.0,467.0,69.3060843889866,616.0769230769231,614.0,129.64392218189192,740.8108108108108,714.0,178.96769383169536,747.75,732.5,122.72557104969482,873.8857142857142,824.0,358.4193872307372
1100313,Heine-Viertel Ost,1333,1226,991,7,54,53,991,54,628,20,566.5681063122923,538.0,184.69461689334946,468.3333333333333,451.5,59.644502401031616,551.6285714285714,525.0,115.07033289516913,653.2857142857143,618.0,145.4606418222047,683.05,649.5,106.43875184695113,886.7777777777778,741.0,395.0333881810217
1100414,Nordbahnhof,435,388,304,7,31,16,304,31,169,8,590.0695970695971,555.0,217.48540922709117,431.3333333333333,393.0,144.10227849228013,546.2,540.0,123.03962776276593,691.4615384615385,644.5,132.52599164518054,730.7,687.0,153.07155189649052,796.6363636363636,634.0,474.2542087799059
1100415,Invalidenstraße,1257,1124,890,12,74,59,890,74,495,31,575.6763590391909,554.0,192.6637693894059,396.3,370.0,79.75385744763558,553.3090909090909,537.0,145.56605637193297,657.0188679245283,629.0,135.20518460786775,722.1176470588235,716.5,134.63413154216906,921.7555555555556,763.0,388.74279622413786
1100416,Arkonaplatz,924,830,648,8,33,61,648,33,348,14,583.2269503546099,539.5,208.88910666098536,502.42857142857144,487.0,85.90276895587077,521.2916666666666,499.5,119.31561331070695,689.6666666666666,581.0,324.1669837187824,782.6470588235294,739.0,146.98381763670048,951.2127659574468,804.0,477.2546005504095
1200517,Huttenkiez,950,842,636,5,66,42,636,66,269,22,623.70197486535,607.0,196.3271043044798,491.75,476.0,113.47650270724185,585.2051282051282,583.0,129.13501288169996,749.6,731.0,146.6258999817377,819.7916666666666,779.5,263.41568722337377,952.9722222222222,824.0,391.6801527566748
1200518,Beusselkiez,684,622,484,7,36,26,484,36,224,5,594.5424528301887,587.5,168.5784482932429,556.0,513.0,123.20105519028643,616.9375,573.5,207.3928538627436,730.7142857142857,700.0,128.3561323166786,647.6,664.0,83.96606457373122,808.2173913043479,926.0,305.08045980777223
1200519,Emdener Straße,972,883,710,9,33,56,710,33,316,5,614.3636363636364,594.0,176.04504479674247,522.0,526.5,77.49470027962282,682.5,632.5,255.61166547990675,761.1363636363636,763.5,150.09085992746603,810.3333333333334,805.0,105.85587686409606,850.1951219512196,784.0,333.25854974120284
