district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_std
91002,Plänterwald,1479,1383,1146,18,41,51,183,10,734.3667953667954,177.7315856534768,642.3333333333334,150.73518248270787,661.0714285714286,89.82820169693822,776.4090909090909,188.11512662675713,844.347076923077,215.7929830719176,999.9117647058823,363.19869907381644
91003,Baumschulenweg,2694,2553,2070,39,72,68,649,4,686.1526513122657,188.8686851282299,537.6363636363636,94.22672729307561,611.9230769230769,157.2317070968804,686.3055555555555,156.97803657917873,853.4375000000001,244.20703241424363,850.3921568627451,288.1853624618275
91004,Johannisthal,2659,2472,2045,33,86,101,977,5,624.5681081081082,215.1686874165313,460.53846153846155,103.31281847640427,548.2727272727273,94.39510325207769,673.4722222222222,247.30391783750173,805.6303333333333,242.8587388359744,776.3380281690141,367.21698309862563
92005,Oberschöneweide,3137,2906,2284,26,124,107,648,16,700.9670437776684,198.13096260425024,553.4545454545455,60.94550827054426,636.7272727272727,195.57201099148517,729.7213114754098,184.7219650490561,895.4848214285714,269.3166316522663,933.6666666666666,338.02901192534614
92006,Niederschöneweide,2344,2182,1751,21,84,76,700,10,660.0365150544523,215.04148514289687,547.2777777777778,123.02692462630499,586.4222222222222,195.06275084617457,747.6764705882352,177.74952083441104,851.8216153846154,150.29717018323979,789.3934426229508,234.7246811826233
92007,Adlershof,2646,2412,1922,23,122,112,645,14,666.3559120617945,205.5031495525691,542.95,113.41144238196557,601.304347826087,99.84501606808388,768.6875,144.44609118800577,951.7242400000002,263.5987717473092,788.4102564102565,257.8066544181338
92008,Köllnische Vorstadt/Spindlersfeld,1344,1266,1016,17,39,38,422,4,647.6688963210702,207.0646860795282,538.9285714285714,136.57878215983527,606.9310344827586,130.6639449215546,666.6470588235294,138.4178191096032,905.1886000000001,383.564309756265,869.8666666666667,387.3378400038532
93009,Altglienicke,3050,2882,2411,40,76,92,424,8,752.6994191674734,206.20390052193858,653.4545454545455,167.70232014440998,699.5272727272727,155.0028499792294,877.2368421052631,118.35572451256135,891.2905999999999,146.35665390349897,953.5882352941177,301.860177994421
93010,Bohnsdorf,1997,1576,1251,13,88,57,449,7,692.4229636898921,251.72507124981922,529.0,116.9978632283513,787.5094339622641,140.517124968058,967.3333333333334,176.9551955805137,1440.30496,2137.7562037373928,1015.7241379310345,430.58472673395164
93011,Grünau,1102,1035,850,12,19,48,246,3,703.318309859155,228.56162135396798,505.5,119.39131339542972,929.7857142857143,418.7538617174732,867.0,247.0198372600873,917.2896666666667,250.2211327323627,906.4285714285714,282.50734878300443
93012,Schmöckwitz,498,461,361,6,11,26,10,0,956.4383561643835,249.09235849345416,832.3333333333334,150.15680692751383,1244.0,232.44891911987892,1185.4,138.33763045534644,1323.837,,928.7692307692307,396.23733499132265
94013,Köpenick Süd,1545,1468,1224,23,27,50,274,1,721.6415094339623,208.98411543430115,619.2631578947369,164.27072577008127,715.7647058823529,137.74865217660238,809.1111111111111,433.0252430414549,1180.2753333333333,328.8603979583637,927.829268292683,313.2075910988608
94014,Allende-Viertel,2118,1733,1443,24,38,30,621,1,642.9944444444444,219.927060190193,550.6111111111111,142.29717821553797,716.8235294117648,131.8887956263333,919.0,289.8154585249034,1090.1966666666667,294.6988987463871,1030.7407407407406,412.67519287548026
94015,Altstadt Köpenick,1125,1063,829,15,35,26,470,5,597.3222683264177,231.6976308061075,411.07142857142856,80.46065860044637,562.35,143.3318839176002,622.9,175.93057841390913,861.718,138.48807198558913,974.2142857142857,473.98590997744105
94016,Müggelheim,579,528,444,11,11,39,79,0,834.9065934065934,270.7850785111432,534.0,157.31285177420608,670.0,204.61793665267962,963.5,70.58092282385282,1360.1426666666666,296.040902824818,895.8666666666667,193.2436902191733
95017,Friedrichshagen,2665,2507,2055,30,48,109,661,0,681.807624633431,220.08717983078535,570.9047619047619,152.376804259016,652.2758620689655,160.40259539931841,959.9444444444445,189.89888090065264,1186.29475,132.37516816073676,1049.9767441860465,374.5044019305218
95018,Rahnsdorf,1074,995,819,11,23,55,224,0,759.0593900481541,295.17872073465406,508.5,119.57424471850115,770.0909090909091,165.0966108346592,1134.0,55.154328932550705,1598.747,765.428948498814,721.3333333333334,230.1348155610822
95019,Dammvorstadt,1755,1623,1317,15,64,67,678,6,613.3922077922078,210.04302878861546,515.4444444444445,81.11274731987432,607.3333333333334,158.30855946536812,724.7666666666667,234.04165313528884,878.6902727272728,139.65387401006166,971.4042553191489,408.5157471061214
95020,Köpenick Nord,1647,1563,1270,20,27,57,291,3,727.2860938883969,197.55971938407697,606.3333333333334,96.67003278211524,716.0,133.03307859325815,868.3076923076923,330.0250961708278,1020.6247999999999,461.7555863611181,977.6052631578947,413.2315978783133
101001,Marzahn Nord,3272,3049,2470,28,127,95,752,10,702.997334517992,210.24974354219486,539.76,104.67858743155959,788.7066666666667,159.3117607620891,881.6349206349206,161.47498573756005,950.4805454545457,228.48479516000046,1077.031746031746,350.7592211674541
101002,Marzahn Mitte,7167,6677,5442,66,260,229,2022,40,662.0738965448372,191.42104198149124,513.7454545454545,109.9151555252569,711.5874125874126,201.96120561344355,745.6090909090909,147.70973863992256,895.6654666666667,212.13105494605048,923.046052631579,391.297270826798
101003,Marzahn Süd,5721,5300,4351,57,192,228,2201,31,611.8172715894868,197.28923999648998,484.4166666666667,112.79313268165684,614.0,159.5001119569692,734.65625,212.97738096481416,865.8603469387755,192.1204044449894,922.5033112582781,466.19224752845173
102004,Hellersdorf Nord,5232,4867,3949,49,181,183,1077,16,717.6085844229676,209.58893926777796,558.1,110.36206148575067,658.1098901098901,182.9290360616166,786.4777777777778,216.19021107763592,965.5844615384617,233.47440276659552,952.5178571428571,338.8038307255184
102005,Hellersdorf Ost,2581,2420,1985,26,91,70,468,6,738.1500559910414,214.22075812787628,581.5,109.98221200049461,678.9811320754717,225.36035165639447,824.8444444444444,252.1219902741488,1042.3719444444446,271.8556098780623,926.8611111111111,322.2059813914764
102006,Hellersdorf Süd,3171,2992,2473,43,92,85,1403,13,599.1851179673321,231.5549310575807,448.8918918918919,83.06850713042142,567.8723404255319,142.94657211415017,811.9512195121952,241.6731213043263,901.4719500000001,215.79372604861507,710.5961538461538,327.5340580773293
103007,Biesdorf,4053,3480,2904,50,80,125,1108,14,658.9903093551994,202.68249134987565,560.3658536585366,147.14665407299634,712.3,286.4881127996591,814.560975609756,221.47776962716685,895.4840909090909,237.09118050434466,847.6612903225806,353.06865275603764
104008,Kaulsdorf,2244,1872,1564,25,68,97,539,10,691.4044700793079,239.26257574715711,591.6190476190476,158.6138317393777,568.1111111111111,142.486398429372,848.4137931034483,172.80635678647013,949.612705882353,175.41067004096584,783.5806451612904,299.71306214319236
104009,Mahlsdorf,2498,2341,1960,34,54,103,228,0,818.601166180758,226.02422810528074,682.1785714285714,141.98827639956983,704.9,235.71832255089316,1015.9375,289.01498663564143,1107.3144545454545,147.72441592869043,897.7368421052631,247.42268101915548
111001,"Malchow, Wartenberg und Falkenberg",766,706,562,11,25,35,220,0,667.5177165354331,231.08575233461198,531.0,151.13636226930964,797.3571428571429,286.88395057740877,768.0,111.77059839987737,921.414,,967.1904761904761,436.03584933438896
111002,Neu-Hohenschönhausen Nord,3603,3375,2764,38,114,114,1049,14,668.3743402354852,212.09763632537351,570.9117647058823,111.24157922425677,770.5076923076923,196.64936459636434,916.3571428571429,143.24859873297555,901.2056818181819,163.04577729301795,997.7538461538461,364.0106896940507
111003,Neu-Hohenschönhausen Süd,3703,3467,2779,36,101,134,621,12,718.8644135188866,197.7352387612668,569.551724137931,148.68076689118112,742.15625,208.73733922256048,884.0909090909091,134.51995930090496,947.5942857142857,133.72969981461836,998.4408602150538,327.31126198977466
112004,Alt-Hohenschönhausen Nord,2353,2172,1750,22,92,89,668,27,654.9108280254777,207.77555289256503,508.8888888888889,110.12820811319061,631.3857142857142,170.8852732231624,783.9636363636364,128.51501766062114,782.7328709677419,153.45571710838752,957.3018867924528,330.68033511963347
112005,Alt-Hohenschönhausen Süd,4164,3876,3172,49,133,154,1502,19,628.4369572768322,198.30910155478696,500.67391304347825,112.00814540773881,640.2261904761905,119.25091004582927,779.9230769230769,168.90339736771912,850.0903214285715,168.12278484225476,964.8157894736842,347.03585711013744
113006,Fennpfuhl,4740,4469,3638,49,137,131,1818,33,622.3107497741644,211.31237177631803,483.8181818181818,104.37505554428772,589.2816901408451,136.42938341852815,773.7837837837837,161.5877784499526,818.3331794871793,148.29769322901106,997.0537634408602,396.2623846807271
113007,Alt-Lichtenberg,5781,4640,3670,56,310,150,2046,41,582.3207147183525,205.36686154980154,467.425,129.1063738520712,598.8363636363637,143.00133424710532,785.7814569536424,179.49008864148962,849.7409999999995,175.77048936580016,953.8421052631579,493.5342754493513
113008,Frankfurter Allee Süd,1610,1497,1182,10,67,46,519,17,650.1034164358264,204.71330752669806,547.3333333333334,70.44856279584421,655.4722222222222,153.42461827250375,851.2068965517242,170.17519949207488,845.7335454545454,131.47288805381942,872.0384615384615,299.127996786557
114009,Neu-Lichtenberg,3272,3021,2389,33,123,128,867,26,658.671009771987,201.17163614660404,557.074074074074,135.3269334514712,701.4342105263158,162.8648794165532,812.887323943662,142.23055220267997,862.5647631578948,162.54521577543562,1127.3866666666668,444.20533033215116
114010,Friedrichsfelde Nord,2269,2125,1734,17,58,86,460,11,698.82530507386,189.9829083148974,612.7333333333333,176.59253610932657,746.9756097560976,87.40780508766882,804.90625,173.6684567297793,809.4567142857144,79.34318896116713,1066.65,452.4157314548165
114011,Friedrichsfelde Süd,3814,3588,2955,42,105,120,995,14,688.603396226415,201.36145534846185,593.3142857142857,102.21078895180912,703.5098039215686,150.3153182545305,875.4912280701755,137.9587312525817,949.2715,173.118370152701,971.1315789473684,379.12247245818463
115012,Rummelsburger Bucht,607,530,407,5,27,50,133,2,684.1602209944751,211.15196971263242,487.0,190.49934383089092,722.5,264.0713473108891,951.6923076923077,221.26695212472225,1018.6105555555555,149.10494848353557,1053.6764705882354,382.65996620056865
115013,Karlshorst,2707,2519,2089,17,90,97,781,5,688.6675993284834,251.21634510101694,526.6666666666666,94.49611183278996,703.64,253.8175272569984,909.1290322580645,157.0014314022824,1045.9405263157894,247.12528377758525,966.3387096774194,435.0061218166705
121001,Ost 1 - Reginhardstraße,3923,3687,3062,49,108,128,1110,21,665.5516117348786,195.62079452842016,583.390243902439,137.46797409738394,661.5483870967741,94.23021641639419,805.35,176.86218181378462,768.50804,126.50230379505612,882.7941176470588,325.70120359688775
121002,Ost 2 - Alt-Reinickendorf,4428,4094,3394,53,166,167,1617,47,624.3490691489362,203.3145181930672,522.4146341463414,133.40295641584487,602.37,138.47011528948343,755.8241758241758,205.89245269242403,765.9195882352941,131.71470404129926,838.7441860465116,316.8132651665096
122003,West 4 - Auguste-Viktoria-Allee,4016,3777,3088,33,124,115,1238,28,654.6769063968196,196.4355829112062,545.2068965517242,82.49518570816501,672.0512820512821,170.35599833045552,743.025,124.32093777646728,806.3678378378378,181.06198363613146,854.9684210526316,264.5668661260055
122004,West 1 - Tegel-Süd/Flughafensee,3022,2817,2263,35,96,109,738,10,710.6618953603158,238.8336860231783,526.625,151.51519151844008,686.9230769230769,237.1860233089041,913.2,288.75552452061675,923.9220416666666,156.3289773852005,981.7368421052631,393.6259940068678
122005,West 5 - Tegel,2540,2356,1913,29,82,84,933,12,599.029429075927,255.1928143852549,389.08,109.24472527312247,503.2682926829268,160.80563180284514,834.4230769230769,223.38848190126956,828.8518666666665,112.66634455320249,883.4745762711865,410.8863151744801
124006,West 2 - Heiligensee/Konradshöhe,2506,2358,1951,35,48,100,438,2,744.0345443716498,241.6409609125054,642.72,174.49964660900224,820.8620689655172,228.53426191053953,1136.5384615384614,183.75917908348387,1125.7646,255.01595358977056,969.3409090909091,389.60958056016875
124007,Nord 1 - Frohnau/Hermsdorf,3502,3037,2520,52,54,145,1067,1,655.5894886363636,258.48662523836475,525.5714285714286,143.29113172857473,646.3448275862069,242.79286819692754,910.6470588235294,161.22923942963578,1133.8504285714284,318.62346623188165,1007.075,434.61164899601806
125008,West 3 - Borsigwalde/Freie Scholle,2159,1988,1616,23,94,77,752,13,641.3298755186722,219.9490876121967,481.6666666666667,130.02578929717342,636.4042553191489,223.8162736025347,782.5714285714286,167.91201860805364,954.1107391304347,291.88146279988655,930.3333333333334,320.13424603417695
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,5544,4873,3935,60,148,150,1734,12,639.595473012188,236.21098419320114,535.4130434782609,149.8110774849379,662.2058823529412,240.18802080456845,809.6851851851852,163.72835580119067,929.5839583333333,184.11331663914953,885.566371681416,344.5734909199392
126010,Rollbergesiedlung,1263,1177,971,22,44,42,390,9,664.3075117370892,206.90358180665712,586.7777777777778,163.2668532172931,646.5555555555555,112.09933736605447,865.7727272727273,262.2839122961046,888.7515000000001,198.13613430853738,904.0588235294117,301.7546606480443
126011,MV Nord,4230,3956,3365,36,129,100,773,30,762.685260311021,238.39087154339933,600.5357142857143,154.9768159824672,685.65,168.9284995928264,979.75,203.14870618686408,904.0377916666667,190.53522843384806,859.231884057971,238.19191131420848
126012,MV Süd,1570,1489,1249,14,32,49,456,6,694.3093922651934,240.27546795618954,529.8,125.75090015140599,679.3333333333334,175.63253650388324,940.0,86.46001002390258,840.9388571428573,103.74261512742092,807.081081081081,294.364888680168
