district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
011001,Tiergarten Süd,4121,3225,3124,38,353,206,2784,205,1394,163,639.4,599.0,229.59,496.39,476.0,125.67,618.15,610.0,130.66,715.43,705.0,137.63,814.08,770.16,185.1,846.94,800.0,304.48
011002,Regierungsviertel,5351,4666,4586,26,481,203,4128,287,1975,252,638.69,609.0,219.56,506.09,520.0,90.74,636.44,636.0,134.26,748.83,734.5,153.22,783.05,768.77,110.35,906.8,846.0,330.06
011003,Alexanderplatz,14336,12123,11673,88,974,449,10552,535,6229,489,598.74,561.0,212.41,440.13,439.0,126.38,585.62,574.0,150.56,700.49,683.0,153.88,732.54,702.52,200.44,896.41,781.5,427.28
011004,Brunnenstraße Süd,2821,2494,2386,20,174,153,2173,85,1320,76,590.42,544.0,231.79,383.53,396.0,55.87,548.45,541.0,123.47,657.16,632.5,147.12,720.53,694.44,125.71,961.36,805.5,464.17
012005,Moabit West,5936,5437,5221,62,245,252,4696,78,2495,73,615.34,585.0,202.23,461.9,447.0,99.91,559.7,530.0,161.76,692.98,676.0,171.72,709.72,696.41,146.95,835.39,750.0,376.7
012006,Moabit Ost,8476,7716,7396,70,512,244,6732,273,3788,232,612.86,572.0,218.12,488.04,469.5,131.85,567.91,544.0,160.79,673.8,657.0,148.18,768.55,738.96,246.2,860.68,785.0,374.56
013007,Osloer Straße,5385,4780,4576,50,170,213,4147,54,1974,45,646.44,612.0,206.16,459.84,454.5,92.01,623.13,596.0,158.77,752.98,742.0,137.29,769.11,744.5,130.46,872.87,752.5,405.41
013008,Brunnenstraße Nord,6244,5685,5430,44,301,255,4935,62,2979,57,594.1,549.0,215.73,423.12,406.5,93.98,527.67,515.0,148.82,693.25,674.0,197.87,706.62,713.56,142.12,829.37,622.5,440.24
014009,Parkviertel,7993,6349,6046,71,266,267,5519,69,3169,59,604.24,567.0,209.57,413.82,421.0,70.64,577.23,542.0,186.82,741.83,744.5,167.9,766.81,731.69,197.81,867.9,814.0,362.86
014010,Wedding Zentrum,8279,7526,7175,72,278,274,6499,51,3941,48,595.05,550.0,214.49,441.23,429.5,97.6,548.36,526.0,158.34,712.5,692.0,181.36,718.49,702.34,125.79,937.17,864.0,423.91
