district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
011001,Tiergarten Süd,3852,3101,2899,36,272,138,2479,173,1209,135,647.0,606.0,241.06,537.94,555.5,159.28,625.6,616.0,137.19,750.2,712.0,182.32,817.15,786.12,150.49,804.92,775.0,259.76
011002,Regierungsviertel,4649,4055,3855,36,416,173,3390,266,1542,235,650.65,618.0,211.62,531.84,527.0,119.4,600.65,600.0,125.21,743.75,725.5,150.47,792.25,761.33,173.77,860.93,792.0,303.5
011003,Alexanderplatz,13751,11634,10915,106,831,398,9518,478,5249,411,619.76,577.0,225.06,481.71,477.0,115.71,557.49,549.0,127.54,708.8,682.0,150.55,760.05,723.89,166.6,922.94,814.5,406.5
011004,Brunnenstraße Süd,2758,2478,2279,23,137,143,2013,60,1117,54,621.25,573.0,223.96,437.7,421.5,93.76,531.19,521.5,128.99,664.07,645.0,152.95,711.05,686.45,146.52,895.93,699.0,442.72
012005,Moabit West,5685,5208,4737,64,210,265,4130,78,2029,68,638.87,605.0,221.25,478.32,447.0,142.93,610.7,587.5,180.29,716.73,701.0,154.74,771.9,717.15,225.87,768.54,676.0,334.87
012006,Moabit Ost,9197,8502,7870,87,428,266,6891,224,3541,187,638.96,594.0,234.73,486.95,483.0,107.91,534.04,509.0,132.8,712.17,701.5,155.22,777.29,757.99,151.2,825.01,742.0,346.62
013007,Osloer Straße,5403,4724,4266,58,184,233,3791,57,1550,44,675.81,639.0,223.94,525.65,511.0,154.45,594.55,579.0,114.33,742.35,738.0,115.87,783.79,735.68,172.9,998.04,919.0,402.66
013008,Brunnenstraße Nord,6377,5806,5264,64,310,259,4653,90,2570,70,616.58,571.0,227.57,460.69,440.5,121.99,558.81,528.5,164.98,719.61,683.0,178.77,791.86,767.59,148.21,898.6,712.0,448.57
014009,Parkviertel,8107,6298,5728,88,219,297,5116,92,2638,77,634.96,594.5,221.18,465.19,463.0,106.64,601.64,575.0,151.57,767.54,760.5,161.4,811.3,797.46,166.04,887.52,845.0,323.47
014010,Wedding Zentrum,8292,7477,6755,116,267,311,6007,87,3298,74,623.65,576.0,223.9,468.6,452.0,104.78,593.5,550.0,159.11,756.58,732.0,178.0,776.49,756.46,159.63,906.05,876.5,375.83
