mission_created_month,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_rd1,mission_count_rd2,mission_count_rd3,mission_count_rd4,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
2022-04,43074,38986,34479,466,1502,1448,2346,15637,10570,4536,643.1590647883623,606.0,216.52205490227013,499.4931880108992,497.0,110.82664714994016,607.1814109742442,585.0,163.51766752030338,736.2294685990338,704.5,186.81231779776948,811.702301886792,777.357,187.8629290593788,877.0159027128157,791.0,359.5900583254386
2022-05,46747,42120,37603,434,1708,1688,2400,16177,11688,5062,647.1902122891494,610.0,220.7761595073215,515.6727272727272,491.0,153.98865720815408,612.6245247148289,587.0,162.71877957014573,730.9463894967178,710.0,175.45741932052044,816.0631986455983,786.343,193.40014577185767,903.075794621027,802.0,383.19937389807006
2022-06,46772,42248,38260,442,1658,1611,2681,16484,11706,4533,663.9426109724168,620.0,239.78660965711447,512.8317757009346,495.0,158.7126030350127,620.212389380531,591.0,175.4554032999257,737.9642458100559,708.0,185.97021981373297,817.7418692810463,776.763,193.9534698787324,907.390410958904,823.5,378.9847077612546
2022-07,45015,40785,37240,484,1615,1412,2574,16316,11465,3751,670.1276332477496,624.0,240.86465612631503,519.2164383561644,497.0,145.578175642998,630.890870933893,596.0,189.52143027140448,745.0158371040724,721.0,193.29688283341508,825.1631279069769,790.7085,192.75994573564617,941.8713886300092,851.0,389.8953196812666
2022-08,44195,39628,36383,452,1712,1619,2413,15898,11476,3756,666.3952007528231,625.0,234.97608314353653,517.2774566473988,489.5,157.73598712802266,631.5117521367522,600.0,181.85320480275752,764.3518907563025,740.5,196.51495988891955,844.0006067146288,800.41,202.2894275780724,931.4516680923866,837.0,381.0748783960456
2022-09,40855,36975,34735,417,1486,1233,2237,15593,11433,3054,652.5143043336592,615.0,221.9316028846923,521.7712609970674,515.0,141.60319619147202,604.3704496788008,587.0,152.8641868420325,754.2849223946785,728.0,187.5747125285886,830.1735012106537,796.703,172.6933650574119,905.0033783783784,812.0,380.7425323956398
2022-10,43518,39418,37102,507,1572,1258,2495,17173,11915,3353,679.2024685201346,634.0,242.20059449392343,528.8397932816538,509.0,153.9622124690047,627.6747787610619,600.0,188.3907439567796,756.2364217252397,735.0,180.89848463269723,847.8239999999998,798.357,203.0998389970998,886.5163104611923,776.0,376.9562966243576
2022-11,41793,37873,35710,446,1425,1213,2305,17038,11436,3077,657.3259875523943,619.0,234.05102905607885,518.9054441260745,504.0,154.3721049303311,591.0243902439024,577.0,158.74305621041125,731.4631696428571,720.5,166.41620027700085,813.0753056768554,782.3335,159.84948188007573,842.8511326860842,748.0,351.2154296590244
2022-12,46799,42310,39851,621,1719,1367,2845,21064,11382,2987,727.1897853974343,672.0,271.6841330473927,551.7559912854031,544.0,153.12804436701995,609.6309178743961,594.0,172.81416604858455,774.3377630121817,755.0,194.3117537104321,873.8883549060542,812.306,259.8403800467272,903.5496957403652,809.0,377.413788273014
2023-01,42052,37634,35075,492,1913,1288,2402,17771,10287,3224,623.2575035959725,592.0,201.30041664241813,511.43544303797466,506.0,128.27782649803342,589.7425101214575,564.0,176.75006875723597,723.6505894962487,690.0,196.7486907432969,819.7729436325678,753.357,539.4549186397102,899.1119023397762,804.0,379.727267990786
2023-02,37900,34257,31912,412,1178,1414,2134,16083,9904,2838,632.843312502182,597.0,207.1606413996268,515.7237237237238,502.0,138.23282897987312,587.7956298200514,570.0,143.10690491972494,723.9333333333333,708.0,159.2456963666646,805.9662846347617,767.564,203.9556125663133,909.5357483317446,824.0,368.62585361278354
2023-03,42853,39104,36298,481,1318,1300,2382,18237,11258,3443,626.0964491952328,595.0,203.59794847804068,513.1615384615385,503.0,127.72106520203194,597.2260442260442,577.5,160.8774846811123,728.3783454987835,703.5,172.39785351308598,811.2275731414862,778.784,171.06096664086118,921.6608315098468,823.5,386.1993918578559
2023-04,39603,35860,33287,434,1300,1366,2311,16172,10557,3203,624.4012245996502,592.0,203.4810682428333,506.2485380116959,488.5,129.93142646937494,599.2782834850456,583.0,160.2790390978592,727.3427800269906,710.0,167.36325977182145,794.540093333333,765.86,184.15780853285844,895.5090909090909,787.5,382.9583284283301
2023-05,43143,38695,35953,402,1749,1532,2391,16919,11543,3634,633.885363357216,601.0,210.190132105928,504.43975903614455,486.0,135.3715463993971,619.3903192584964,592.0,185.1254661451659,756.4745562130178,731.0,205.9319836148416,822.1575376344084,775.61,259.8915357135233,910.6111111111112,821.0,376.73032573281097
2023-06,44327,38816,36163,394,1926,2399,2360,16637,11644,3608,661.9624179448091,624.0,228.2594403688616,504.6372881355932,493.0,123.64006062462214,630.3791917454859,602.0,194.1638141537006,763.4972914409534,745.0,191.27900016394565,837.2926325678492,796.703,207.1074621639256,938.269409422694,861.0,387.45231520830407
2023-07,44418,39232,36678,350,1727,2362,2336,17081,11690,3777,639.6942932717157,605.0,217.88554161886083,504.530035335689,483.0,149.98078475860578,618.0860927152318,590.0,178.81483557561597,751.6307531380753,727.0,197.2699764756392,814.4864161073826,784.36,184.77250232828487,923.9528662420382,848.0,386.1284130674833
2023-08,42067,37839,35638,345,1555,1621,2338,16802,11221,3564,634.1068707058089,599.0,214.77992532897807,492.6311787072243,476.0,131.5039433468857,596.6345580933465,569.0,164.0419972331504,740.841081081081,714.0,178.1173540590916,814.1176637554589,771.5699999999999,188.4274209904611,935.5921397379911,854.0,384.0185457365709
2023-09,43628,39293,37308,386,1701,1422,2421,17603,11820,3425,654.3798224959246,617.0,226.61784366277405,502.15017064846415,484.0,145.75100028430302,609.7524752475248,586.5,171.44818401081537,759.1344969199179,736.0,188.3111270103633,815.4310022172943,789.544,174.76743797239047,876.8802030456853,779.0,371.2989091595183
2023-10,44120,39853,37711,385,1604,1472,2419,18459,11569,3540,659.3557620928229,620.0,227.4641477040854,521.0960854092526,512.0,139.1051555696259,630.7090539165819,608.0,169.10238281932416,757.4843096234309,732.0,196.9841431007467,824.9670385487535,793.397,186.31243691099752,896.6423149905123,806.0,389.2218918004796
2023-11,43323,39484,37544,475,1284,1292,2248,18547,11705,3220,675.7591431712173,636.0,232.9857787871406,513.8783783783783,503.5,132.28885131274316,624.2282878411911,600.5,171.02394585538843,744.1278648974668,727.0,182.93502993335096,830.8312132352937,789.3585,208.7260560303656,901.903743315508,804.0,380.98787592609153
2023-12,47416,42881,40633,491,1572,1644,2653,20892,12260,3481,702.0977681825829,655.0,256.674597469065,523.9077809798271,507.0,134.23503080118343,619.7721123829344,596.0,177.49770859029155,764.0590858416946,744.0,193.07154215185508,837.2751731207286,804.817,192.0589886228287,882.98,774.0,370.398318446634
2024-01,46773,42011,39694,502,1947,1619,2500,19898,12216,3559,668.3370125504258,629.0,229.10021783488207,523.3950276243094,503.0,151.31849435614194,609.9632746748279,584.0,185.3143148306463,738.1374358974359,722.0,178.2920094682761,808.4057837837843,785.6835000000001,181.84667454014,887.8678451178451,792.0,373.725654158202
2024-02,41475,37764,35939,441,1267,1308,2365,18256,10748,3124,657.4413144100788,620.0,221.0766464787893,499.8567164179104,491.0,132.50831091761643,609.5421383647799,583.0,163.13565980250905,735.5783439490446,707.0,181.7547034728369,790.8073211488254,761.26,174.4156715392444,885.8229056203605,788.0,363.5312207148594
2024-03,43033,39217,37397,416,1385,1243,2372,18880,11282,3448,641.7676158372512,606.0,214.99390536735748,500.8963414634146,486.5,122.23662913952488,616.1439909297052,584.5,168.4613372524008,732.7773766546329,700.0,198.77952857762665,790.7058705234166,754.724,172.3175629035024,866.4215148188804,763.0,366.0784431315439
2024-04,43036,38878,36975,368,1532,1497,2338,18579,11155,3519,646.5413583589003,611.0,218.0377377081541,498.2536764705882,484.0,149.1531753873551,600.1297297297298,578.0,161.1639764582251,730.5574516496018,715.0,181.3304502115089,790.2758821917805,766.217,194.8023545078076,889.1171586715867,793.5,390.72663104007006
2024-05,46577,41375,39543,413,2130,1944,2670,19402,12225,3592,652.4517842511231,615.0,224.7241208502417,496.8590604026846,488.5,131.35127909665104,629.4233518665608,601.0,183.1075798910502,752.3581349206349,726.0,201.79260621202351,838.6137690417681,787.333,307.21408885632724,910.062812276945,816.0,384.30523998557584
2024-06,45653,40929,39173,391,1731,1915,2630,19290,12008,3509,629.6971011634786,597.0,210.17209691865267,495.19727891156464,479.0,145.39369359059253,597.9347442680776,573.0,162.0798653859473,712.7728557964185,690.0,179.8232629667434,775.1637943262408,753.43,170.1097355209076,889.862973760933,797.5,376.3309609253983
2024-07,46259,41253,39484,362,1781,2092,2495,19406,12374,3468,637.2544205145396,603.0,214.00532607695976,490.8550724637681,482.5,109.95463862882156,612.2708688245315,589.0,165.45325346589576,730.5870337477797,698.5,185.48210568543976,799.5300949227386,771.21,204.60628533940832,891.151455026455,814.0,379.2027132826877
2024-08,44278,39754,38051,380,1868,1625,2474,18743,11892,3450,633.3589218795041,602.0,210.91564832510647,500.446735395189,489.0,124.50143226428092,618.2828111769687,594.0,177.78451425638502,747.1420765027323,723.5,194.97531301568853,816.1728022222221,767.4014999999999,242.12316502416104,891.8536184210526,799.5,380.3932662272184
2024-09,43765,39324,37673,406,1794,1597,2455,18681,11938,3287,654.4309544787078,618.0,225.3833918004591,489.93831168831167,481.5,142.0162378650264,631.7026768642447,603.0,179.50908743374657,760.5539568345324,735.0,202.008109399448,819.2462371638136,788.513,185.22747435814708,903.2669603524228,806.0,389.72484087752656
2024-10,44663,40193,38437,419,1849,1510,2442,19457,12131,3100,650.4668173883181,617.0,218.44553459560973,492.73823529411766,482.0,120.11380668910878,643.2834718374885,614.0,182.8849066226493,755.3266998341625,728.0,198.7126284475633,814.556668181818,778.025,206.40226616092053,872.6672613737734,784.0,371.5816086201324
2024-11,43762,39923,38081,418,1466,1329,2479,19370,12063,3316,653.0757444598338,618.0,217.36537952126136,511.60122699386505,503.0,147.34395301741282,622.367415730337,601.0,162.775003453293,727.1117424242424,704.5,190.8284963106108,799.1364491978608,754.4314999999999,243.68190948235485,900.835341365462,789.0,393.8691119939449
