mission_created_date,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_rd1,mission_count_rd2,mission_count_rd3,mission_count_rd4,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
2018-01-11,1248,1187,1013,20,32,29,76,322,242,73,606.156626506024,569.0,194.6738179555201,449.4285714285714,434.0,95.2855742457412,582.2857142857143,546.5,153.58406001946784,654.2857142857143,634.0,134.04705996669335,699.9684545454546,658.996,146.7183455654838,906.2105263157896,937.0,260.5644682324571
2018-01-12,1211,1135,971,26,36,37,72,278,244,56,600.8006795016987,570.0,199.6296029322424,554.6818181818181,548.0,102.06458569787888,632.1071428571429,598.0,171.4168277503082,697.8823529411765,608.0,178.41415385029757,809.4372727272727,782.72,145.36216210354806,796.6363636363636,720.0,306.9428711281036
2018-01-13,1203,1134,1000,22,43,25,73,308,234,35,608.7628062360802,569.0,210.7803267124734,481.1875,509.5,91.13668763639228,588.3513513513514,570.0,126.63578926639626,683.7083333333334,704.0,126.08467795292476,710.4042631578947,713.714,128.19535360354533,661.3157894736842,542.0,286.21282924727706
2018-01-14,1151,1081,924,13,38,32,52,320,227,32,593.2254672897196,552.0,192.0265865023852,537.9,496.5,197.7425093397977,564.969696969697,559.0,116.00821222236942,677.7619047619048,660.0,228.87767579253,730.6744999999999,721.623,107.46430613286276,645.56,629.0,157.7471816969588
2018-01-15,1280,1210,1028,12,38,31,60,347,240,33,616.0741525423729,579.0,208.58474481156085,468.1818181818182,418.0,144.15048954604225,622.8064516129032,590.0,171.74795862053955,674.6086956521739,636.0,126.77924232533094,753.6625333333334,735.807,108.52906730053384,892.5185185185185,723.0,389.3609528020903
2018-01-16,1316,1237,1063,25,28,51,63,343,238,49,623.4149947201689,579.0,215.084146734742,558.7894736842105,556.0,134.9981806245174,593.4736842105264,585.0,100.36066539184932,713.2727272727273,631.5,247.3001226229996,815.9861249999999,728.138,258.7351207475514,822.2105263157895,775.5,349.2805855666323
2018-01-17,1273,1190,1056,21,30,53,85,333,267,52,611.1198303287381,574.0,203.2138056479333,518.5555555555555,537.0,118.29784057609557,587.3913043478261,567.0,103.1537859572408,748.1363636363636,654.5,311.8162302893508,757.8550833333333,759.4549999999999,143.7934292533806,883.780487804878,850.0,359.29858837707127
2018-01-18,1418,1306,1169,15,32,80,73,397,291,48,642.801749271137,594.0,234.94922780622724,537.9,544.5,74.55415630414056,586.695652173913,575.0,112.49866051025136,654.88,598.0,198.0850659018325,738.4353636363637,761.987,80.43221508484365,837.7878787878788,786.5,300.31263275006825
2018-01-19,1311,1242,1074,20,31,36,84,349,246,45,637.7100103199174,590.0,219.4568744531173,457.6428571428572,444.0,92.75908178042329,619.9642857142857,618.0,160.29359224337605,698.52,652.0,234.6818981799264,779.332238095238,775.05,125.77180031505664,902.3333333333334,771.0,403.2590310877689
2018-01-20,1302,1239,1084,13,35,28,79,330,263,34,607.9949341438703,579.0,194.2108987659118,522.6666666666666,534.0,91.15234500549066,630.5666666666667,627.0,147.6301724448358,713.32,652.0,187.6933935971109,831.5259411764706,741.957,229.18300878459303,864.7777777777778,808.5,333.7203047914006
2018-01-21,1298,1237,1072,18,39,22,80,358,238,54,587.4720244150559,552.0,190.1161853484265,488.7142857142857,485.0,89.4233049743045,583.8108108108108,578.0,129.78461598566503,723.28,676.0,236.9512115745912,693.1329523809524,677.307,78.89661874153809,689.6,676.0,149.4545873642242
2018-01-22,1362,1293,1123,20,33,34,80,350,257,42,624.4494163424124,586.0,209.53632301293663,578.875,539.5,214.57395772398232,605.7741935483871,581.0,150.84577326470887,667.6363636363636,659.5,152.8536634308855,771.452,770.37,140.9382043556679,725.25,614.0,271.7179514888376
2018-01-23,1314,1242,1062,11,33,38,68,342,255,45,621.8201663201663,583.0,220.10398140742,496.77777777777777,463.0,99.6378163371942,574.4074074074074,571.0,85.95940869398733,665.8571428571429,612.0,191.88687143359087,742.3801199999999,715.406,121.9048740922336,779.1612903225806,707.0,321.1243888562181
2018-01-24,1364,1290,1105,22,26,46,93,325,277,63,631.8851148851148,596.0,213.97394651735453,520.6315789473684,531.0,110.78267540365074,588.2105263157895,611.0,113.2345544764732,680.6666666666666,634.0,170.0681524289255,795.2595714285715,739.365,157.6733977019558,918.029411764706,901.0,395.9365946556624
2018-01-25,1377,1294,1142,16,30,53,76,386,252,46,609.4658325312801,576.0,196.71043372695576,522.3076923076923,490.0,142.45489614575357,543.3333333333334,541.0,87.56316401494232,605.8947368421053,582.0,150.93666616492646,773.0358333333331,794.6635,102.63021117427591,893.5652173913044,807.0,387.790072199661
2018-01-26,1472,1385,1192,25,32,55,92,379,296,51,643.6434699714014,599.0,230.38195272002724,562.1,478.0,174.40602959156757,581.5172413793103,585.0,97.2146449467272,663.0384615384615,640.5,200.85148359307297,806.2128695652173,792.617,189.6566534471041,887.6976744186046,819.0,405.4538629665069
2018-01-27,1417,1355,1185,17,34,28,104,385,313,59,611.9227871939736,576.5,198.61836073738863,540.3125,569.0,110.67894635686892,597.3703703703703,543.0,286.1335282894963,645.0454545454545,604.0,196.058173406026,742.1107222222224,703.9079999999999,160.38767613497345,837.5769230769231,818.0,261.54986875575725
2018-01-28,1191,1143,963,23,23,24,74,358,225,36,592.3556581986143,559.5,187.5154327591761,515.0,493.0,105.5688295747271,608.3157894736842,566.0,223.9990209878355,756.2307692307693,643.0,323.97586171558976,734.0988333333335,687.22,145.26397594092853,765.3333333333334,667.0,356.4975923247355
2018-01-29,1380,1310,1117,31,24,45,71,378,285,48,646.8604651162791,597.0,227.3108430689274,565.2083333333334,539.5,168.85238708170047,612.8421052631579,579.0,172.99109262807428,674.45,672.5,161.39832223741558,791.1666923076924,751.83,183.00694348821148,742.7333333333333,690.0,276.53819756526167
2018-01-30,1194,1143,982,11,22,29,61,346,252,41,611.8755506607929,574.5,203.59828937604544,506.0,517.0,121.28231528133028,589.625,559.5,116.9375189292698,722.0,667.5,248.44841594305927,880.4353000000001,824.6985,220.22973559396763,754.875,694.0,325.19376330989525
2018-01-31,1317,1248,1081,17,27,42,61,337,279,41,630.9153924566768,594.0,211.7366914536269,562.1875,600.0,109.45271048874638,572.0434782608696,549.0,123.41890169841363,599.1666666666666,572.5,142.0510471626309,782.814909090909,692.773,314.37494287155096,941.9411764705884,906.0,377.2990085985956
2018-02-01,1387,1332,1162,14,24,31,81,386,306,52,627.4115913555992,599.0,195.4649665281345,488.9090909090909,453.0,110.67651471333431,625.8095238095239,563.0,162.80283137821007,645.5,600.0,151.5198492141619,835.557,785.967,202.71448901792888,961.6538461538462,940.0,341.33068333306244
2018-02-02,1385,1312,1125,15,33,40,83,375,272,55,629.9790628115653,594.0,218.8029595095522,700.4444444444445,601.0,188.13832086467067,606.2592592592592,570.0,163.03104767841768,656.8695652173913,608.0,183.37177941593413,757.0647333333334,687.937,196.5172596747336,797.2,719.0,348.4635636223876
2018-02-03,1261,1203,1031,26,28,30,75,372,260,45,603.3489861259338,569.0,198.26632374119168,501.9130434782609,486.0,83.96802045122907,586.4444444444445,560.0,137.24636280267725,625.1052631578947,625.0,133.9676141365028,786.0552222222221,783.718,238.32397145644248,854.7727272727273,824.0,334.8159312102813
2018-02-04,1189,1141,992,16,23,25,79,388,232,34,586.7666290868094,553.0,194.0442826406684,518.4545454545455,383.0,288.7231766368484,527.7647058823529,544.0,75.52775103543456,664.8,646.0,173.66519513132158,881.4196,803.7065,355.90016881179844,802.3333333333334,823.0,336.2383579149371
2018-02-05,1293,1220,1063,17,30,42,68,322,263,45,634.6370292887029,581.0,226.18744265273315,551.6428571428571,468.5,287.16160208893825,666.9545454545455,583.5,209.6235803876688,697.7272727272727,677.5,258.0398975828908,1013.4411111111112,793.67,516.865214347378,869.5625,760.0,399.3161846489329
2018-02-06,1227,1145,981,11,37,43,56,317,205,31,616.8378378378378,583.5,203.4442677150679,576.5,573.0,168.85052561363258,591.3448275862069,584.0,166.7541551981901,685.925925925926,679.0,173.62313872866807,829.987117647059,718.584,296.09109325380814,865.96875,771.5,369.1415922393028
2018-02-07,1293,1215,1033,19,36,41,67,329,258,40,624.6216505894962,589.0,208.86239346036825,517.4666666666667,486.0,136.82306962260563,661.8148148148148,640.0,155.50563606828803,727.3571428571429,695.0,179.93007166071683,886.3369047619047,829.954,223.79364874050933,914.5714285714286,820.0,394.3660054042278
2018-02-08,1276,1211,1057,19,36,28,71,350,250,38,639.0301455301455,600.0,212.66055115234707,542.1176470588235,491.0,201.42240514430773,586.15625,571.5,107.64131278343802,685.0,682.0,169.59882075061728,998.5080476190476,762.604,844.5713928195458,745.25,735.5,323.8716241774948
2018-02-09,1304,1221,1081,22,37,46,68,394,241,66,615.0463917525773,571.0,221.12762172593057,505.57142857142856,522.5,74.83182610228215,583.2068965517242,587.0,88.84351383606412,675.8148148148148,629.0,172.02773413185824,757.9048,724.548,162.05667122064364,748.65,658.0,241.25787352636087
2018-02-10,1295,1236,1080,23,27,32,90,331,244,68,607.2586387434555,563.0,203.93413434020417,465.65,455.0,101.51239229509709,587.7692307692307,526.0,170.15529558431209,701.4705882352941,661.0,153.89286762511884,738.0178181818181,690.424,172.04345274018317,812.84,738.0,320.40178942488234
2018-02-11,1253,1193,1042,16,25,35,78,357,208,43,636.3863393810032,588.0,225.46856752415232,541.9333333333333,517.0,125.11221629667772,539.55,527.5,88.47210384010734,686.5,610.5,282.83677776615764,752.5590714285714,727.7,199.37382365815083,832.1666666666666,797.0,255.34548379000955
2018-02-12,1411,1350,1173,24,28,31,81,417,263,56,640.4474445515912,599.0,220.5159805311663,520.15,495.5,125.60517714774257,580.952380952381,553.0,102.47266766825004,651.3333333333334,627.0,124.38078513237052,847.8743478260872,745.78,512.0657599059474,989.04,970.0,358.3966006163191
2018-02-13,1366,1292,1115,13,37,37,75,338,261,53,647.1593625498008,607.0,223.66856645298785,530.5555555555555,517.0,126.2845112346632,552.28125,534.5,166.49348226611386,615.3461538461538,605.5,112.57564294560072,761.5375294117648,748.646,125.36999937241644,786.1379310344828,692.0,371.3161652571576
2018-02-14,1177,1115,954,14,28,33,57,282,219,30,637.5157894736842,594.0,219.0602762024309,521.6923076923077,540.0,97.43321183883228,608.4545454545455,589.0,143.63105091824255,707.0,689.0,144.99612063776053,845.5178461538461,768.16,231.8685322763189,796.695652173913,690.0,294.0611307476743
2018-02-15,1355,1279,1107,16,37,39,79,349,238,49,644.1525773195876,597.0,227.26203925793368,581.3,565.0,117.42614700312704,622.4545454545455,617.0,118.30739914578756,723.8,707.0,205.9302066235064,880.3494999999999,854.7215,152.19343051109428,786.060606060606,698.0,331.3491303928852
2018-02-16,1432,1356,1147,17,36,40,72,351,283,42,631.8071017274472,594.0,205.6103311792805,510.7857142857143,526.0,103.49000588791807,619.7142857142857,640.0,146.4682640743461,654.15625,623.5,173.13524629047814,780.9432777777779,770.3050000000001,183.7840053665317,857.9428571428572,785.0,362.3752477309498
2018-02-17,1324,1257,1084,18,30,36,79,373,271,78,613.7633507853403,579.0,202.1323707403876,571.6,505.0,281.5119383411145,596.08,572.0,87.64935824066255,697.6315789473684,702.0,115.8299570377561,759.9659375,748.5715,124.968721414317,733.1666666666666,653.0,243.1071969222678
2018-02-18,1284,1205,1086,24,43,36,70,366,223,60,597.0161616161616,574.0,183.86252871516544,514.6363636363636,519.5,126.57636334472464,592.5454545454545,570.0,145.98567800239235,749.4666666666667,671.0,238.5756199547255,819.3665714285714,749.35,220.8640397080456,665.5454545454545,674.0,223.0028154123131
2018-02-19,1444,1370,1203,17,35,38,63,372,285,50,631.3138686131387,597.5,200.06928030470144,499.2941176470589,486.0,96.44477999474776,692.8333333333334,627.5,207.99885333459352,673.3529411764706,634.0,157.68359980371716,776.7907142857142,742.6145,163.98008227991428,820.6363636363636,755.0,308.63143656530457
2018-02-20,1365,1286,1102,27,41,38,81,370,262,58,619.4374374374374,585.0,203.51675601728567,564.7777777777778,544.5,111.43162269278731,609.8,596.0,138.49353350799237,708.1071428571429,671.5,141.3242500450423,905.896529411765,807.013,326.9686032505869,799.46875,692.5,342.2618300106777
2018-02-21,1357,1286,1124,23,35,34,63,361,272,49,627.934328358209,585.0,214.02366958144404,510.0,490.5,79.6952528908299,578.15625,555.5,155.65555633430483,700.3333333333334,666.0,160.7094390803596,779.4888571428572,721.8615,177.29246230402515,786.3103448275862,735.0,262.4249693379418
2018-02-22,1373,1298,1127,12,38,37,76,378,283,45,640.4663366336633,598.0,216.31004836171,678.6666666666666,734.0,254.1598906200583,626.1764705882352,594.5,196.5205626666129,674.5555555555555,673.0,160.14976964688,841.5389523809522,815.553,197.799384324238,777.2258064516129,754.0,272.4440871906771
2018-02-23,1332,1245,1091,21,43,44,67,359,292,43,612.0471414242728,572.0,202.1145068516176,558.5,536.5,146.21946974781892,583.4166666666666,580.0,115.26624459423122,656.5384615384615,656.5,138.23667552982624,740.0593749999999,710.0105,137.5402449235709,827.9736842105264,751.5,411.0597041426507
2018-02-24,1305,1229,1064,12,42,33,71,363,248,40,602.6677181913775,557.0,200.1232436037157,531.0,567.0,57.35416288291548,596.78125,555.5,197.03622302887325,726.4090909090909,717.0,195.1996924009357,806.6134000000001,768.097,151.92999159518928,643.96,595.0,262.6892143452664
2018-02-25,1313,1219,1078,19,42,52,82,345,260,76,586.026369168357,558.0,182.0704926081664,519.5,509.0,99.03400089531542,613.4285714285714,593.0,123.49619801584883,672.258064516129,623.0,154.37615699797158,817.568192307692,775.1320000000001,183.38709222931016,737.5555555555555,674.0,287.7981107048003
2018-02-26,1359,1257,1079,13,45,56,52,345,262,46,643.2128764278297,603.0,232.40557817190663,540.5,530.5,105.3768746655817,572.7352941176471,598.5,112.31349761662916,685.2666666666667,646.5,149.6248027874904,796.8480769230771,778.6785,170.90455565488546,828.3541666666666,819.5,315.6873951738194
2018-02-27,1317,1224,1066,16,41,51,78,330,250,50,623.7484472049689,584.5,216.02650929409924,556.9285714285714,550.5,117.29611724553853,652.2424242424242,624.0,177.9738446905595,649.3461538461538,644.5,151.04620281428922,925.5222083333332,750.0105,619.6200834456673,840.8604651162791,812.0,312.8542625412905
2018-02-28,1439,1326,1171,19,43,69,91,351,254,67,646.3690360272639,608.0,212.8702327695496,529.1538461538462,511.0,86.41165638369839,601.4117647058823,588.5,128.4724042169224,718.6363636363636,684.0,175.23481000179058,841.1829259259258,816.353,187.91785399557432,827.4,746.0,319.3578408438951
2018-03-01,1428,1338,1158,30,35,54,66,351,273,47,655.5632850241545,609.0,231.48041472903213,572.68,545.0,148.30956363858218,649.074074074074,636.0,157.5734080274299,715.0454545454545,693.0,113.00167604013131,852.6909999999999,777.99,228.678150935514,829.4651162790698,713.0,360.314634255833
2018-03-02,1488,1370,1202,19,38,80,89,345,268,58,642.2506887052342,595.0,215.735448187738,531.1176470588235,534.0,105.62544813688436,571.7241379310345,570.0,125.83489652026584,573.1034482758621,569.0,86.18723174726149,776.4636818181818,733.505,223.2495378350437,849.7042253521126,772.0,351.5292873133534
2018-03-03,1425,1343,1147,26,41,40,80,360,284,40,629.684362934363,585.5,217.725643488636,493.35,510.0,114.99898168885534,564.3714285714286,558.0,75.65093433359708,673.551724137931,621.0,256.1490339357283,763.7648399999999,752.37,142.81496842817282,731.4705882352941,670.5,246.82950013934203
2018-03-04,1443,1312,1128,21,48,83,68,374,288,50,618.1042471042471,579.0,224.72581843185569,538.0,485.0,158.56158985636395,557.7560975609756,564.0,105.77967207545235,645.3076923076923,623.5,183.61519963897743,737.58955,712.5630000000001,109.17842912815748,833.4,750.0,324.3374535630811
2018-03-05,1803,1694,1082,15,37,71,86,456,484,64,698.4694533762058,638.0,267.84177632569146,554.9285714285714,548.0,188.3889039218582,643.6923076923077,607.5,260.922788461379,662.578947368421,631.0,128.8454353045944,792.2284,780.7255,146.75346502076192,960.7142857142856,863.0,388.60167567531454
2018-03-06,1497,1410,1201,22,35,50,81,424,231,48,659.7827324478178,610.5,221.17151012400413,496.11764705882354,480.0,140.46880541286612,660.7407407407408,637.0,172.02249240066806,708.8947368421053,678.0,168.18603943148528,972.1818571428572,789.7,632.6616501763199,753.7073170731708,704.0,254.4497242975948
2018-03-07,1497,1394,1167,20,29,72,73,388,250,50,692.4822834645669,634.5,259.8497437770289,518.0714285714286,542.0,115.39461678266272,658.2916666666666,624.5,167.3911013079891,681.5454545454545,659.5,182.92874680302825,807.8443333333333,803.787,167.93912092569175,881.7454545454545,862.0,330.5701706301367
2018-03-08,1530,1438,1249,19,28,64,69,420,289,68,664.2751798561151,615.5,239.7139718378908,503.4666666666666,510.0,114.25026831269942,562.1666666666666,593.0,99.08830785528224,679.8181818181819,672.0,159.97191311918786,732.1328000000001,734.397,109.19088122457843,913.0701754385964,843.0,415.5353199552666
2018-03-09,1530,1440,1075,22,35,55,94,384,241,54,734.3396226415094,659.0,289.7221630368255,631.0526315789474,619.0,224.6210323792821,639.4074074074074,594.0,161.0896213195192,712.5769230769231,656.5,212.00512693365184,916.3281176470588,833.71,343.2319735051431,821.7045454545455,750.5,298.1660673178432
2018-03-10,1502,1420,1237,22,37,45,82,420,293,42,646.1123090745732,601.0,230.29523388344265,508.8,495.0,113.84735856677388,614.0357142857143,591.5,135.7608142184212,734.1304347826087,729.0,233.06481820765228,832.5298947368422,749.743,238.77770323482767,715.4375,686.0,228.9220091872396
2018-03-11,1548,1467,1105,20,35,46,87,402,291,54,649.693482688391,606.5,231.47445822309004,551.6,529.0,168.28411350196686,612.6428571428571,611.0,146.975234569364,693.2941176470588,640.0,200.6725456763712,1054.139388888889,777.6935000000001,760.2143398438703,814.5121951219512,738.0,318.4888633807483
2018-03-12,1503,1430,1211,19,28,45,68,411,279,38,712.7647637795276,659.5,261.2264457122434,533.4166666666666,472.0,175.0617856297564,648.5,630.5,168.79370778993416,710.0833333333334,716.5,137.87673028333387,920.6271999999998,794.44,338.74220491488813,938.2222222222222,856.5,378.9023327689839
2018-03-13,1439,1362,1188,17,36,40,78,418,291,51,709.3365758754863,658.5,265.75840575337475,540.4,508.0,117.68904414222725,663.8076923076923,580.0,199.71119532580423,701.3703703703703,696.0,160.6135227921475,832.399,793.0315,146.61682040371127,847.0,722.5,300.3996005323575
2018-03-14,1437,1357,1175,11,31,49,69,436,248,44,651.1100569259962,607.0,215.674430243308,538.5,563.0,143.10939871301255,640.6296296296297,625.0,141.79376902555674,737.8461538461538,691.5,192.10969622748195,814.4478636363636,719.715,232.45223976474645,990.918918918919,841.0,438.5029062603791
2018-03-15,1403,1340,1149,26,32,31,77,366,269,58,633.6466535433071,592.5,218.91066659571723,557.6086956521739,575.0,121.10203779174095,607.1851851851852,573.0,198.65335812705683,729.6666666666666,679.0,255.83927246092088,763.2618823529413,765.036,104.02986097623746,826.32,820.0,319.1735055838229
2018-03-16,1332,1263,1064,25,29,39,88,345,254,56,629.3710499490315,590.0,206.55470426721547,520.8260869565217,478.0,143.5063040027773,569.4285714285714,554.0,114.6357585697288,704.4736842105264,736.0,118.16202079303967,732.6161428571429,709.06,140.05120898270204,721.0666666666667,721.5,268.70801142187565
2018-03-17,1303,1206,1041,21,40,57,77,356,240,36,622.1748400852879,585.5,210.9625380265764,545.3333333333334,520.5,167.17972013234564,567.7567567567568,584.0,98.00323277134096,663.2727272727273,657.0,155.3957104936518,690.7219411764705,689.477,121.69047024185514,812.3023255813954,774.0,298.59341163303213
2018-03-18,1339,1210,1019,12,45,83,53,382,232,52,609.8972677595629,574.0,202.73772372337464,516.4,494.5,120.5655193015169,598.1081081081081,600.0,128.70051018283232,652.3478260869565,651.0,151.1163334820538,800.4609000000003,773.6455,203.69104355110176,829.8656716417911,769.0,277.13747247926176
