district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
11001,Tiergarten Süd,3162,2390,2071,39,254,149,0,0,1132,120,580.6502436383324,552.0,183.18204607144233,509.45714285714286,517.0,114.80888028195658,629.0646766169154,621.0,135.4241145292075,740.7989417989418,730.0,132.33356386999415,807.034965034965,780.0,169.46258935638866,823.1363636363636,744.5,301.65664148931785
11002,Regierungsviertel,3589,3093,2665,41,302,160,0,0,1510,125,597.3391304347826,564.0,179.37567236397743,545.09375,537.5,137.6630667959908,622.8649789029536,604.0,135.71414498747637,747.3713080168776,729.0,128.41404374486837,927.1490683229814,775.0,1508.5217773170368,870.3636363636364,806.0,326.23166615152485
11003,Alexanderplatz,11244,9311,8047,145,635,350,0,0,4889,251,566.7603546197535,530.0,191.88038733613027,476.4583333333333,451.5,133.20928659477056,559.954356846473,547.0,133.76538709827827,698.4469525959368,668.0,142.83081393864413,758.1254237288135,723.0,163.25246879947196,924.2767527675277,863.0,419.1238933048867
11004,Brunnenstraße Süd,2347,2094,1762,34,108,110,0,0,1042,38,577.2489000628535,542.0,189.3250531378369,456.0,447.5,91.16407674566167,529.9130434782609,519.5,81.82944634748883,638.7125,613.0,149.09237589706896,773.7045454545455,737.5,242.21454832589805,943.7294117647059,831.0,440.2782774844221
12005,Moabit West,5192,4709,3829,78,220,206,0,0,2026,60,594.3776749566223,570.0,181.7581945743049,527.9516129032259,476.5,159.38708706148705,567.3859649122807,546.0,168.28991571237003,672.2962962962963,648.5,147.5042378139363,794.1515151515151,695.0,561.7611384654307,737.8381502890173,646.0,325.4927880118415
12006,Moabit Ost,6819,6222,5254,93,308,225,0,0,3058,125,577.787616229924,538.0,193.47403109721677,468.87142857142857,463.5,83.67828687050053,540.0391304347826,517.5,146.6619653713149,687.1578947368421,660.0,152.28708007275276,771.9530201342282,763.0,173.8665353146017,796.1489361702128,694.0,338.6659407301345
13007,Osloer Straße,4963,4424,3568,63,164,160,0,0,1569,39,649.9794478527607,609.0,203.47422575624225,537.5576923076923,510.5,141.71186085961762,594.7477477477478,583.0,144.84427176475796,791.6705882352941,735.0,241.67379570282702,806.5625,752.0,204.75620233247398,1018.8780487804878,965.0,421.4116710313176
13008,Brunnenstraße Nord,5918,5405,4433,87,216,229,0,0,2530,57,582.9885742672628,537.0,207.68375114711912,457.5970149253731,457.0,100.69035337946528,568.37106918239,549.0,153.8026251796137,707.042735042735,660.0,197.41896605435943,818.6216216216217,785.0,208.61183083530432,877.65,691.0,462.48990295485976
14009,Parkviertel,7342,5670,4678,114,235,230,0,0,2382,61,601.334594466777,571.0,193.99936331861915,499.019801980198,472.0,130.69911860437466,571.0,549.0,140.9984118606988,763.5572519083969,762.0,171.77499416411632,802.0972222222222,757.0,228.6535086860222,864.0695187165776,830.0,374.1642018952036
14010,Wedding Zentrum,7773,6997,5722,140,195,251,0,0,3285,44,584.3948885472713,544.0,200.87811816016918,457.59504132231405,444.0,113.53916934347642,549.4728682170543,512.0,161.48002379935517,714.204081632653,708.5,147.3428542013472,751.9148936170212,746.0,111.22965466864413,884.5825242718447,820.5,373.2189320027914
21001,Südliche  Friedrichstadt,6579,5896,4880,115,345,263,0,0,3165,100,545.5744876813262,513.0,170.01173561603096,456.7088607594937,444.0,112.16473140770415,553.016129032258,524.5,169.52854291920036,701.5355191256831,659.0,195.48091611874713,743.0625,725.5,174.35752237316322,757.5395348837209,659.0,338.9099169999369
22002,Tempelhofer Vorstadt,7244,6005,5099,116,326,298,0,0,3217,120,553.6724738675958,523.0,165.2197321090129,461.6304347826087,460.5,109.65267016600262,552.8333333333334,537.0,153.9868556100821,733.3112244897959,710.0,158.52684016548082,770.8680555555555,745.5,162.0935259047956,745.66,642.5,314.51049554383536
23003,Nördliche Luisenstadt,2948,2663,2212,46,143,107,0,0,1519,38,521.6139630390144,484.0,174.1652387988428,405.47222222222223,412.0,94.40989237245101,531.6805555555555,469.5,195.0206075343508,622.9166666666666,549.0,219.58499313258983,654.125,595.5,164.66238770003585,732.8488372093024,645.5,319.2241888756833
23004,Südliche Luisenstadt,3156,2838,2369,46,157,118,0,0,1516,24,529.6184660478749,491.0,180.83140647285737,415.5,407.5,91.07747284925104,495.88157894736844,459.0,161.2218320290618,640.2459016393443,654.0,192.36351488243164,729.6333333333333,668.5,221.43380474773375,820.0588235294117,704.0,395.66614648694673
24005,Karl-Marx-Allee Nord,3412,2776,2314,58,95,87,0,0,1449,29,562.0502658289029,528.0,185.6977442270175,481.52941176470586,453.0,110.97069035401672,590.0363636363636,543.0,159.35134296594586,736.05,699.0,174.75461917522213,711.0666666666667,696.5,185.34886646227588,929.5151515151515,775.0,447.1956805359111
24006,Karl-Marx-Allee Süd,4537,4200,3590,82,190,117,0,0,2425,69,522.806875,481.0,186.1141829780305,441.2280701754386,419.0,118.27419981066083,541.2015503875969,496.0,177.85270326896222,602.9913793103449,592.0,146.5304536199931,724.3170731707318,673.5,220.5366562318954,895.047619047619,810.5,448.1130963302641
25007,Frankfurter Allee Nord,2801,2501,2106,38,158,104,0,0,1178,22,599.0052994170642,562.0,191.24345017791367,473.9032258064516,465.0,109.93372392452635,596.2692307692307,550.0,131.5660589670751,727.5208333333334,733.5,142.3682652875735,734.52,721.0,136.59615660771715,943.2073170731708,842.5,410.751606710108
25008,Frankfurter Allee Süd FK,5284,4750,4076,81,265,190,0,0,2399,57,573.7511013215859,542.5,183.66672231107432,483.73214285714283,462.0,123.24365977738844,580.7175572519084,552.0,172.8161439578161,678.2719298245614,631.5,189.35948324643752,754.0142857142857,730.5,189.08931199013523,949.625,828.5,428.52266351751814
31001,Buch,2869,2421,1990,51,102,76,0,0,800,12,653.8202880400752,600.0,222.4091059628745,571.6774193548387,561.0,108.49835239817368,782.8679245283018,746.0,235.03780692081867,828.741935483871,811.5,171.00876552012497,944.0,933.5,140.13370238973403,935.829268292683,882.0,286.40547327513
32002,Blankenfelde/Niederschönhausen,2767,2583,2112,48,52,97,0,0,564,13,721.4008643976229,679.0,221.30423300334377,586.7631578947369,534.0,209.64596079162763,595.75,558.0,163.53967655114042,693.8260869565217,688.0,124.00280501736201,727.8571428571429,736.0,97.83255486395512,794.7454545454545,715.0,320.5672182462539
32003,Buchholz,1698,1608,1318,25,27,51,0,0,424,9,714.8958333333334,656.0,236.8163102769862,533.6190476190476,534.0,67.56513612098786,601.7692307692307,580.0,111.9249405078792,822.6923076923077,747.0,202.66367238003983,780.3,779.0,130.85619757751041,827.05,765.0,303.1340526007493
33004,Karow,1599,1497,1244,25,32,39,0,0,541,8,631.0,583.0,225.0278113323237,577.2857142857143,502.0,212.36293058279801,706.05,650.5,209.95399872102305,890.8571428571429,841.5,182.32003018481927,824.5555555555555,837.0,91.37848640559646,812.6190476190476,735.0,389.2993033888548
33005,Blankenburg/Heinersdorf/Märchenland,2008,1849,1525,37,71,65,0,0,606,11,674.3803545051699,624.0,212.59404269633305,597.6333333333333,583.0,179.6027193046063,575.7173913043479,571.0,121.41694244644557,683.5172413793103,622.0,177.0747664304656,911.0714285714286,706.5,591.2966799638433,841.1086956521739,738.5,269.25792907015716
34006,Schönholz/Wilhelmsruh/Rosenthal,1925,1779,1457,31,54,69,0,0,332,14,723.9524564183835,694.0,198.9886306719684,592.4285714285714,616.5,128.79165735905028,645.6756756756756,629.0,168.04381936038357,791.0,761.0,184.3210514292928,903.1176470588235,804.0,414.9654928956354,886.4166666666666,788.0,336.4056543604971
34007,Pankow Zentrum,4136,3580,2951,53,104,130,0,0,1233,20,658.8728652751423,617.0,224.39346274728183,525.2083333333334,521.0,96.62473106033607,556.5762711864406,543.0,116.3462732076301,718.5961538461538,650.0,184.24592044494042,736.5,689.5,145.3966090149405,811.4516129032259,723.0,367.52094043058145
34008,Pankow Süd,3588,3327,2749,56,131,99,0,0,1161,27,643.7541922290388,610.0,191.0510395185456,543.7755102040817,544.0,133.3199887029514,647.8282828282828,595.0,234.0480519476516,765.1052631578947,720.0,182.3283177090067,791.8571428571429,773.0,172.84966995444725,922.060606060606,906.0,386.67911080369305
35009,Weißensee,3816,3181,2643,59,102,186,0,0,1375,28,602.4343776460627,568.0,196.01490613189029,471.54901960784315,467.0,86.90599834890344,547.6923076923077,531.0,173.02826025292472,622.9122807017544,604.0,160.71906286411638,796.1714285714286,736.0,190.02484136589732,717.5481481481481,677.0,248.00531766441745
35010,Weißensee Ost,2214,1847,1538,31,53,44,0,0,790,19,610.0261058738216,572.0,193.3050655688892,485.4166666666667,468.0,83.02483476891594,582.8709677419355,557.0,144.67359628614196,589.1142857142858,569.0,146.10728762042746,761.5,727.5,131.12907127457794,691.25,583.0,262.04401176627584
36011,Prenzlauer Berg Nordwest,2570,2310,1943,41,113,109,0,0,848,23,629.827346465817,603.0,194.3088212088256,510.2758620689655,530.0,104.3955036496592,630.9166666666666,610.0,176.13189280187677,735.9,659.0,244.70375675789802,794.5714285714286,729.0,235.79831755304488,922.9638554216867,737.0,430.8049880189732
36012,Prenzlauer Berg Nord,2551,2310,1955,32,101,109,0,0,965,26,613.8295324971493,584.0,186.97245623284036,554.28,534.0,103.48128655301241,601.6111111111111,592.5,102.97033013877777,724.1904761904761,668.0,204.5411747445942,832.5757575757576,779.0,211.51980260471927,918.2650602409639,794.0,387.8439491422766
36013,Helmholtzplatz,1342,1178,966,18,76,66,0,0,500,22,588.1125290023202,562.0,163.41804939244625,528.1538461538462,546.0,107.87635372178508,539.6923076923077,522.5,91.28441622506291,634.45,569.0,184.46540221782678,734.96,740.0,108.08849769209179,930.3725490196078,968.0,370.5472148476797
36014,Prenzlauer Berg Ost,4132,3823,3241,67,145,137,0,0,1546,32,614.9084967320262,590.0,172.7164706567049,526.7894736842105,518.0,122.98457174466253,614.2705882352941,611.0,120.26581553606425,734.4084507042254,694.0,162.97594717054665,758.5,740.0,127.411585506233,905.0392156862745,895.5,310.03215807551794
37015,Prenzlauer Berg Südwest,1878,1674,1378,10,89,86,0,0,794,32,565.3735632183908,537.0,181.0619342021905,389.25,385.0,86.29641608184797,531.1014492753624,520.0,94.00800105615797,606.04,581.0,147.94703409652791,701.7878787878788,711.0,87.98819436995423,1025.3235294117646,1138.5,448.49697385546153
37016,Prenzlauer Berg Süd,2260,2063,1683,40,78,83,0,0,922,31,598.2330925804333,569.0,173.52167449382756,535.375,536.5,95.60123835073242,593.4545454545455,585.0,111.61670825772256,771.0952380952381,702.0,213.01297447302213,698.0625,665.5,102.4499681197702,891.3142857142857,794.0,344.1832399921753
41001,Charlottenburg Nord,2935,2688,2171,43,95,113,0,0,1116,19,608.846975088968,571.0,203.58564892789124,493.2121212121212,450.0,113.48974556533666,609.58,596.5,164.13037252036403,846.3488372093024,823.0,191.54707039573108,846.6071428571429,819.5,120.36775109075312,735.1704545454545,652.5,342.3221317350853
42002,Heerstraße,1828,1529,1297,32,64,72,0,0,314,10,721.8035714285714,686.0,208.85462647497198,622.6923076923077,582.0,186.47890373568143,791.0294117647059,718.5,226.87461298661276,874.7,789.5,223.50779512750472,873.0,818.0,197.75540447734926,1004.9666666666667,983.5,290.4562143066981
